####################################################################################################
# Month: 12Dec                                                                                     #
# Station: /n/holylfs05/LABS/bhi/Lab/doeleman_lab/freemanmd/am_output/SPT                          #
# Columns are: year    month   day     PWV (mm)                                                    #
####################################################################################################
year,month,day,PWV
2009,12,1,0.69002825
2009,12,2,0.663074
2009,12,3,0.85950338
2009,12,4,1.19634625
2009,12,5,1.32712375
2009,12,6,1.2182975
2009,12,7,0.81605325
2009,12,8,0.7212955
2009,12,9,0.73330312
2009,12,10,0.75602312
2009,12,11,0.83584988
2009,12,12,0.93823625
2009,12,13,1.02979012
2009,12,14,0.978372
2009,12,15,1.04433538
2009,12,16,1.087805
2009,12,17,0.78887362
2009,12,18,0.66464288
2009,12,19,0.79294525
2009,12,20,0.82185312
2009,12,21,0.77963588
2009,12,22,0.84048362
2009,12,23,0.847638
2009,12,24,0.76040112
2009,12,25,0.69671513
2009,12,26,0.7626805
2009,12,27,0.69162825
2009,12,28,0.7616845
2009,12,29,0.704648
2009,12,30,0.6952845
2009,12,31,0.7222475
2010,12,1,0.48770038
2010,12,2,0.48994337
2010,12,3,0.69683512
2010,12,4,0.703315
2010,12,5,0.72326562
2010,12,6,0.77717912
2010,12,7,0.90499238
2010,12,8,0.6086285
2010,12,9,0.51013525
2010,12,10,0.83407288
2010,12,11,0.79302888
2010,12,12,0.89584888
2010,12,13,0.834971
2010,12,14,0.82810212
2010,12,15,0.92764912
2010,12,16,0.964859
2010,12,17,1.36271125
2010,12,18,1.4697925
2010,12,19,1.1988925
2010,12,20,0.97453012
2010,12,21,1.193281
2010,12,22,1.34417875
2010,12,23,0.984989
2010,12,24,0.943909
2010,12,25,0.95559625
2010,12,26,1.08980875
2010,12,27,0.95383238
2010,12,28,1.04605125
2010,12,29,0.87231775
2010,12,30,0.8344775
2010,12,31,0.72574288
2011,12,1,0.61307575
2011,12,2,0.59644525
2011,12,3,0.6334785
2011,12,4,0.502933
2011,12,5,0.55849038
2011,12,6,0.9086245
2011,12,7,1.14508
2011,12,8,1.13717125
2011,12,9,0.61291812
2011,12,10,0.51805
2011,12,11,0.64409763
2011,12,12,0.6361915
2011,12,13,0.62959625
2011,12,14,0.633386
2011,12,15,0.68375675
2011,12,16,0.6509405
2011,12,17,0.69205
2011,12,18,0.80190725
2011,12,19,0.90222012
