####################################################################################################
# Month: 03Mar                                                                                     #
# Station: /n/holylfs05/LABS/bhi/Lab/doeleman_lab/freemanmd/am_output/LEN                          #
# Columns are: year    month   day     Pbase (mbar)                                                #
####################################################################################################
year,month,day,Pbase
2009,03,1,653.45230875
2009,03,2,650.9012575
2009,03,3,652.2353025
2009,03,4,652.68310625
2009,03,5,649.7418425
2009,03,6,654.31083875
2009,03,7,660.37035375
2009,03,8,658.84613
2009,03,9,652.443105
2009,03,10,648.937775
2009,03,11,649.21701375
2009,03,12,645.45642375
2009,03,13,643.60913625
2009,03,14,645.42044875
2009,03,15,644.9662725
2009,03,16,639.9862125
2009,03,17,644.26200375
2009,03,18,652.970525
2009,03,19,662.6589175
2009,03,20,662.70800125
2009,03,21,655.51555875
2009,03,22,657.821305
2009,03,23,662.08214125
2009,03,24,661.6561125
2009,03,25,660.86896125
2009,03,26,660.28153375
2009,03,27,657.81655625
2009,03,28,657.667135
2009,03,29,655.52685625
2009,03,30,651.45359625
2009,03,31,650.752035
2010,03,1,659.00428875
2010,03,2,659.95340125
2010,03,3,662.1436025
2010,03,4,661.19879875
2010,03,5,654.14085
2010,03,6,646.83474125
2010,03,7,645.54990125
2010,03,8,651.82075875
2010,03,9,659.5521225
2010,03,10,664.11386
2010,03,11,663.731975
2010,03,12,661.99934375
2010,03,13,662.80140625
2010,03,14,662.17116
2010,03,15,659.78594625
2010,03,16,661.521365
2010,03,17,666.96712625
2010,03,18,665.24446625
2010,03,19,662.8504425
2010,03,20,659.49232625
2010,03,21,651.32644875
2010,03,22,653.33749625
2010,03,23,655.38451625
2010,03,24,656.96858875
2010,03,25,655.05363
2010,03,26,654.89683875
2010,03,27,653.36297625
2010,03,28,655.420015
2010,03,29,653.696345
2010,03,30,650.8044625
2010,03,31,653.778375
2011,03,1,659.93361375
2011,03,2,658.6350775
2011,03,3,653.84954875
2011,03,4,651.52809875
2011,03,5,652.198325
2011,03,6,653.9262
2011,03,7,652.98584125
2011,03,8,656.33513875
2011,03,9,655.24030125
2011,03,10,653.34286625
2011,03,11,652.3298575
2011,03,12,650.04990875
2011,03,13,647.75492125
2011,03,14,648.8677475
2011,03,15,654.13994875
2011,03,16,656.80970375
2011,03,17,651.24612125
2011,03,18,650.6707325
2011,03,19,656.09619375
2011,03,20,658.01483625
2011,03,21,656.98556125
2011,03,22,661.7312025
2011,03,23,662.77886
2011,03,24,665.53230375
2011,03,25,665.3350375
2011,03,26,662.63671875
2011,03,27,663.8006875
2011,03,28,661.4972775
2011,03,29,659.66451625
2011,03,30,662.68462
2011,03,31,662.756055
2012,03,1,658.83141625
2012,03,2,656.45710125
2012,03,3,657.417445
2012,03,4,659.6391
2012,03,5,658.76794875
2012,03,6,657.04301125
2012,03,7,654.76590875
2012,03,8,655.7365325
2012,03,9,660.170415
2012,03,10,660.538675
2012,03,11,658.93395
2012,03,12,657.15161375
2012,03,13,655.77122375
2012,03,14,652.65908125
2012,03,15,647.58590875
2012,03,16,650.03719375
2012,03,17,654.36261875
2012,03,18,655.19074625
2012,03,19,653.6809875
2012,03,20,655.41166125
2012,03,21,663.56697875
2012,03,22,666.86981
2012,03,23,661.4977225
2012,03,24,655.85322375
2012,03,25,654.23692625
2012,03,26,653.07905875
2012,03,27,648.9714475
2012,03,28,650.6219075
2012,03,29,651.34203625
2012,03,30,653.16355375
2012,03,31,658.2151375
2013,03,1,654.96848375
2013,03,2,653.24244375
2013,03,3,655.62004375
2013,03,4,654.1603175
2013,03,5,647.78852375
2013,03,6,650.97089125
2013,03,7,657.19060375
2013,03,8,656.86554375
2013,03,9,657.72381875
2013,03,10,659.29789375
2013,03,11,659.64894625
2013,03,12,659.119815
2013,03,13,656.85036375
2013,03,14,656.3760625
2013,03,15,653.69318
2013,03,16,653.3945175
2013,03,17,654.13518125
2013,03,18,656.13660375
2013,03,19,651.065545
2013,03,20,645.2325225
2013,03,21,647.33887375
2013,03,22,648.68085125
2013,03,23,647.7866075
2013,03,24,644.87422
2013,03,25,644.12145125
2013,03,26,649.51247875
2013,03,27,648.19861625
2013,03,28,649.46986
2013,03,29,653.73995
2013,03,30,652.4675925
2013,03,31,644.42398375
2014,03,1,651.0961675
2014,03,2,658.05417875
2014,03,3,659.48362875
2014,03,4,657.27970875
2014,03,5,656.81352625
2014,03,6,656.34301125
2014,03,7,651.4101525
2014,03,8,651.1579225
2014,03,9,655.32256625
2014,03,10,657.6661425
2014,03,11,660.52155375
2014,03,12,659.2250125
2014,03,13,657.721245
2014,03,14,652.96765875
2014,03,15,654.6424675
2014,03,16,657.42046625
2014,03,17,659.96262
2014,03,18,655.796395
2014,03,19,652.1577225
2014,03,20,652.17325
2014,03,21,650.376295
2014,03,22,647.403685
2014,03,23,646.1012575
2014,03,24,643.28889625
2014,03,25,637.68716375
2014,03,26,644.6074775
2015,03,1,654.049885
2015,03,2,653.0713375
2015,03,3,655.8386225
2015,03,4,659.4133575
2015,03,5,655.59495125
2015,03,6,651.3026925
2015,03,7,652.1323775
2015,03,8,652.65916
2015,03,9,656.96089875
2015,03,10,653.0421025
2015,03,11,653.74691375
2015,03,12,653.22542875
2015,03,13,652.18355125
2015,03,14,652.6531225
2015,03,15,650.08626125
2015,03,16,649.94105625
2015,03,17,654.5078525
2015,03,18,655.51589625
2015,03,19,656.079975
2015,03,20,658.35253
2015,03,21,653.618365
2015,03,22,648.06166875
2015,03,23,648.174175
2015,03,24,648.215525
2015,03,25,648.72235625
2015,03,26,646.33883625
2015,03,27,646.0224725
2015,03,28,648.05929
2015,03,29,647.44851
2015,03,30,646.6800225
2015,03,31,648.28297625
2016,03,1,659.17428125
2016,03,2,655.44447625
2016,03,3,648.497415
2016,03,4,646.2300625
2016,03,5,649.90399
2016,03,6,649.26356
2016,03,7,647.7873825
2016,03,8,650.08776625
2016,03,9,653.6301675
2016,03,10,652.44485
2016,03,11,647.52418125
2016,03,12,650.52084875
2016,03,13,649.2368875
2016,03,14,649.18299
2016,03,15,651.164615
2016,03,16,648.91510875
2016,03,17,651.04567
2016,03,18,654.02962875
2016,03,19,648.826225
2016,03,20,638.27497375
2016,03,21,635.958405
2016,03,22,647.0051825
2016,03,23,651.037815
2016,03,24,653.30883
2016,03,25,652.38570125
2016,03,26,646.85711375
2016,03,27,647.66181125
2016,03,28,652.4326275
2016,03,29,655.60745125
2016,03,30,648.8146175
2016,03,31,647.13701375
2017,03,1,666.3743325
2017,03,2,665.44330625
2017,03,3,672.34200875
2017,03,4,674.69974125
2017,03,5,673.0039625
2017,03,6,668.0406075
2017,03,7,661.75446625
2017,03,8,655.71200625
2017,03,9,651.63534125
2017,03,10,650.7460125
2017,03,11,650.7650775
2017,03,12,652.1520675
2017,03,13,654.95764
2017,03,14,656.39731125
2017,03,15,655.7646725
2017,03,16,654.80467625
2017,03,17,653.33281875
2017,03,18,654.26705
2017,03,19,657.2045875
2017,03,20,661.0552525
2017,03,21,661.49217625
2017,03,22,661.22609875
2017,03,23,658.50371625
2017,03,24,655.7815775
2017,03,25,654.51923875
2017,03,26,653.45999375
2017,03,27,653.92885375
2017,03,28,654.85324375
2017,03,29,653.6421725
2017,03,30,648.1549975
2017,03,31,645.35551375
2018,03,1,651.009235
2018,03,2,652.21284125
2018,03,3,655.5753225
2018,03,4,658.34452125
2018,03,5,653.0824375
2018,03,6,647.16287375
2018,03,7,649.24668125
2018,03,8,652.6455175
2018,03,9,654.92107625
2018,03,10,658.66328875
2018,03,11,665.9617325
2018,03,12,665.9724525
2018,03,13,662.09915625
2018,03,14,658.03035875
2018,03,15,654.35112375
2018,03,16,652.88717625
2018,03,17,654.53796625
2018,03,18,653.87565
2018,03,19,658.0016125
2018,03,20,654.49056
2018,03,21,652.973535
2018,03,22,657.350665
2018,03,23,665.48832375
2018,03,24,668.740625
2018,03,25,661.35634125
2018,03,26,662.07859625
2018,03,27,665.753945
2018,03,28,668.08016875
2018,03,29,669.8585775
2018,03,30,669.8690025
2018,03,31,669.01386125
2019,03,1,656.5831125
2019,03,2,656.0162225
2019,03,3,657.67907875
2019,03,4,658.053535
2019,03,5,659.1050675
2019,03,6,656.45499625
2019,03,7,658.79587
2019,03,8,660.0282075
2019,03,9,659.70665
2019,03,10,659.53410625
2019,03,11,658.835775
2019,03,12,654.96847125
2019,03,13,651.919
2019,03,14,651.11430125
2019,03,15,648.8561475
2019,03,16,645.368395
2019,03,17,647.04697875
2019,03,18,651.75475125
2019,03,19,656.908845
2019,03,20,661.74452625
2019,03,21,662.01972125
2019,03,22,658.79175625
2019,03,23,660.25681125
2019,03,24,663.04930375
2019,03,25,659.33739
2019,03,26,654.8398975
2019,03,27,651.61778625
2019,03,28,651.8081725
2019,03,29,652.520245
2019,03,30,651.4347675
2019,03,31,650.68440875
