####################################################################################################
# Month: 05May                                                                                     #
# Station: /n/holyscratch01/doeleman_lab/freemanmd/am_output/KEN                                   #
# Columns are: year    month   day     segment         Tbase (K)                                   #
####################################################################################################
year,month,day,segment,Tbase
2009,05,1,0,278.8
2009,05,1,1,278.7
2009,05,1,2,278.6
2009,05,1,3,278.4
2009,05,1,4,277.8
2009,05,1,5,277.8
2009,05,1,6,279.0
2009,05,1,7,278.4
2009,05,2,0,277.8
2009,05,2,1,277.6
2009,05,2,2,277.4
2009,05,2,3,276.6
2009,05,2,4,277.2
2009,05,2,5,278.1
2009,05,2,6,278.2
2009,05,2,7,277.9
2009,05,3,0,277.6
2009,05,3,1,277.5
2009,05,3,2,277.5
2009,05,3,3,276.8
2009,05,3,4,277.4
2009,05,3,5,277.1
2009,05,3,6,277.5
2009,05,3,7,277.4
2009,05,4,0,277.5
2009,05,4,1,277.6
2009,05,4,2,277.5
2009,05,4,3,277.1
2009,05,4,4,277.5
2009,05,4,5,277.4
2009,05,4,6,277.8
2009,05,4,7,277.5
2009,05,5,0,277.1
2009,05,5,1,277.1
2009,05,5,2,277.1
2009,05,5,3,276.7
2009,05,5,4,277.2
2009,05,5,5,277.3
2009,05,5,6,278.4
2009,05,5,7,278.2
2009,05,6,0,277.6
2009,05,6,1,277.6
2009,05,6,2,277.9
2009,05,6,3,277.5
2009,05,6,4,277.9
2009,05,6,5,278.1
2009,05,6,6,279.2
2009,05,6,7,279.0
2009,05,7,0,278.6
2009,05,7,1,278.3
2009,05,7,2,278.1
2009,05,7,3,277.2
2009,05,7,4,277.8
2009,05,7,5,277.9
2009,05,7,6,277.9
2009,05,7,7,277.8
2009,05,8,0,277.5
2009,05,8,1,277.2
2009,05,8,2,277.6
2009,05,8,3,276.7
2009,05,8,4,277.5
2009,05,8,5,277.4
2009,05,8,6,277.9
2009,05,8,7,278.1
2009,05,9,0,278.3
2009,05,9,1,278.4
2009,05,9,2,278.3
2009,05,9,3,277.0
2009,05,9,4,277.0
2009,05,9,5,277.1
2009,05,9,6,278.4
2009,05,9,7,278.6
2009,05,10,0,278.5
2009,05,10,1,278.5
2009,05,10,2,278.4
2009,05,10,3,277.5
2009,05,10,4,277.8
2009,05,10,5,278.3
2009,05,10,6,279.0
2009,05,10,7,278.1
2009,05,11,0,277.6
2009,05,11,1,277.4
2009,05,11,2,277.4
2009,05,11,3,276.6
2009,05,11,4,277.2
2009,05,11,5,277.1
2009,05,11,6,277.5
2009,05,11,7,277.6
2009,05,12,0,277.3
2009,05,12,1,277.1
2009,05,12,2,276.9
2009,05,12,3,275.8
2009,05,12,4,276.5
2009,05,12,5,275.8
2009,05,12,6,277.3
2009,05,12,7,277.6
2009,05,13,0,277.9
2009,05,13,1,277.9
2009,05,13,2,277.5
2009,05,13,3,277.1
2009,05,13,4,276.8
2009,05,13,5,277.0
2009,05,13,6,277.6
2009,05,13,7,277.4
2009,05,14,0,277.2
2009,05,14,1,277.1
2009,05,14,2,277.0
2009,05,14,3,276.2
2009,05,14,4,277.2
2009,05,14,5,277.6
2009,05,14,6,277.6
2009,05,14,7,277.2
2009,05,15,0,276.1
2009,05,15,1,276.2
2009,05,15,2,276.9
2009,05,15,3,277.7
2009,05,15,4,276.7
2009,05,15,5,277.3
2009,05,15,6,277.5
2009,05,15,7,276.7
2009,05,16,0,276.5
2009,05,16,1,277.2
2009,05,16,2,277.2
2009,05,16,3,277.6
2009,05,16,4,277.2
2009,05,16,5,277.8
2009,05,16,6,277.0
2009,05,16,7,276.5
2009,05,17,0,278.5
2009,05,17,1,277.1
2009,05,17,2,276.7
2009,05,17,3,276.5
2009,05,17,4,276.9
2009,05,17,5,276.6
2009,05,17,6,276.9
2009,05,17,7,276.5
2009,05,18,0,277.0
2009,05,18,1,277.4
2009,05,18,2,277.7
2009,05,18,3,277.8
2009,05,18,4,276.7
2009,05,18,5,276.8
2009,05,18,6,277.3
2009,05,18,7,277.2
2009,05,19,0,276.3
2009,05,19,1,275.3
2009,05,19,2,276.5
2009,05,19,3,274.6
2009,05,19,4,276.8
2009,05,19,5,277.1
2009,05,19,6,276.8
2009,05,19,7,277.5
2009,05,20,0,277.4
2009,05,20,1,277.0
2009,05,20,2,276.4
2009,05,20,3,276.9
2009,05,20,4,278.1
2009,05,20,5,278.4
2009,05,20,6,279.0
2009,05,20,7,278.6
2009,05,21,0,278.1
2009,05,21,1,277.3
2009,05,21,2,277.5
2009,05,21,3,278.2
2009,05,21,4,277.6
2009,05,21,5,277.4
2009,05,21,6,277.8
2009,05,21,7,278.3
2009,05,22,0,278.9
2009,05,22,1,278.6
2009,05,22,2,278.1
2009,05,22,3,277.1
2009,05,22,4,277.8
2009,05,22,5,277.9
2009,05,22,6,278.2
2009,05,22,7,278.1
2009,05,23,0,277.4
