####################################################################################################
# Month: 10Oct                                                                                     #
# Station: /n/holylfs05/LABS/bhi/Lab/doeleman_lab/freemanmd/am_output/GLT                          #
# Columns are: year    month   day     PWV (mm)                                                    #
####################################################################################################
year,month,day,PWV
2009,10,1,6.000795
2009,10,2,6.77893875
2009,10,3,6.7309125
2009,10,4,4.78580125
2009,10,5,4.57774125
2009,10,6,4.41784
2009,10,7,4.0860525
2009,10,8,3.43624625
2009,10,9,2.08895625
2009,10,10,2.9368275
2009,10,11,3.92581125
2009,10,12,3.71768875
2009,10,13,2.41536
2009,10,14,4.9183575
2009,10,15,4.82672625
2009,10,16,5.03127625
2009,10,17,5.6013725
2009,10,18,6.346555
2009,10,19,4.19727625
2009,10,20,4.89123625
2009,10,21,5.30996875
2009,10,22,5.091195
2009,10,23,3.39899625
2009,10,24,3.53507875
2009,10,25,5.070635
2009,10,26,4.93122125
2009,10,27,4.1859
2009,10,28,2.23533375
2009,10,29,2.73084875
2009,10,30,2.36061
2009,10,31,2.83
2010,10,1,7.66122375
2010,10,2,6.09780875
2010,10,3,5.18839625
2010,10,4,6.13768875
2010,10,5,7.782505
2010,10,6,6.0551125
2010,10,7,4.249915
2010,10,8,5.95118375
2010,10,9,5.2770075
2010,10,10,2.58028875
2010,10,11,1.63045125
2010,10,12,4.9348375
2010,10,13,7.46259875
2010,10,14,9.47764375
2010,10,15,8.580205
2010,10,16,8.800435
2010,10,17,8.607085
2010,10,18,7.518365
2010,10,19,5.86720875
2010,10,20,3.14745
2010,10,21,4.66918375
2010,10,22,7.61298625
2010,10,23,4.07690125
2010,10,24,1.50664875
2010,10,25,1.43178125
2010,10,26,2.351955
2010,10,27,2.94030875
2010,10,28,3.7508625
2010,10,29,3.81986125
2010,10,30,3.784805
2010,10,31,3.80380125
2011,10,1,8.8667125
2011,10,2,9.1827825
2011,10,3,7.53672125
2011,10,4,4.648825
2011,10,5,4.863275
2011,10,6,7.88111375
2011,10,7,9.32324125
2011,10,8,7.4273825
2011,10,9,3.8658025
2011,10,10,5.06797
2011,10,11,4.2055675
2011,10,12,1.718105
2011,10,13,1.71418875
2011,10,14,2.6974075
2011,10,15,2.9453125
2011,10,16,4.5852425
2011,10,17,5.86659
2011,10,18,3.72066375
2011,10,19,3.98565375
2011,10,20,4.28979125
2011,10,21,4.2103625
2011,10,22,3.6989425
2011,10,23,3.955365
2011,10,24,2.92450375
2011,10,25,2.64065875
2011,10,26,3.64583375
2011,10,27,3.306405
2011,10,28,4.2093975
2011,10,29,2.3506175
2011,10,30,2.58283625
2011,10,31,2.72639625
2012,10,1,6.11833875
2012,10,2,6.54990625
2012,10,3,8.6758625
2012,10,4,8.83129375
2012,10,5,6.13042625
2012,10,6,5.89078875
2012,10,7,5.66601125
2012,10,8,5.0639975
2012,10,9,4.03686625
2012,10,10,5.12408625
2012,10,11,5.35809
2012,10,12,4.295835
2012,10,13,4.89586625
2012,10,14,4.4450775
2012,10,15,6.17317875
2012,10,16,5.9740225
2012,10,17,6.38934
2012,10,18,7.08076
2012,10,19,6.2776075
2012,10,20,5.2674925
2012,10,21,5.9183575
2012,10,22,4.409125
2012,10,23,4.44637625
2012,10,24,4.89506875
2012,10,25,3.91153125
2012,10,26,5.769385
2012,10,27,5.2103775
2012,10,28,8.04996625
2012,10,29,3.74649375
2012,10,30,3.69001
2012,10,31,2.8247375
2013,10,1,5.41435
2013,10,2,5.241815
2013,10,3,6.1705625
2013,10,4,6.96402875
2013,10,5,4.7637675
2013,10,6,3.7353025
2013,10,7,4.51581125
2013,10,8,2.82461125
2013,10,9,2.66270625
2013,10,10,1.92102
2013,10,11,1.95591375
2013,10,12,1.65969125
2013,10,13,5.26118875
2013,10,14,8.274225
2013,10,15,10.16146375
2013,10,16,11.03725125
2013,10,17,9.83503
2013,10,18,7.8662125
2013,10,19,7.72545125
2013,10,20,7.456025
2013,10,21,5.441795
2013,10,22,6.8205225
2013,10,23,5.71580625
2013,10,24,4.1131525
2013,10,25,4.31840625
2013,10,26,4.33810625
2013,10,27,4.5922225
2013,10,28,4.55813125
2013,10,29,4.15823875
2013,10,30,3.41447
2013,10,31,2.8278175
2014,10,1,5.20296375
2014,10,2,3.7125175
2014,10,3,2.99896
2014,10,4,2.838095
2014,10,5,4.47007875
2014,10,6,4.72426875
2014,10,7,3.07684125
2014,10,8,2.88256875
2014,10,9,4.26649875
2014,10,10,4.95840625
2014,10,11,13.9120375
2014,10,12,8.81514
2014,10,13,8.30434375
2014,10,14,6.07365625
2014,10,15,6.87317375
2014,10,16,4.96014125
2014,10,17,4.5684325
2014,10,18,3.71667125
2014,10,19,3.18528125
2014,10,20,3.60363125
2014,10,21,4.31290375
2014,10,22,3.7190675
2014,10,23,3.34157
2014,10,24,2.23031125
2014,10,25,2.9282
2014,10,26,3.01242125
2014,10,27,3.44785625
2014,10,28,3.7659325
2014,10,29,4.82236
2014,10,30,6.68602625
2014,10,31,4.87874625
2015,10,1,8.5799625
2015,10,2,11.04661625
2015,10,3,7.2656775
2015,10,4,6.56942
2015,10,5,4.90001375
2015,10,6,4.811205
2015,10,7,3.75907
2015,10,8,5.478515
2015,10,9,5.53639625
2015,10,10,5.09796375
2015,10,11,5.85911625
2015,10,12,4.62299
2015,10,13,4.42230625
2015,10,14,6.9868575
2015,10,15,5.26660875
2015,10,16,6.3477325
2015,10,17,5.192955
2015,10,18,4.39155125
2015,10,19,5.038915
2015,10,20,4.74062375
2015,10,21,3.8321425
2015,10,22,3.2078725
2015,10,23,3.14596
2015,10,24,3.88420875
2015,10,25,6.6283875
2015,10,26,5.58242125
2015,10,27,7.20664625
2015,10,28,5.67516375
2015,10,29,5.6444375
2015,10,30,5.13626875
2015,10,31,2.94230875
2016,10,1,3.22992375
2016,10,2,4.67955125
2016,10,3,7.1140425
2016,10,4,6.9918725
2016,10,5,5.3631575
2016,10,6,3.94118125
2016,10,7,6.34298
2016,10,8,5.97004875
2016,10,9,6.662005
2016,10,10,7.07479125
2016,10,11,6.29917125
2016,10,12,4.92929125
2016,10,13,4.72089
2016,10,14,3.4134225
2016,10,15,3.162705
2016,10,16,3.84173375
2016,10,17,4.2201775
2016,10,18,3.77163
2016,10,19,2.40433625
2016,10,20,2.19609875
2016,10,21,3.04379375
2016,10,22,2.6740425
2016,10,23,2.38936
2016,10,24,2.931315
2016,10,25,2.90198375
2016,10,26,2.784655
2016,10,27,3.18928625
2016,10,28,1.9711825
2016,10,29,1.74735
2016,10,30,2.1050025
2016,10,31,5.0689325
2017,10,1,4.9904775
2017,10,2,6.77611625
2017,10,3,7.97783
2017,10,4,10.7283275
2017,10,5,10.08030125
2017,10,6,5.006735
2017,10,7,6.97917875
2017,10,8,8.12891125
2017,10,9,7.676395
2017,10,10,5.777925
2017,10,11,5.66804875
2017,10,12,4.39342125
2017,10,13,4.443155
2017,10,14,4.12634
2017,10,15,3.5954
2017,10,16,4.0008125
2017,10,17,5.62240625
2017,10,18,5.91577875
2017,10,19,7.04491625
2017,10,20,5.84255875
2017,10,21,4.52589125
2017,10,22,4.53513
2017,10,23,6.27311125
2017,10,24,10.75106125
2017,10,25,10.59841875
2017,10,26,6.6826675
2017,10,27,4.03265875
2017,10,28,2.79655625
2017,10,29,2.61977625
2017,10,30,2.04286625
2017,10,31,2.4284625
2018,10,1,3.7364425
2018,10,2,7.72291625
2018,10,3,5.0827125
2018,10,4,5.36592875
2018,10,5,5.03222125
2018,10,6,3.8241875
2018,10,7,6.64923875
2018,10,8,6.7002425
2018,10,9,5.91390875
2018,10,10,5.57743375
2018,10,11,6.289245
2018,10,12,5.377125
2018,10,13,4.77057625
2018,10,14,4.17235
2018,10,15,4.651025
2018,10,16,5.1847475
2018,10,17,4.57511875
2018,10,18,4.10430625
2018,10,19,3.9249075
2018,10,20,2.4670725
2018,10,21,2.92308875
2018,10,22,3.2261375
2018,10,23,2.50007125
2018,10,24,2.69336625
2018,10,25,2.88726375
2018,10,26,3.04555375
2018,10,27,1.82688375
2018,10,28,2.14328875
2018,10,29,2.47671375
2018,10,30,2.410885
2018,10,31,2.29618375
2019,10,1,13.3232375
2019,10,2,11.3891625
2019,10,3,9.30619625
2019,10,4,8.19688875
2019,10,5,8.65770375
2019,10,6,7.04329625
2019,10,7,7.1889025
2019,10,8,7.24431
2019,10,9,7.982755
2019,10,10,8.40542125
2019,10,11,8.91333375
2019,10,12,8.31462875
2019,10,13,5.97958875
2019,10,14,6.08674625
2019,10,15,7.07748625
2019,10,16,5.351485
2019,10,17,5.4661675
2019,10,18,5.3337525
2019,10,19,3.90540875
2019,10,20,3.131325
2019,10,21,2.822945
2019,10,22,3.73922
2019,10,23,6.74255625
2019,10,24,9.1578725
2019,10,25,11.30893625
2019,10,26,5.86805375
2019,10,27,5.1404325
2019,10,28,3.89058375
2019,10,29,4.04409
2019,10,30,4.617105
2019,10,31,6.17032375
