####################################################################################################
# Month: 07Jul                                                                                     #
# Station: /n/holylfs05/LABS/bhi/Lab/doeleman_lab/freemanmd/am_output/SMT                          #
# Columns are: year    month   day     Tbase (K)                                                   #
####################################################################################################
year,month,day,Tbase
2009,07,1,281.0875
2009,07,2,279.725
2009,07,3,279.0125
2009,07,4,279.5375
2009,07,5,280.0875
2009,07,6,281.4625
2009,07,7,280.4375
2009,07,8,280.725
2009,07,9,281.3375
2009,07,10,282.325
2009,07,11,283.1
2009,07,12,282.7875
2009,07,13,284.025
2009,07,14,283.475
2009,07,15,282.7625
2009,07,16,281.475
2009,07,17,281.5
2009,07,18,280.75
2009,07,19,281.35
2009,07,20,281.15
2009,07,21,280.1375
2009,07,22,280.225
2009,07,23,279.525
2009,07,24,280.35
2009,07,25,280.475
2009,07,26,281.375
2009,07,27,282.3625
2009,07,28,282.4875
2009,07,29,281.3
2009,07,30,280.2125
2009,07,31,280.7875
2010,07,1,279.0375
2010,07,2,279.675
2010,07,3,279.45
2010,07,4,279.9125
2010,07,5,279.525
2010,07,6,279.4625
2010,07,7,279.7875
2010,07,8,279.075
2010,07,9,278.75
2010,07,10,280.0375
2010,07,11,280.1375
2010,07,12,281.075
2010,07,13,282.05
2010,07,14,280.7625
2010,07,15,279.7875
2010,07,16,279.8875
2010,07,17,279.9875
2010,07,18,281.275
2010,07,19,282.375
2010,07,20,282.025
2010,07,21,280.525
2010,07,22,279.3875
2010,07,23,278.4125
2010,07,24,278.5
2010,07,25,278.7
2010,07,26,279.0375
2010,07,27,279.2375
2010,07,28,280.1
2010,07,29,280.05
2010,07,30,279.75
2010,07,31,279.35
2011,07,1,281.8
2011,07,2,282.3625
2011,07,3,280.4875
2011,07,4,280.625
2011,07,5,280.1
2011,07,6,280.4125
2011,07,7,282.325
2011,07,8,283.05
2011,07,9,282.425
2011,07,10,281.3
2011,07,11,279.8875
2011,07,12,278.9
2011,07,13,280.275
2011,07,14,280.95
2011,07,15,280.1375
2011,07,16,281.9375
2011,07,17,283.6625
2011,07,18,281.7375
2011,07,19,281.35
2011,07,20,282.0875
2011,07,21,281.9375
2011,07,22,281.8125
2011,07,23,281.2875
2011,07,24,281.825
2011,07,25,281.2625
2011,07,26,281.0625
2011,07,27,280.5125
2011,07,28,282.25
2011,07,29,282.125
2011,07,30,281.7125
2011,07,31,282.3625
2012,07,1,284.125
2012,07,2,283.1375
2012,07,3,281.8875
2012,07,4,279.0625
2012,07,5,278.625
2012,07,6,278.1875
2012,07,7,278.575
2012,07,8,279.1125
2012,07,9,280.3125
2012,07,10,280.3
