####################################################################################################
# Month: 03Mar                                                                                     #
# Station: /n/holyscratch01/doeleman_lab/freemanmd/am_output/BRZ                                   #
# Columns are: year    month   day     segment         PWV (mm)                                    #
####################################################################################################
year,month,day,segment,PWV
2009,03,1,0,19.3575
2009,03,1,1,18.7352
2009,03,1,2,17.705099999999998
2009,03,1,3,18.5892
2009,03,1,4,18.472900000000003
2009,03,1,5,19.8022
2009,03,1,6,20.7089
2009,03,1,7,20.703599999999998
2009,03,2,0,20.493599999999997
2009,03,2,1,18.2697
2009,03,2,2,18.2134
2009,03,2,3,18.7103
2009,03,2,4,18.2803
2009,03,2,5,18.0147
2009,03,2,6,17.738
2009,03,2,7,18.108900000000002
2009,03,3,0,19.6635
2009,03,3,1,20.039900000000003
2009,03,3,2,21.447
2009,03,3,3,21.6055
2009,03,3,4,20.5113
2009,03,3,5,20.9385
2009,03,3,6,22.0556
2009,03,3,7,22.3372
2009,03,4,0,21.8767
2009,03,4,1,22.0723
2009,03,4,2,21.9355
2009,03,4,3,21.6554
2009,03,4,4,23.3364
2009,03,4,5,23.009400000000003
2009,03,4,6,21.9007
2009,03,4,7,22.647
2009,03,5,0,22.8888
2009,03,5,1,23.137900000000002
2009,03,5,2,23.331599999999998
2009,03,5,3,22.7479
2009,03,5,4,22.8143
2009,03,5,5,23.177799999999998
2009,03,5,6,24.089599999999997
2009,03,5,7,25.5236
2009,03,6,0,24.206400000000002
2009,03,6,1,23.409
2009,03,6,2,23.6238
2009,03,6,3,23.2939
2009,03,6,4,23.6696
2009,03,6,5,25.130200000000002
2009,03,6,6,25.0453
2009,03,6,7,23.755599999999998
2009,03,7,0,23.2575
2009,03,7,1,22.3002
2009,03,7,2,23.220200000000002
2009,03,7,3,23.3302
2009,03,7,4,22.793
2009,03,7,5,21.919700000000002
2009,03,7,6,20.4712
2009,03,7,7,20.1659
2009,03,8,0,19.4737
2009,03,8,1,18.069200000000002
2009,03,8,2,17.4037
2009,03,8,3,19.1338
2009,03,8,4,18.8594
2009,03,8,5,18.498
2009,03,8,6,15.6459
2009,03,8,7,13.7568
2009,03,9,0,14.3717
2009,03,9,1,16.6202
2009,03,9,2,20.3796
2009,03,9,3,21.8399
2009,03,9,4,19.8919
2009,03,9,5,16.3446
2009,03,9,6,15.1242
2009,03,9,7,14.9933
2009,03,10,0,11.8873
2009,03,10,1,6.86215
2009,03,10,2,5.42511
2009,03,10,3,4.6657399999999996
2009,03,10,4,3.90219
2009,03,10,5,3.4387800000000004
2009,03,10,6,3.8365
2009,03,10,7,2.9413899999999997
2009,03,11,0,2.94712
2009,03,11,1,2.93091
2009,03,11,2,2.59347
2009,03,11,3,2.2744
2009,03,11,4,2.20344
2009,03,11,5,2.8283899999999997
2009,03,11,6,4.24313
2009,03,11,7,4.9874
2009,03,12,0,5.04845
2009,03,12,1,5.33197
2009,03,12,2,5.73311
2009,03,12,3,6.04611
2009,03,12,4,6.24934
2009,03,12,5,8.55571
2009,03,12,6,11.386899999999999
2009,03,12,7,12.6866
2009,03,13,0,11.4384
2009,03,13,1,9.85544
2009,03,13,2,9.92257
2009,03,13,3,10.2902
2009,03,13,4,12.113299999999999
2009,03,13,5,13.7094
2009,03,13,6,12.7968
2009,03,13,7,11.5349
2009,03,14,0,12.128
2009,03,14,1,12.3248
2009,03,14,2,11.7261
2009,03,14,3,10.360299999999999
2009,03,14,4,9.57951
2009,03,14,5,11.057799999999999
2009,03,14,6,12.6221
2009,03,14,7,13.37
2009,03,15,0,14.319600000000001
2009,03,15,1,13.4534
2009,03,15,2,12.325
2009,03,15,3,11.6286
2009,03,15,4,13.0792
2009,03,15,5,12.4229
2009,03,15,6,10.6509
2009,03,15,7,10.3775
2009,03,16,0,10.383299999999998
2009,03,16,1,12.6844
2009,03,16,2,14.3975
2009,03,16,3,15.0223
2009,03,16,4,12.7772
2009,03,16,5,11.421299999999999
2009,03,16,6,11.6145
2009,03,16,7,12.6298
2009,03,17,0,14.5991
2009,03,17,1,17.4838
2009,03,17,2,21.156299999999998
2009,03,17,3,20.7355
2009,03,17,4,18.645
2009,03,17,5,17.2348
2009,03,17,6,19.0605
2009,03,17,7,20.8465
2009,03,18,0,20.9542
2009,03,18,1,22.0701
2009,03,18,2,21.3906
2009,03,18,3,20.0927
2009,03,18,4,19.1346
2009,03,18,5,18.8663
2009,03,18,6,20.9377
2009,03,18,7,22.0521
2009,03,19,0,21.5761
2009,03,19,1,21.212400000000002
2009,03,19,2,21.236900000000002
2009,03,19,3,22.5961
2009,03,19,4,22.7431
2009,03,19,5,21.4885
2009,03,19,6,21.641099999999998
2009,03,19,7,22.143099999999997
2009,03,20,0,22.5757
2009,03,20,1,22.344900000000003
2009,03,20,2,23.0285
2009,03,20,3,23.0733
2009,03,20,4,22.906599999999997
2009,03,20,5,22.732599999999998
2009,03,20,6,23.5014
2009,03,20,7,23.8846
2009,03,21,0,23.3066
2009,03,21,1,22.1621
2009,03,21,2,22.038400000000003
2009,03,21,3,20.9064
2009,03,21,4,19.6102
2009,03,21,5,19.1169
2009,03,21,6,19.596
2009,03,21,7,20.216900000000003
2009,03,22,0,19.8932
2009,03,22,1,20.6788
2009,03,22,2,22.014200000000002
2009,03,22,3,21.3583
2009,03,22,4,21.144599999999997
2009,03,22,5,21.2514
2009,03,22,6,22.3176
2009,03,22,7,22.9363
2009,03,23,0,21.933
2009,03,23,1,22.0246
2009,03,23,2,21.8818
2009,03,23,3,21.5512
2009,03,23,4,21.4247
2009,03,23,5,21.4359
2009,03,23,6,21.8401
2009,03,23,7,21.9584
2009,03,24,0,21.5323
2009,03,24,1,20.786099999999998
2009,03,24,2,20.5993
2009,03,24,3,20.7502
2009,03,24,4,20.518099999999997
2009,03,24,5,20.5018
2009,03,24,6,20.5175
2009,03,24,7,20.5092
2009,03,25,0,20.306900000000002
2009,03,25,1,19.834
2009,03,25,2,18.7818
2009,03,25,3,17.595299999999998
2009,03,25,4,18.3712
2009,03,25,5,19.3846
2009,03,25,6,20.488799999999998
2009,03,25,7,20.3521
2009,03,26,0,19.8738
2009,03,26,1,20.4507
2009,03,26,2,20.1434
2009,03,26,3,20.0141
2009,03,26,4,19.7841
2009,03,26,5,20.292
2009,03,26,6,21.158900000000003
2009,03,26,7,21.2649
2009,03,27,0,21.534299999999998
2009,03,27,1,21.284599999999998
2009,03,27,2,21.3394
2009,03,27,3,21.3143
2009,03,27,4,20.996599999999997
2009,03,27,5,20.3265
2009,03,27,6,20.6056
2009,03,27,7,21.472
2009,03,28,0,21.921799999999998
2009,03,28,1,21.598
2009,03,28,2,20.977
2009,03,28,3,20.583099999999998
2009,03,28,4,19.006400000000003
2009,03,28,5,16.9898
2009,03,28,6,16.4098
2009,03,28,7,16.7299
2009,03,29,0,14.6186
2009,03,29,1,11.0643
2009,03,29,2,10.712200000000001
2009,03,29,3,10.7768
2009,03,29,4,9.42182
2009,03,29,5,7.447010000000001
2009,03,29,6,5.96394
2009,03,29,7,5.8078
2009,03,30,0,6.57496
2009,03,30,1,7.24759
2009,03,30,2,7.70959
2009,03,30,3,7.7394300000000005
2009,03,30,4,7.51792
2009,03,30,5,6.426819999999999
2009,03,30,6,6.22085
2009,03,30,7,6.3241700000000005
2009,03,31,0,6.43467
2009,03,31,1,6.29807
2009,03,31,2,8.12264
2009,03,31,3,8.148390000000001
2009,03,31,4,8.30372
2009,03,31,5,10.358799999999999
2009,03,31,6,13.741
2009,03,31,7,15.939200000000001
2009,03,1,0,18.6743
2009,03,1,1,22.6905
2009,03,1,2,23.3543
2009,03,1,3,22.6283
2009,03,1,4,21.2841
2009,03,1,5,20.8367
2009,03,1,6,22.2242
2009,03,1,7,21.9746
2009,03,2,0,19.761400000000002
2009,03,2,1,19.0089
2009,03,2,2,18.861900000000002
2009,03,2,3,19.38
2009,03,2,4,18.8435
2009,03,2,5,18.7769
2009,03,2,6,20.1189
2009,03,2,7,21.7078
2009,03,3,0,19.3003
2009,03,3,1,16.1078
2009,03,3,2,14.1983
2009,03,3,3,11.7399
2009,03,3,4,9.73108
2009,03,3,5,8.82639
2009,03,3,6,8.837129999999998
2009,03,3,7,9.4871
2009,03,4,0,9.79451
2009,03,4,1,10.122
2009,03,4,2,8.80652
2009,03,4,3,7.0606
2009,03,4,4,5.56844
2009,03,4,5,4.92602
2009,03,4,6,4.783600000000001
2009,03,4,7,4.746779999999999
2009,03,5,0,4.63381
2009,03,5,1,4.83858
2009,03,5,2,5.119560000000001
2009,03,5,3,5.36616
2009,03,5,4,5.363090000000001
2009,03,5,5,5.769979999999999
2009,03,5,6,5.85659
2009,03,5,7,6.01263
2009,03,6,0,6.18633
2009,03,6,1,6.02323
2009,03,6,2,7.629479999999999
2009,03,6,3,9.77491
2009,03,6,4,11.964
2009,03,6,5,14.3856
2009,03,6,6,16.4433
2009,03,6,7,17.5858
2009,03,7,0,17.814799999999998
2009,03,7,1,16.609099999999998
2009,03,7,2,17.205599999999997
2009,03,7,3,15.943200000000001
2009,03,7,4,15.3376
2009,03,7,5,15.8774
2009,03,7,6,17.8247
2009,03,7,7,18.5364
2009,03,8,0,18.1113
2009,03,8,1,18.243
2009,03,8,2,16.546599999999998
2009,03,8,3,14.9207
2009,03,8,4,13.7696
2009,03,8,5,14.9642
2009,03,8,6,15.3802
2009,03,8,7,15.752799999999999
2009,03,9,0,16.0509
2009,03,9,1,16.339100000000002
2009,03,9,2,16.892799999999998
2009,03,9,3,18.103900000000003
2009,03,9,4,17.5765
2009,03,9,5,17.4235
2009,03,9,6,17.7441
2009,03,9,7,17.656200000000002
2009,03,10,0,17.2024
2009,03,10,1,16.3293
2009,03,10,2,16.6603
2009,03,10,3,16.2354
2009,03,10,4,15.9185
2009,03,10,5,15.9602
2009,03,10,6,14.7102
2009,03,10,7,13.7145
2009,03,11,0,13.1654
