####################################################################################################
# Month: 12Dec                                                                                     #
# Station: /n/holylfs05/LABS/bhi/Lab/doeleman_lab/freemanmd/am_output/PIKE                         #
# Columns are: year    month   day     Tbase (K)                                                   #
####################################################################################################
year,month,day,Tbase
2009,12,1,261.575
2009,12,2,255.6625
2009,12,3,245.1375
2009,12,4,248.7875
2009,12,5,258.9125
2009,12,6,252.425
2009,12,7,252.675
2009,12,8,256.0875
2009,12,9,249.0125
2009,12,10,254.4375
2009,12,11,257.625
2009,12,12,258.0125
2009,12,13,259.6
2009,12,14,256.1875
2009,12,15,258.3875
2009,12,16,262.925
2009,12,17,258.7375
2009,12,18,256.825
2009,12,19,258.2
2009,12,20,260.5625
2009,12,21,261.3625
2009,12,22,260.0625
2009,12,23,256.4125
2009,12,24,251.375
2009,12,25,248.875
2009,12,26,253.3875
2009,12,27,256.3
2009,12,28,256.875
2009,12,29,258.925
2009,12,30,253.725
2009,12,31,250.25
2010,12,1,259.8875
2010,12,2,261.4
2010,12,3,265.9625
2010,12,4,264.525
2010,12,5,261.25
2010,12,6,261.8375
2010,12,7,259.025
2010,12,8,264.4375
2010,12,9,264.2125
2010,12,10,261.05
2010,12,11,254.7
2010,12,12,261.1625
2010,12,13,265.125
2010,12,14,264.8
2010,12,15,266.6
2010,12,16,256.6875
2010,12,17,256.2375
2010,12,18,258.8625
2010,12,19,262.075
2010,12,20,267.2
2010,12,21,265.2
2010,12,22,262.625
2010,12,23,263.3875
2010,12,24,261.575
2010,12,25,261.5
2010,12,26,265.3625
2010,12,27,260.5875
2010,12,28,259.2125
2010,12,29,261.525
2010,12,30,258.3125
2010,12,31,247.7
2011,12,1,257.725
2011,12,2,258.6625
2011,12,3,255.1
2011,12,4,249.5375
2011,12,5,245.35
2011,12,6,249.025
2011,12,7,262.1625
2011,12,8,258.7625
2011,12,9,255.9
2011,12,10,257.9625
2011,12,11,259.3125
2011,12,12,258.8375
2011,12,13,259.175
2011,12,14,256.2125
2011,12,15,255.075
2011,12,16,258.8625
2011,12,17,265.625
2011,12,18,265.5875
2011,12,19,261.9125
2011,12,20,258.925
2011,12,21,262.475
2011,12,22,251.325
2011,12,23,253.325
2011,12,24,258.1875
2011,12,25,261.8875
2011,12,26,262.225
2011,12,27,261.6
2011,12,28,261.1375
2011,12,29,264.3
2011,12,30,263.8
2011,12,31,259.5375
2012,12,1,267.7125
2012,12,2,266.05
2012,12,3,265.75
2012,12,4,262.05
2012,12,5,266.0625
2012,12,6,263.5125
2012,12,7,260.75
2012,12,8,259.35
2012,12,9,251.3375
2012,12,10,250.5375
2012,12,11,250.0875
2012,12,12,260.2375
2012,12,13,261.1125
2012,12,14,260.9
2012,12,15,258.425
2012,12,16,253.225
2012,12,17,255.675
2012,12,18,258.4375
2012,12,19,256.75
2012,12,20,253.25
2012,12,21,261.3125
2012,12,22,263.2625
2012,12,23,261.7375
2012,12,24,258.7375
2012,12,25,255.3375
2012,12,26,260.325
2012,12,27,253.1375
2012,12,28,249.6
2012,12,29,255.35
2012,12,30,259.9
2012,12,31,255.0875
2013,12,1,259.2
2013,12,2,263.4625
2013,12,3,263.675
2013,12,4,259.575
2013,12,5,251.2125
2013,12,6,247.175
2013,12,7,250.7875
2013,12,8,249.1125
2013,12,9,246.2625
2013,12,10,255.75
2013,12,11,256.875
2013,12,12,263.4
2013,12,13,261.05
2013,12,14,256.125
2013,12,15,261.425
2013,12,16,263.7625
2013,12,17,263.6125
2013,12,18,266.05
2013,12,19,263.0125
2013,12,20,257.825
2013,12,21,255.55
2013,12,22,250.8875
2013,12,23,253.4875
2013,12,24,260.9625
2013,12,25,256.5625
2013,12,26,259.5625
2013,12,27,261.7875
2013,12,28,263.225
2013,12,29,256.325
2013,12,30,257.625
2013,12,31,260.8375
2014,12,1,258.725
2014,12,2,263.5875
2014,12,3,263.025
2014,12,4,264.6625
2014,12,5,260.5
2014,12,6,261.4625
2014,12,7,260.5375
2014,12,8,263.0375
2014,12,9,264.3
2014,12,10,263.825
2014,12,11,264.35
2014,12,12,268.0875
2014,12,13,267.05
2014,12,14,260.5
2014,12,15,257.2
2014,12,16,260.6
2014,12,17,258.5125
2014,12,18,256.0
2014,12,19,255.9
2014,12,20,258.7
2014,12,21,259.175
2014,12,22,254.925
2014,12,23,249.5875
2014,12,24,257.65
2014,12,25,261.25
2014,12,26,251.5375
2014,12,27,249.3
2014,12,28,255.575
2014,12,29,248.9
2014,12,30,248.0625
2014,12,31,253.8
2015,12,1,251.825
2015,12,2,258.375
2015,12,3,259.55
2015,12,4,264.075
2015,12,5,259.3
2015,12,6,262.6125
2015,12,7,265.275
2015,12,8,266.3375
2015,12,9,267.6125
2015,12,10,267.5375
2015,12,11,264.2625
2015,12,12,259.9375
2015,12,13,261.8
2015,12,14,262.55
2015,12,15,253.45
2015,12,16,251.175
2015,12,17,247.7625
2015,12,18,260.75
2015,12,19,264.45
2015,12,20,262.0125
2015,12,21,256.4125
2015,12,22,261.8625
2015,12,23,254.3
2015,12,24,251.3125
2015,12,25,252.6125
2015,12,26,250.8125
2015,12,27,259.1125
2015,12,28,260.2375
2015,12,29,254.175
2015,12,30,249.4125
2015,12,31,248.1
2016,12,1,257.525
2016,12,2,253.55
2016,12,3,256.4875
2016,12,4,258.1375
2016,12,5,262.225
2016,12,6,254.3375
2016,12,7,249.225
2016,12,8,251.2625
2016,12,9,260.5875
2016,12,10,263.6375
2016,12,11,263.6625
2016,12,12,258.9
2016,12,13,257.0125
2016,12,14,260.0125
2016,12,15,267.65
2016,12,16,268.9125
2016,12,17,258.2875
2016,12,18,251.35
2016,12,19,258.5875
2016,12,20,265.65
2016,12,21,266.6125
2016,12,22,263.1
2016,12,23,263.5
2016,12,24,264.6625
2016,12,25,259.5
2016,12,26,258.3125
2016,12,27,262.9125
2016,12,28,262.5
2016,12,29,260.1625
2016,12,30,263.05
2016,12,31,261.9375
2017,12,1,264.425
2017,12,2,261.95
2017,12,3,265.3625
2017,12,4,257.025
2017,12,5,253.7875
2017,12,6,253.8125
2017,12,7,247.6125
2017,12,8,258.0125
2017,12,9,259.9875
2017,12,10,262.2875
2017,12,11,263.6125
2017,12,12,266.275
2017,12,13,264.6125
2017,12,14,257.65
2017,12,15,260.525
2017,12,16,265.575
2017,12,17,260.7125
2017,12,18,262.3
2017,12,19,263.575
2017,12,20,263.6875
2017,12,21,258.95
2017,12,22,255.25
2017,12,23,259.6375
2017,12,24,256.5125
2017,12,25,260.9875
2017,12,26,261.7375
2017,12,27,261.3125
2017,12,28,261.975
2017,12,29,265.4625
2017,12,30,266.8875
2017,12,31,262.1375
2018,12,1,255.6125
2018,12,2,251.9375
2018,12,3,251.2375
2018,12,4,248.5125
2018,12,5,257.9875
2018,12,6,258.6125
2018,12,7,258.0375
2018,12,8,257.55
2018,12,9,254.8375
2018,12,10,259.75
2018,12,11,262.875
2018,12,12,262.5375
2018,12,13,254.95
2018,12,14,262.05
2018,12,15,265.6
2018,12,16,265.1625
2018,12,17,266.425
2018,12,18,261.1625
2018,12,19,260.7125
2018,12,20,259.325
2018,12,21,266.225
2018,12,22,259.0625
2018,12,23,256.6875
2018,12,24,258.4875
2018,12,25,258.475
2018,12,26,260.1875
2018,12,27,257.0875
2018,12,28,253.5625
2018,12,29,252.5
2018,12,30,260.5375
2018,12,31,254.025
2019,12,1,261.575
2019,12,2,265.975
2019,12,3,264.5625
2019,12,4,263.75
2019,12,5,262.8875
2019,12,6,263.9125
2019,12,7,266.1125
2019,12,8,264.3375
2019,12,9,258.3
2019,12,10,258.1
2019,12,11,262.85
2019,12,12,262.35
2019,12,13,258.3125
2019,12,14,258.3125
2019,12,15,255.875
2019,12,16,250.0625
2019,12,17,251.05
2019,12,18,260.1125
2019,12,19,261.75
2019,12,20,259.1375
2019,12,21,263.3
2019,12,22,267.5125
2019,12,23,267.3375
2019,12,24,264.4875
2019,12,25,259.3125
2019,12,26,254.5375
2019,12,27,257.875
2019,12,28,255.8625
2019,12,29,250.6
2019,12,30,253.1375
2019,12,31,256.6625
