####################################################################################################
# Month: 12Dec                                                                                     #
# Station: /n/holylfs05/LABS/bhi/Lab/doeleman_lab/freemanmd/am_output/VLA                          #
# Columns are: year    month   day     PWV (mm)                                                    #
####################################################################################################
year,month,day,PWV
2009,12,1,5.59576875
2009,12,2,3.21226875
2009,12,3,3.75056875
2009,12,4,1.27332287
2009,12,5,2.192765
2009,12,6,3.2451275
2009,12,7,7.0233725
2009,12,8,6.2777725
2009,12,9,3.69710875
2009,12,10,2.47578375
2009,12,11,5.17246875
2009,12,12,5.6846725
2009,12,13,5.0740675
2009,12,14,8.39764125
2009,12,15,2.97980625
2009,12,16,2.56561625
2009,12,17,4.1906475
2009,12,18,4.6031825
2009,12,19,5.36387125
2009,12,20,2.37618
2009,12,21,3.93034875
2009,12,22,6.75391875
2009,12,23,4.789515
2009,12,24,3.45875375
2009,12,25,1.7986375
2009,12,26,2.34429375
2009,12,27,3.04170625
2009,12,28,3.54819625
2009,12,29,6.88729
2009,12,30,5.89915375
2009,12,31,4.49685625
2010,12,1,4.93777625
2010,12,2,5.64107
2010,12,3,6.35561125
2010,12,4,4.71823125
2010,12,5,5.88731375
2010,12,6,8.79318875
2010,12,7,5.62002
2010,12,8,2.71937
2010,12,9,5.32042375
2010,12,10,7.24899125
2010,12,11,8.0483375
2010,12,12,6.70010625
2010,12,13,3.16505375
2010,12,14,1.95754875
2010,12,15,4.57127625
2010,12,16,9.6036575
2010,12,17,7.7857375
2010,12,18,9.6621175
2010,12,19,10.39040625
2010,12,20,7.328665
2010,12,21,8.0749475
2010,12,22,11.06686125
2010,12,23,8.4373275
2010,12,24,5.1801025
2010,12,25,5.26361125
2010,12,26,4.1747525
2010,12,27,6.01552875
2010,12,28,8.082475
2010,12,29,7.17085375
2010,12,30,6.690575
2010,12,31,2.293165
2011,12,1,3.8005325
2011,12,2,6.41655875
2011,12,3,6.02899
2011,12,4,4.616475
2011,12,5,4.4839125
2011,12,6,2.1386375
2011,12,7,2.516435
2011,12,8,1.7535125
2011,12,9,2.36881
2011,12,10,1.81087
2011,12,11,3.0305575
2011,12,12,8.9779625
2011,12,13,8.68584375
2011,12,14,5.0158325
2011,12,15,3.1803425
2011,12,16,3.32790875
2011,12,17,5.76152125
2011,12,18,7.80985625
2011,12,19,7.98599375
2011,12,20,7.51063875
2011,12,21,6.080575
2011,12,22,4.777435
2011,12,23,4.90487
2011,12,24,3.49981875
2011,12,25,2.7636875
2011,12,26,2.9875
2011,12,27,1.65463375
2011,12,28,2.5731175
2011,12,29,5.849035
2011,12,30,6.094165
2011,12,31,3.99749125
2012,12,1,3.61275375
2012,12,2,4.4418025
2012,12,3,6.93343125
2012,12,4,6.73888875
2012,12,5,7.64148
2012,12,6,5.6405075
2012,12,7,6.30151375
2012,12,8,5.29089875
2012,12,9,4.564645
2012,12,10,2.45243875
2012,12,11,2.9671375
2012,12,12,2.93026125
2012,12,13,2.93696625
2012,12,14,8.46340875
2012,12,15,5.5478475
2012,12,16,5.7771825
2012,12,17,4.671515
2012,12,18,4.17069625
2012,12,19,7.05923875
2012,12,20,1.24787375
2012,12,21,1.68969
2012,12,22,5.4638525
2012,12,23,3.7804575
2012,12,24,4.5543825
2012,12,25,4.11699875
2012,12,26,5.35478875
2012,12,27,3.4611
2012,12,28,3.694335
2012,12,29,1.76989375
2012,12,30,5.34603625
2012,12,31,5.2547775
2013,12,1,7.6054525
2013,12,2,3.670175
2013,12,3,4.19317375
2013,12,4,5.72018875
2013,12,5,7.45530125
2013,12,6,2.04273375
2013,12,7,3.1475775
2013,12,8,3.4777
2013,12,9,3.748027
2013,12,10,1.1665815
2013,12,11,5.34513875
2013,12,12,7.0394625
2013,12,13,7.29829625
2013,12,14,3.85386875
2013,12,15,3.59656
2013,12,16,3.27941125
