####################################################################################################
# Month: 05May                                                                                     #
# Station: YBG                                                                                     #
# Columns are: year    month   day     windspeed (m/s)                                             #
####################################################################################################
year,month,day,windspeed
2009,05,1,5.32829563
2009,05,2,3.93817462
2009,05,3,7.295555
2009,05,4,6.80936475
2009,05,5,4.48222375
2009,05,6,6.99499338
2009,05,7,7.699938
2009,05,8,9.12807862
2009,05,9,10.02299663
2009,05,10,9.11170875
2009,05,11,10.33847413
2009,05,12,10.3907965
2009,05,13,6.68450612
2009,05,14,7.37884962
2009,05,15,3.28843175
2009,05,16,5.24638112
2009,05,17,6.8688495
2009,05,18,8.413179
2009,05,19,4.60826962
2009,05,20,5.49710775
2009,05,21,6.02039875
2009,05,22,8.8275965
2009,05,23,9.62297975
2009,05,24,9.526784
2009,05,25,11.09960038
2009,05,26,20.35561637
2009,05,27,8.70069112
2009,05,28,9.1455215
2009,05,29,8.48347062
2009,05,30,10.98778362
2009,05,31,9.60983537
2010,05,1,4.255685
2010,05,2,5.34448575
2010,05,3,5.033611
2010,05,4,3.21303662
2010,05,5,3.3633715
2010,05,6,4.8853175
2010,05,7,6.14008425
2010,05,8,6.40487913
2010,05,9,8.093342
2010,05,10,7.01218063
2010,05,11,8.21921275
2010,05,12,6.54038362
2010,05,13,4.64776525
2010,05,14,8.22592462
2010,05,15,7.03876575
2010,05,16,5.57725825
2010,05,17,4.39412138
2010,05,18,7.045045
2010,05,19,12.7419435
2010,05,20,13.095577
2010,05,21,7.06456775
2010,05,22,3.17021125
2010,05,23,9.03140775
2010,05,24,5.87467588
2010,05,25,5.65640175
2010,05,26,6.42936213
2010,05,27,3.2440345
2010,05,28,3.88273275
2010,05,29,9.69085262
2010,05,30,12.24714825
2010,05,31,6.16280288
2011,05,1,6.80680512
2011,05,2,5.03691738
2011,05,3,7.66566462
2011,05,4,3.16011025
2011,05,5,1.19727925
2011,05,6,5.34321462
2011,05,7,9.38230712
2011,05,8,11.80698375
2011,05,9,5.399743
2011,05,10,2.3019455
2011,05,11,3.38476362
2011,05,12,8.07181013
2011,05,13,3.87382525
2011,05,14,6.98020012
2011,05,15,6.01818475
2011,05,16,4.71989788
2011,05,17,3.44831212
2011,05,18,2.70246812
2011,05,19,3.03433062
2011,05,20,5.17344812
2011,05,21,4.46002538
2011,05,22,10.14654212
2011,05,23,7.60838738
2011,05,24,4.73655712
2011,05,25,2.5800255
2011,05,26,2.48030838
2011,05,27,7.86065988
2011,05,28,4.98083538
2011,05,29,6.8444505
2011,05,30,7.35437138
2011,05,31,11.90764838
2012,05,1,10.8468145
2012,05,2,9.05182925
2012,05,3,4.96524188
2012,05,4,3.66122975
2012,05,5,6.47179012
2012,05,6,4.45057838
2012,05,7,2.60508275
2012,05,8,3.06033575
2012,05,9,4.22359688
2012,05,10,2.30817912
2012,05,11,2.62775212
2012,05,12,8.90314888
2012,05,13,7.9347225
2012,05,14,6.15702325
2012,05,15,7.70157838
2012,05,16,5.84809638
2012,05,17,4.58577512
2012,05,18,3.92677225
2012,05,19,7.6769585
2012,05,20,5.78866862
2012,05,21,6.85776225
2012,05,22,8.94652062
2012,05,23,7.92941862
2012,05,24,6.02591238
2012,05,25,4.46733988
2012,05,26,5.22839975
2012,05,27,6.59203612
2012,05,28,4.327336
2012,05,29,6.33228562
2012,05,30,7.02454175
2012,05,31,4.01914625
2013,05,1,8.14651462
2013,05,2,6.7764095
2013,05,3,9.62912263
2013,05,4,5.46426675
2013,05,5,5.96470575
2013,05,6,7.13436338
2013,05,7,4.34043075
2013,05,8,6.01450312
2013,05,9,3.5467935
2013,05,10,6.84348312
2013,05,11,3.34722838
2013,05,12,7.220481
2013,05,13,6.59317563
2013,05,14,7.64188075
2013,05,15,8.304225
2013,05,16,5.86397912
2013,05,17,3.484821
2013,05,18,4.713489
2013,05,19,5.01860062
2013,05,20,2.55633
2013,05,21,2.03488912
2013,05,22,3.20527012
2013,05,23,2.53281413
2013,05,24,6.864409
2013,05,25,3.50609938
2013,05,26,4.97662987
2013,05,27,5.94449588
2013,05,28,7.40486125
2013,05,29,8.28342375
2013,05,30,9.0518685
2013,05,31,6.41768337
2014,05,1,2.25763
2014,05,2,4.04081525
2014,05,3,3.86880212
2014,05,4,3.37580162
2014,05,5,3.52043462
2014,05,6,2.45671112
2014,05,7,6.33471888
2014,05,8,8.27585175
2014,05,9,7.253888
2014,05,10,6.20676713
2014,05,11,9.34934675
2014,05,12,10.46908575
2014,05,13,9.08934875
2014,05,14,10.02163275
2014,05,15,9.66103862
2014,05,16,8.26676988
2014,05,17,4.96869037
2014,05,18,4.0076455
2014,05,19,7.53777825
2014,05,20,10.01381637
2014,05,21,11.00768012
2014,05,22,6.32170512
2014,05,23,6.00665138
2014,05,24,7.26122862
2014,05,25,6.465587
2014,05,26,4.47531
2014,05,27,5.55484175
2014,05,28,8.07273775
2014,05,29,7.1594
2014,05,30,3.21429788
2014,05,31,3.73406262
2015,05,1,5.05282588
2015,05,2,11.38029987
2015,05,3,11.11318562
2015,05,4,8.29701275
2015,05,5,3.93226
2015,05,6,4.10280488
2015,05,7,5.287899
2015,05,8,5.01813325
2015,05,9,4.04101675
2015,05,10,4.93345062
2015,05,11,2.95422175
2015,05,12,2.8326075
2015,05,13,5.84249925
2015,05,14,6.55752038
2015,05,15,7.77767775
2015,05,16,7.55137738
2015,05,17,5.30939012
2015,05,18,3.66615263
2015,05,19,5.40247575
2015,05,20,8.71571338
2015,05,21,7.50608575
2015,05,22,5.037623
2015,05,23,7.586144
2015,05,24,7.45575762
2015,05,25,3.74402038
2015,05,26,7.26529175
2015,05,27,7.23449075
2015,05,28,5.553791
2015,05,29,4.85871475
2015,05,30,8.74062762
2015,05,31,10.89833012
2016,05,1,7.76341075
2016,05,2,4.65843112
2016,05,3,3.14009862
2016,05,4,3.74999362
2016,05,5,5.76900938
2016,05,6,5.40404712
2016,05,7,4.21234663
2016,05,8,5.65992888
2016,05,9,4.27058588
2016,05,10,4.51053962
2016,05,11,4.06620413
2016,05,12,8.139184
2016,05,13,8.8377415
2016,05,14,4.7523135
2016,05,15,6.15030087
2016,05,16,5.49341662
2016,05,17,7.8103615
2016,05,18,5.46327438
2016,05,19,7.68307988
2016,05,20,5.81685212
2016,05,21,4.52249312
2016,05,22,7.50359825
2016,05,23,2.931881
2016,05,24,9.29933725
2016,05,25,10.47806462
2016,05,26,9.15046162
2016,05,27,5.5738405
2016,05,28,7.38624312
2016,05,29,10.12653412
2016,05,30,9.21412188
2016,05,31,9.9295755
