####################################################################################################
# Month: 08Aug                                                                                     #
# Station: /n/holyscratch01/doeleman_lab/freemanmd/am_output/ATCA                                  #
# Columns are: year    month   day     segment         Pbase (mbar)                                #
####################################################################################################
year,month,day,segment,Pbase
2009,08,1,0,901.5644
2009,08,1,1,900.61201
2009,08,1,2,899.907
2009,08,1,3,898.7703
2009,08,1,4,897.82618
2009,08,1,5,897.477
2009,08,1,6,897.04713
2009,08,1,7,896.98258
2009,08,2,0,898.05623
2009,08,2,1,898.69165
2009,08,2,2,898.64717
2009,08,2,3,898.59874
2009,08,2,4,897.81706
2009,08,2,5,897.33941
2009,08,2,6,897.84355
2009,08,2,7,898.61564
2009,08,3,0,899.08136
2009,08,3,1,899.24128
2009,08,3,2,899.61089
2009,08,3,3,900.29428
2009,08,3,4,901.53911
2009,08,3,5,901.9395
2009,08,3,6,902.32263
2009,08,3,7,903.24775
2009,08,4,0,904.27482
2009,08,4,1,904.31364
2009,08,4,2,904.31101
2009,08,4,3,904.35579
2009,08,4,4,904.22826
2009,08,4,5,903.17082
2009,08,4,6,902.01573
2009,08,4,7,901.4081
2009,08,5,0,901.17434
2009,08,5,1,901.04668
2009,08,5,2,900.63673
2009,08,5,3,900.27881
2009,08,5,4,900.21982
2009,08,5,5,899.94265
2009,08,5,6,900.06888
2009,08,5,7,900.26192
2009,08,6,0,900.20122
2009,08,6,1,900.00269
2009,08,6,2,900.20003
2009,08,6,3,900.26151
2009,08,6,4,900.37519
2009,08,6,5,900.32518
2009,08,6,6,900.44397
2009,08,6,7,900.61226
2009,08,7,0,900.79056
2009,08,7,1,900.88234
2009,08,7,2,900.73
2009,08,7,3,900.4236
2009,08,7,4,900.43231
2009,08,7,5,900.29027
2009,08,7,6,900.32053
2009,08,7,7,900.11368
2009,08,8,0,899.37478
2009,08,8,1,898.4173
2009,08,8,2,897.40069
2009,08,8,3,896.84612
2009,08,8,4,895.86908
2009,08,8,5,895.02481
2009,08,8,6,895.43087
2009,08,8,7,895.40935
2009,08,9,0,894.39504
2009,08,9,1,893.72328
2009,08,9,2,894.30128
2009,08,9,3,895.09383
2009,08,9,4,895.50371
2009,08,9,5,896.18656
2009,08,9,6,898.83264
2009,08,9,7,901.08983
2009,08,10,0,901.62101
2009,08,10,1,901.45831
2009,08,10,2,901.92662
2009,08,10,3,902.13909
2009,08,10,4,902.88129
