####################################################################################################
# Month: 02Feb                                                                                     #
# Station: /n/holylfs05/LABS/bhi/Lab/doeleman_lab/freemanmd/am_output/SMT                          #
# Columns are: year    month   day     PWV (mm)                                                    #
####################################################################################################
year,month,day,PWV
2009,02,1,0.78644275
2009,02,2,1.03611875
2009,02,3,0.87954588
2009,02,4,0.70175562
2009,02,5,1.6056625
2009,02,6,1.64650938
2009,02,7,2.47325125
2009,02,8,3.0199825
2009,02,9,1.32505275
2009,02,10,1.79476
2009,02,11,1.10774725
2009,02,12,3.202885
2009,02,13,0.589728
2009,02,14,1.05015425
2009,02,15,1.72531638
2009,02,16,2.95373
2009,02,17,1.39539425
2009,02,18,0.77583725
2009,02,19,0.63753975
2009,02,20,0.67929812
2009,02,21,1.25974912
2009,02,22,4.17182125
2009,02,23,8.2388375
2009,02,24,3.79643
2009,02,25,3.4393375
2009,02,26,1.93286375
2009,02,27,4.3430375
2009,02,28,3.98952
2010,02,1,2.06597125
2010,02,2,2.87032
2010,02,3,5.437925
2010,02,4,3.11806375
2010,02,5,3.57356125
2010,02,6,2.6058025
2010,02,7,2.63176375
2010,02,8,1.38982138
2010,02,9,1.580915
2010,02,10,2.70670625
2010,02,11,2.64119625
2010,02,12,2.9728475
2010,02,13,1.01128213
2010,02,14,1.865385
2010,02,15,2.34854
2010,02,16,1.56065638
2010,02,17,0.99576838
2010,02,18,1.96224625
2010,02,19,1.4864325
2010,02,20,1.68265375
2010,02,21,1.60374125
2010,02,22,3.173115
2010,02,23,0.97931887
2010,02,24,2.36925862
2010,02,25,3.64524275
2010,02,26,1.25684875
2010,02,27,2.88026
2010,02,28,3.0801025
2011,02,1,1.642354
2011,02,2,0.4104645
2011,02,3,0.44388312
2011,02,4,1.65185312
2011,02,5,2.7550325
2011,02,6,2.34735125
2011,02,7,2.648635
2011,02,8,1.3816045
2011,02,9,0.93910912
2011,02,10,0.55575812
2011,02,11,0.51218387
2011,02,12,0.77186625
2011,02,13,2.21574875
2011,02,14,3.969895
2011,02,15,2.4448425
2011,02,16,5.043915
2011,02,17,4.2253525
2011,02,18,2.63427525
2011,02,19,5.49607875
2011,02,20,2.17176425
2011,02,21,2.55987
2011,02,22,1.87749625
2011,02,23,1.20317425
2011,02,24,1.389603
2011,02,25,1.6960375
2011,02,26,1.52161212
2011,02,27,1.92179088
2011,02,28,0.35485388
2012,02,1,1.45157625
2012,02,2,1.351428
2012,02,3,0.59168575
2012,02,4,1.2600655
2012,02,5,3.94788375
2012,02,6,3.5390175
2012,02,7,3.3906675
2012,02,8,6.274755
2012,02,9,4.74716125
2012,02,10,3.6331975
2012,02,11,1.269597
2012,02,12,3.1680725
2012,02,13,2.68620875
2012,02,14,3.08312
2012,02,15,1.309853
2012,02,16,1.90912375
2012,02,17,3.688865
2012,02,18,1.46613175
2012,02,19,1.51703175
2012,02,20,1.26276675
2012,02,21,1.04159463
2012,02,22,1.51738875
2012,02,23,2.441155
2012,02,24,2.13457375
2012,02,25,2.216555
2012,02,26,1.97692375
2012,02,27,1.9631475
2012,02,28,1.15024025
2012,02,29,0.60832787
2013,02,1,1.33998712
2013,02,2,2.11236062
2013,02,3,6.25082
2013,02,4,3.36955625
2013,02,5,1.3638785
2013,02,6,1.87548
2013,02,7,0.81575175
2013,02,8,0.82883888
2013,02,9,0.823898
2013,02,10,0.55075575
2013,02,11,1.23286287
2013,02,12,0.98153225
2013,02,13,1.1073035
2013,02,14,0.67274738
2013,02,15,0.572994
2013,02,16,0.38869312
2013,02,17,0.92470738
2013,02,18,0.50377188
2013,02,19,1.5588975
2013,02,20,2.44802625
2013,02,21,1.36909388
2013,02,22,1.70293988
2013,02,23,1.513855
2013,02,24,1.609358
2013,02,25,0.60942012
2013,02,26,0.825315
2013,02,27,0.60606413
2013,02,28,0.6809775
2014,02,1,3.5831425
2014,02,2,1.26977662
2014,02,3,2.95901
2014,02,4,1.55769012
2014,02,5,4.25050375
2014,02,6,3.26754375
2014,02,7,3.0883175
2014,02,8,3.7752725
2014,02,9,4.9636725
2014,02,10,4.88084625
2014,02,11,1.9345165
2014,02,12,3.04750875
2014,02,13,4.32559
2014,02,14,2.89676375
2014,02,15,2.25849
2014,02,16,2.28771375
2014,02,17,3.22133625
2014,02,18,2.26550625
2014,02,19,4.8987275
2014,02,20,1.31710387
2014,02,21,3.27116125
2014,02,22,2.9900575
2014,02,23,3.98423
2014,02,24,5.82207375
2014,02,25,6.6385625
2014,02,26,5.81699
2014,02,27,3.76914125
2014,02,28,3.74328125
2015,02,1,3.89816125
2015,02,2,2.3983825
2015,02,3,1.958615
2015,02,4,2.35836625
2015,02,5,1.39020625
2015,02,6,0.9416805
2015,02,7,1.22844875
2015,02,8,1.35027125
2015,02,9,0.82346062
2015,02,10,0.9106845
2015,02,11,1.37894112
2015,02,12,1.67973475
2015,02,13,1.54287875
2015,02,14,2.71182625
2015,02,15,6.58798
2015,02,16,3.15906625
2015,02,17,1.7588505
2015,02,18,2.18782625
2015,02,19,2.43191375
2015,02,20,3.0206575
2015,02,21,2.87100125
2015,02,22,4.29169125
2015,02,23,2.64014875
2015,02,24,1.59670562
2015,02,25,1.218295
2015,02,26,1.878636
2015,02,27,3.379305
2015,02,28,4.87544875
2016,02,1,2.49858625
2016,02,2,0.9491255
2016,02,3,0.7284965
2016,02,4,1.06979625
2016,02,5,1.11726388
2016,02,6,1.0110475
2016,02,7,1.49094125
2016,02,8,1.15358638
2016,02,9,1.31893125
2016,02,10,1.24316875
2016,02,11,0.90270275
2016,02,12,0.83510325
2016,02,13,1.23861712
2016,02,14,1.24281875
2016,02,15,2.13752875
2016,02,16,1.73912
2016,02,17,0.98820425
2016,02,18,2.744164
2016,02,19,6.05742
2016,02,20,4.95612375
2016,02,21,2.33046625
2016,02,22,0.95651138
2016,02,23,1.22585188
2016,02,24,0.80347112
2016,02,25,1.48530625
2016,02,26,1.91913875
2016,02,27,2.303515
2016,02,28,1.976435
2016,02,29,2.74464
2017,02,1,0.82568988
2017,02,2,0.8510155
2017,02,3,2.00389625
2017,02,4,1.23170463
2017,02,5,1.76992625
2017,02,6,3.99008875
2017,02,7,7.0451225
2017,02,8,5.3389675
2017,02,9,4.34222875
2017,02,10,2.96462
2017,02,11,3.70769875
2017,02,12,5.54888875
2017,02,13,6.1361725
2017,02,14,4.07128
2017,02,15,2.87270875
2017,02,16,0.94353875
2017,02,17,4.933882
2017,02,18,5.89388125
2017,02,19,3.71178625
2017,02,20,2.7776425
2017,02,21,3.01330875
2017,02,22,4.03082
2017,02,23,2.28929875
2017,02,24,0.61055087
2017,02,25,1.07821588
2017,02,26,3.903025
2017,02,27,1.74600175
2017,02,28,4.8009
2018,02,1,1.88031638
2018,02,2,2.56573375
2018,02,3,3.68267812
2018,02,4,1.79779025
2018,02,5,1.34227625
2018,02,6,1.57600375
2018,02,7,1.36403525
2018,02,8,1.475535
2018,02,9,1.71419875
2018,02,10,2.0591875
2018,02,11,3.83285125
2018,02,12,2.4665625
2018,02,13,2.02942875
2018,02,14,6.12934125
2018,02,15,9.332865
2018,02,16,8.18692625
2018,02,17,3.04530838
2018,02,18,3.38956125
2018,02,19,1.91535587
2018,02,20,0.59663275
2018,02,21,0.73713162
2018,02,22,1.36597888
2018,02,23,0.88121725
2018,02,24,0.36156725
2018,02,25,0.58173638
2018,02,26,0.49696512
2018,02,27,1.15950987
2018,02,28,1.4746125
2019,02,1,5.1128925
2019,02,2,5.11346875
2019,02,3,6.43926125
2019,02,4,2.18902
2019,02,5,2.4170625
2019,02,6,1.6295675
2019,02,7,0.46494088
2019,02,8,0.65625712
2019,02,9,1.683419
2019,02,10,3.67315125
2019,02,11,0.67422088
2019,02,12,0.41576862
2019,02,13,3.86040237
2019,02,14,10.94732125
2019,02,15,7.8728825
2019,02,16,2.45095875
2019,02,17,0.72754325
2019,02,18,0.96198412
2019,02,19,1.76896775
2019,02,20,0.91277125
2019,02,21,2.37492875
2019,02,22,3.16861375
2019,02,23,0.77222488
2019,02,24,0.74114025
2019,02,25,1.681005
2019,02,26,3.0913
2019,02,27,6.44458625
2019,02,28,2.1542225
