####################################################################################################
# Month: 01Jan                                                                                     #
# Station: /n/holyscratch01/doeleman_lab/freemanmd/am_output/SPT                                   #
# Columns are: year    month   day     segment         Tbase (K)                                   #
####################################################################################################
year,month,day,segment,Tbase
2009,01,1,0,253.2
2009,01,1,1,253.1
2009,01,1,2,252.5
2009,01,1,3,252.5
2009,01,1,4,253.3
2009,01,1,5,253.5
2009,01,1,6,253.2
2009,01,1,7,250.7
2009,01,2,0,249.0
2009,01,2,1,249.0
2009,01,2,2,249.3
2009,01,2,3,249.0
2009,01,2,4,249.1
2009,01,2,5,248.6
2009,01,2,6,246.2
2009,01,2,7,244.9
2009,01,3,0,247.7
2009,01,3,1,250.2
2009,01,3,2,250.1
2009,01,3,3,250.2
2009,01,3,4,250.6
2009,01,3,5,250.5
2009,01,3,6,250.4
2009,01,3,7,249.4
2009,01,4,0,249.7
2009,01,4,1,250.4
2009,01,4,2,249.0
2009,01,4,3,247.2
2009,01,4,4,247.1
2009,01,4,5,247.0
2009,01,4,6,246.7
2009,01,4,7,246.6
2009,01,5,0,247.8
2009,01,5,1,248.8
2009,01,5,2,249.3
2009,01,5,3,249.5
2009,01,5,4,249.5
2009,01,5,5,249.2
2009,01,5,6,249.4
2009,01,5,7,249.7
2009,01,6,0,250.2
2009,01,6,1,250.6
2009,01,6,2,251.0
2009,01,6,3,252.1
2009,01,6,4,253.4
2009,01,6,5,254.3
2009,01,6,6,254.2
2009,01,6,7,253.6
2009,01,7,0,253.7
2009,01,7,1,254.1
2009,01,7,2,254.3
2009,01,7,3,254.8
2009,01,7,4,254.8
2009,01,7,5,254.4
2009,01,7,6,254.2
2009,01,7,7,253.7
2009,01,8,0,253.0
2009,01,8,1,253.0
2009,01,8,2,254.2
2009,01,8,3,253.2
2009,01,8,4,252.5
2009,01,8,5,253.5
2009,01,8,6,253.5
2009,01,8,7,252.8
2009,01,9,0,251.7
2009,01,9,1,250.6
2009,01,9,2,249.7
2009,01,9,3,249.0
2009,01,9,4,249.3
2009,01,9,5,249.8
2009,01,9,6,248.4
2009,01,9,7,246.9
2009,01,10,0,245.9
2009,01,10,1,245.5
2009,01,10,2,246.0
2009,01,10,3,246.6
2009,01,10,4,246.5
2009,01,10,5,246.4
2009,01,10,6,245.7
2009,01,10,7,245.3
2009,01,11,0,245.9
2009,01,11,1,246.6
2009,01,11,2,247.1
2009,01,11,3,247.6
2009,01,11,4,246.5
2009,01,11,5,245.7
2009,01,11,6,246.6
2009,01,11,7,247.2
2009,01,12,0,247.2
2009,01,12,1,247.3
2009,01,12,2,247.9
2009,01,12,3,248.5
2009,01,12,4,249.1
2009,01,12,5,249.1
2009,01,12,6,247.7
2009,01,12,7,246.8
2009,01,13,0,247.2
2009,01,13,1,247.0
2009,01,13,2,247.5
2009,01,13,3,247.8
2009,01,13,4,246.6
2009,01,13,5,244.4
2009,01,13,6,242.3
2009,01,13,7,242.9
2009,01,14,0,245.0
2009,01,14,1,246.8
2009,01,14,2,246.0
2009,01,14,3,245.0
2009,01,14,4,244.4
2009,01,14,5,243.4
2009,01,14,6,243.7
2009,01,14,7,244.5
2009,01,15,0,245.1
2009,01,15,1,245.7
2009,01,15,2,245.7
2009,01,15,3,245.8
2009,01,15,4,245.1
2009,01,15,5,244.3
2009,01,15,6,244.1
2009,01,15,7,244.1
2009,01,16,0,244.5
2009,01,16,1,244.9
2009,01,16,2,244.8
2009,01,16,3,244.7
2009,01,16,4,245.5
2009,01,16,5,246.3
2009,01,16,6,246.0
2009,01,16,7,245.9
2009,01,17,0,246.4
2009,01,17,1,246.6
2009,01,17,2,246.2
2009,01,17,3,245.9
2009,01,17,4,245.4
2009,01,17,5,245.6
2009,01,17,6,245.9
2009,01,17,7,246.4
2009,01,18,0,247.1
2009,01,18,1,247.8
2009,01,18,2,247.6
2009,01,18,3,246.7
2009,01,18,4,245.2
2009,01,18,5,244.0
2009,01,18,6,244.1
2009,01,18,7,244.0
2009,01,19,0,243.7
2009,01,19,1,243.5
2009,01,19,2,244.6
2009,01,19,3,246.4
2009,01,19,4,247.2
2009,01,19,5,247.4
2009,01,19,6,248.2
2009,01,19,7,249.0
2009,01,20,0,249.2
2009,01,20,1,249.3
2009,01,20,2,248.4
2009,01,20,3,246.7
2009,01,20,4,247.2
2009,01,20,5,248.0
2009,01,20,6,248.2
2009,01,20,7,248.2
2009,01,21,0,248.5
2009,01,21,1,249.1
2009,01,21,2,248.3
2009,01,21,3,248.1
2009,01,21,4,248.7
2009,01,21,5,248.9
2009,01,21,6,248.9
