####################################################################################################
# Month: 03Mar                                                                                     #
# Station: /n/holyscratch01/doeleman_lab/freemanmd/am_output/SPT                                   #
# Columns are: year    month   day     segment         Pbase (mbar)                                #
####################################################################################################
year,month,day,segment,Pbase
2009,03,1,0,682.13229
2009,03,1,1,681.29347
2009,03,1,2,679.89552
2009,03,1,3,678.19068
2009,03,1,4,677.63204
2009,03,1,5,677.45829
2009,03,1,6,677.12967
2009,03,1,7,676.84121
2009,03,2,0,677.16154
2009,03,2,1,677.84825
2009,03,2,2,678.13429
2009,03,2,3,678.44467
2009,03,2,4,678.51115
2009,03,2,5,678.35205
2009,03,2,6,678.26591
2009,03,2,7,678.38287
2009,03,3,0,679.08104
2009,03,3,1,679.49059
2009,03,3,2,679.56842
2009,03,3,3,680.07514
2009,03,3,4,680.8144
2009,03,3,5,680.86538
2009,03,3,6,681.3364
2009,03,3,7,682.14746
2009,03,4,0,682.67333
2009,03,4,1,682.58789
2009,03,4,2,682.27312
2009,03,4,3,681.99533
2009,03,4,4,681.72501
2009,03,4,5,680.82628
2009,03,4,6,680.03388
2009,03,4,7,679.80527
2009,03,5,0,679.48274
2009,03,5,1,679.09797
2009,03,5,2,679.23995
2009,03,5,3,679.5481
2009,03,5,4,680.02189
2009,03,5,5,680.53595
2009,03,5,6,681.30653
2009,03,5,7,681.88733
2009,03,6,0,682.37338
2009,03,6,1,682.54614
2009,03,6,2,682.90792
2009,03,6,3,683.28311
2009,03,6,4,683.60534
2009,03,6,5,683.7352
2009,03,6,6,683.95467
2009,03,6,7,684.15037
2009,03,7,0,684.43797
2009,03,7,1,684.53958
2009,03,7,2,684.28324
2009,03,7,3,683.89907
2009,03,7,4,683.74327
2009,03,7,5,683.45953
2009,03,7,6,683.33962
2009,03,7,7,682.96863
2009,03,8,0,682.16434
2009,03,8,1,681.04393
2009,03,8,2,680.33204
2009,03,8,3,679.70694
2009,03,8,4,678.95199
2009,03,8,5,678.26321
2009,03,8,6,677.84335
2009,03,8,7,677.15668
2009,03,9,0,676.44851
2009,03,9,1,675.78348
2009,03,9,2,675.80858
2009,03,9,3,675.94866
2009,03,9,4,676.03961
2009,03,9,5,676.28825
2009,03,9,6,677.02027
2009,03,9,7,677.63223
2009,03,10,0,678.04021
2009,03,10,1,677.80068
2009,03,10,2,678.26683
2009,03,10,3,678.64229
2009,03,10,4,678.81139
2009,03,10,5,678.54821
2009,03,10,6,678.06266
2009,03,10,7,677.84948
2009,03,11,0,677.37786
2009,03,11,1,676.14546
2009,03,11,2,675.56783
2009,03,11,3,675.14023
2009,03,11,4,674.33662
2009,03,11,5,673.39988
2009,03,11,6,672.98379
2009,03,11,7,672.79008
2009,03,12,0,672.47256
2009,03,12,1,672.16252
2009,03,12,2,672.13905
2009,03,12,3,672.34522
2009,03,12,4,672.38335
2009,03,12,5,672.36559
2009,03,12,6,672.65618
2009,03,12,7,672.99952
2009,03,13,0,673.65719
2009,03,13,1,674.15541
2009,03,13,2,674.77885
2009,03,13,3,675.15031
2009,03,13,4,675.1157
2009,03,13,5,674.55073
2009,03,13,6,674.47882
2009,03,13,7,674.58135
2009,03,14,0,674.52165
2009,03,14,1,674.07321
2009,03,14,2,673.95399
2009,03,14,3,673.88824
2009,03,14,4,673.63972
2009,03,14,5,673.35942
2009,03,14,6,674.31471
2009,03,14,7,674.97935
2009,03,15,0,674.69629
2009,03,15,1,674.16667
2009,03,15,2,674.44368
2009,03,15,3,674.62801
2009,03,15,4,674.40015
2009,03,15,5,674.44827
2009,03,15,6,674.93516
2009,03,15,7,675.09195
2009,03,16,0,675.61949
2009,03,16,1,675.66809
2009,03,16,2,675.58735
2009,03,16,3,675.56019
2009,03,16,4,675.50305
2009,03,16,5,675.09062
2009,03,16,6,674.81294
2009,03,16,7,674.59317
2009,03,17,0,674.25013
2009,03,17,1,673.51559
2009,03,17,2,672.83927
2009,03,17,3,672.098
2009,03,17,4,671.45016
2009,03,17,5,670.65514
2009,03,17,6,669.76178
2009,03,17,7,668.91678
2009,03,18,0,668.13195
2009,03,18,1,667.52678
2009,03,18,2,667.43743
2009,03,18,3,667.4927
2009,03,18,4,667.71467
2009,03,18,5,667.37145
2009,03,18,6,667.33009
2009,03,18,7,667.55534
2009,03,19,0,667.85937
2009,03,19,1,668.16386
2009,03,19,2,668.36958
2009,03,19,3,669.07844
2009,03,19,4,669.76633
2009,03,19,5,670.07912
2009,03,19,6,671.23876
2009,03,19,7,672.48656
2009,03,20,0,673.23031
2009,03,20,1,673.58311
2009,03,20,2,674.50698
2009,03,20,3,675.37941
2009,03,20,4,676.3385
2009,03,20,5,676.55477
2009,03,20,6,677.0432
2009,03,20,7,677.41295
2009,03,21,0,677.5921
2009,03,21,1,677.31069
2009,03,21,2,676.41413
2009,03,21,3,675.34398
2009,03,21,4,674.27713
2009,03,21,5,673.30106
2009,03,21,6,672.4332
2009,03,21,7,671.85173
2009,03,22,0,671.31259
2009,03,22,1,670.64229
2009,03,22,2,671.10713
2009,03,22,3,672.21479
2009,03,22,4,672.83529
2009,03,22,5,673.20259
2009,03,22,6,674.39308
2009,03,22,7,675.97818
2009,03,23,0,677.16765
2009,03,23,1,677.7362
2009,03,23,2,678.27188
2009,03,23,3,678.80087
2009,03,23,4,678.58243
2009,03,23,5,678.00831
2009,03,23,6,677.69965
2009,03,23,7,677.39415
2009,03,24,0,676.27124
2009,03,24,1,674.6225
2009,03,24,2,673.68446
2009,03,24,3,673.01907
2009,03,24,4,672.20274
2009,03,24,5,671.75117
2009,03,24,6,671.65305
2009,03,24,7,671.79499
2009,03,25,0,671.41189
2009,03,25,1,671.10122
2009,03,25,2,671.29065
2009,03,25,3,671.40102
2009,03,25,4,671.59634
2009,03,25,5,672.03417
2009,03,25,6,671.91403
2009,03,25,7,671.81977
2009,03,26,0,672.04721
2009,03,26,1,672.22477
2009,03,26,2,672.49963
2009,03,26,3,672.96159
2009,03,26,4,673.46976
2009,03,26,5,673.96312
2009,03,26,6,674.57377
2009,03,26,7,675.09679
2009,03,27,0,675.14745
2009,03,27,1,674.89236
2009,03,27,2,675.05415
2009,03,27,3,675.30254
2009,03,27,4,675.35928
2009,03,27,5,674.81348
2009,03,27,6,674.43054
2009,03,27,7,674.39909
2009,03,28,0,673.67738
2009,03,28,1,672.63543
2009,03,28,2,672.15181
2009,03,28,3,671.86751
2009,03,28,4,671.6966
2009,03,28,5,671.87262
2009,03,28,6,671.76294
2009,03,28,7,672.00841
2009,03,29,0,672.62325
2009,03,29,1,672.12597
2009,03,29,2,671.39254
2009,03,29,3,670.23053
2009,03,29,4,669.00518
2009,03,29,5,668.39673
2009,03,29,6,668.70371
2009,03,29,7,669.50989
2009,03,30,0,670.72487
2009,03,30,1,672.11061
2009,03,30,2,674.15287
2009,03,30,3,676.48238
2009,03,30,4,677.48037
2009,03,30,5,677.34113
2009,03,30,6,676.87195
2009,03,30,7,676.03026
2009,03,31,0,675.43079
2009,03,31,1,675.1373
2009,03,31,2,675.3144
2009,03,31,3,675.69992
2009,03,31,4,676.20068
2009,03,31,5,676.81698
2009,03,31,6,677.13712
2009,03,31,7,677.3233
2009,03,1,0,677.56301
2009,03,1,1,677.4576
2009,03,1,2,677.47697
2009,03,1,3,677.12784
2009,03,1,4,677.17555
2009,03,1,5,677.45189
2009,03,1,6,678.36387
2009,03,1,7,679.48651
2009,03,2,0,680.8866
2009,03,2,1,682.13075
2009,03,2,2,683.11098
2009,03,2,3,684.17561
2009,03,2,4,685.05166
2009,03,2,5,685.35463
2009,03,2,6,685.32937
2009,03,2,7,684.99858
2009,03,3,0,684.66753
2009,03,3,1,683.56928
2009,03,3,2,682.86765
2009,03,3,3,682.14319
2009,03,3,4,681.09942
2009,03,3,5,680.26108
2009,03,3,6,678.93219
2009,03,3,7,678.04892
2009,03,4,0,677.8003
2009,03,4,1,677.23632
2009,03,4,2,676.75472
2009,03,4,3,676.48082
2009,03,4,4,676.4018
2009,03,4,5,675.96475
2009,03,4,6,675.73134
2009,03,4,7,675.60087
2009,03,5,0,675.3033
2009,03,5,1,674.77606
2009,03,5,2,674.39872
2009,03,5,3,673.70216
2009,03,5,4,672.78564
2009,03,5,5,672.37112
2009,03,5,6,671.6746
2009,03,5,7,670.53505
2009,03,6,0,669.36796
2009,03,6,1,668.42791
2009,03,6,2,668.44431
2009,03,6,3,668.45578
2009,03,6,4,668.93987
2009,03,6,5,669.4314
2009,03,6,6,669.92092
2009,03,6,7,670.34181
2009,03,7,0,670.56227
2009,03,7,1,670.75996
2009,03,7,2,671.03834
2009,03,7,3,671.19725
2009,03,7,4,671.53521
2009,03,7,5,671.97298
2009,03,7,6,672.42331
