####################################################################################################
# Month: 12Dec                                                                                     #
# Station: /n/holyscratch01/doeleman_lab/freemanmd/am_output/HCO                                   #
# Columns are: year    month   day     segment         Pbase (mbar)                                #
####################################################################################################
year,month,day,segment,Pbase
2009,12,1,0,919.68815
2009,12,1,1,918.75005
2009,12,1,2,918.04936
2009,12,1,3,916.88647
2009,12,1,4,915.88492
2009,12,1,5,915.60549
2009,12,1,6,915.23512
2009,12,1,7,915.30737
2009,12,2,0,916.30575
2009,12,2,1,916.93126
2009,12,2,2,916.80401
2009,12,2,3,916.6028
2009,12,2,4,915.79791
2009,12,2,5,915.34521
2009,12,2,6,915.9152
2009,12,2,7,916.75694
2009,12,3,0,917.27337
2009,12,3,1,917.46187
2009,12,3,2,917.87225
2009,12,3,3,918.62117
2009,12,3,4,919.83665
2009,12,3,5,920.15943
2009,12,3,6,920.52439
2009,12,3,7,921.50878
2009,12,4,0,922.59965
2009,12,4,1,922.64438
2009,12,4,2,922.60568
2009,12,4,3,922.63049
2009,12,4,4,922.49398
2009,12,4,5,921.38325
2009,12,4,6,920.12828
2009,12,4,7,919.50275
2009,12,5,0,919.34057
2009,12,5,1,919.31174
2009,12,5,2,918.85448
2009,12,5,3,918.44059
2009,12,5,4,918.39328
2009,12,5,5,918.15413
2009,12,5,6,918.27361
2009,12,5,7,918.38823
2009,12,6,0,918.21291
2009,12,6,1,917.9197
2009,12,6,2,918.09326
2009,12,6,3,918.11396
2009,12,6,4,918.18708
2009,12,6,5,918.11701
2009,12,6,6,918.23749
2009,12,6,7,918.42075
2009,12,7,0,918.63663
2009,12,7,1,918.76095
2009,12,7,2,918.60141
2009,12,7,3,918.24339
2009,12,7,4,918.26614
2009,12,7,5,918.1715
2009,12,7,6,918.20806
2009,12,7,7,917.9905
2009,12,8,0,917.21336
2009,12,8,1,916.17218
2009,12,8,2,915.20859
2009,12,8,3,914.71952
2009,12,8,4,913.77851
2009,12,8,5,912.97484
2009,12,8,6,913.45865
2009,12,8,7,913.46856
2009,12,9,0,912.39579
2009,12,9,1,911.77966
2009,12,9,2,912.48651
2009,12,9,3,913.39975
2009,12,9,4,913.86137
2009,12,9,5,914.57381
2009,12,9,6,917.3292
2009,12,9,7,919.66109
2009,12,10,0,920.14164
2009,12,10,1,919.92817
2009,12,10,2,920.40693
2009,12,10,3,920.65377
2009,12,10,4,921.41499
2009,12,10,5,921.69286
2009,12,10,6,921.1278
2009,12,10,7,920.80521
2009,12,11,0,920.55274
2009,12,11,1,919.35419
2009,12,11,2,918.49073
2009,12,11,3,917.81952
2009,12,11,4,917.44774
2009,12,11,5,916.72862
2009,12,11,6,915.41511
2009,12,11,7,914.6376
2009,12,12,0,913.89867
2009,12,12,1,913.19414
2009,12,12,2,912.9407
2009,12,12,3,913.0212
2009,12,12,4,913.01244
2009,12,12,5,912.90232
2009,12,12,6,913.3026
2009,12,12,7,913.75472
2009,12,13,0,914.1468
2009,12,13,1,914.4245
2009,12,13,2,914.96365
2009,12,13,3,915.31685
2009,12,13,4,915.56631
2009,12,13,5,914.96881
2009,12,13,6,914.90446
2009,12,13,7,915.16096
2009,12,14,0,914.58164
2009,12,14,1,913.38858
2009,12,14,2,914.05039
2009,12,14,3,914.7786
2009,12,14,4,914.58614
2009,12,14,5,914.41169
2009,12,14,6,915.5919
2009,12,14,7,916.34023
2009,12,15,0,916.50085
2009,12,15,1,916.654
2009,12,15,2,917.14335
2009,12,15,3,917.18111
2009,12,15,4,917.1251
2009,12,15,5,917.52491
2009,12,15,6,918.43367
2009,12,15,7,918.76233
2009,12,16,0,919.06692
2009,12,16,1,918.92181
2009,12,16,2,918.70872
2009,12,16,3,918.594
2009,12,16,4,918.67029
2009,12,16,5,918.39805
2009,12,16,6,917.88682
2009,12,16,7,917.43587
2009,12,17,0,916.49812
2009,12,17,1,915.25626
2009,12,17,2,914.50679
2009,12,17,3,913.18992
2009,12,17,4,912.6904
2009,12,17,5,912.64394
2009,12,17,6,912.29522
2009,12,17,7,911.69727
2009,12,18,0,910.42766
2009,12,18,1,909.42552
2009,12,18,2,909.54447
2009,12,18,3,909.94104
2009,12,18,4,910.7542
2009,12,18,5,910.95659
2009,12,18,6,910.74846
2009,12,18,7,910.69038
2009,12,19,0,911.26138
2009,12,19,1,911.49512
2009,12,19,2,911.04393
2009,12,19,3,911.01781
2009,12,19,4,911.10066
2009,12,19,5,911.35158
2009,12,19,6,912.36904
2009,12,19,7,913.2824
2009,12,20,0,913.95631
2009,12,20,1,914.32079
2009,12,20,2,915.5339
2009,12,20,3,916.76287
2009,12,20,4,917.67855
2009,12,20,5,917.93895
2009,12,20,6,918.16313
2009,12,20,7,918.16658
2009,12,21,0,918.35774
2009,12,21,1,918.02975
2009,12,21,2,917.20322
2009,12,21,3,915.94249
2009,12,21,4,914.37144
2009,12,21,5,912.96648
2009,12,21,6,911.38968
2009,12,21,7,910.47125
2009,12,22,0,910.20499
2009,12,22,1,909.7168
2009,12,22,2,910.20739
2009,12,22,3,911.33738
2009,12,22,4,912.07148
2009,12,22,5,913.13311
2009,12,22,6,914.73742
2009,12,22,7,916.13762
2009,12,23,0,916.59191
2009,12,23,1,917.18879
2009,12,23,2,918.01346
2009,12,23,3,918.44973
2009,12,23,4,918.18397
2009,12,23,5,917.64707
2009,12,23,6,918.03463
2009,12,23,7,918.17999
2009,12,24,0,916.96622
2009,12,24,1,915.09863
2009,12,24,2,913.76292
2009,12,24,3,912.50871
2009,12,24,4,911.50261
2009,12,24,5,911.11393
2009,12,24,6,911.29726
2009,12,24,7,911.77756
2009,12,25,0,912.32883
2009,12,25,1,912.97144
2009,12,25,2,912.86288
2009,12,25,3,912.72666
2009,12,25,4,912.73268
2009,12,25,5,913.15905
2009,12,25,6,913.11859
2009,12,25,7,913.24511
2009,12,26,0,914.04861
2009,12,26,1,914.91769
2009,12,26,2,915.34768
2009,12,26,3,915.5527
2009,12,26,4,915.18425
2009,12,26,5,915.02987
2009,12,26,6,915.72973
2009,12,26,7,916.08673
2009,12,27,0,915.15028
2009,12,27,1,914.33018
2009,12,27,2,914.7838
2009,12,27,3,915.12554
2009,12,27,4,915.14561
2009,12,27,5,914.66329
2009,12,27,6,914.89705
2009,12,27,7,915.20584
2009,12,28,0,913.89462
2009,12,28,1,912.33611
2009,12,28,2,912.40928
2009,12,28,3,911.92605
2009,12,28,4,910.06351
2009,12,28,5,909.22482
2009,12,28,6,908.83974
2009,12,28,7,909.108
2009,12,29,0,911.30808
2009,12,29,1,912.87375
2009,12,29,2,912.84835
2009,12,29,3,911.49673
2009,12,29,4,909.03551
2009,12,29,5,907.76276
2009,12,29,6,908.3819
2009,12,29,7,909.23688
2009,12,30,0,910.50132
2009,12,30,1,911.88633
2009,12,30,2,914.77563
2009,12,30,3,917.86998
2009,12,30,4,918.99018
2009,12,30,5,918.78215
2009,12,30,6,919.20578
2009,12,30,7,919.41704
2009,12,31,0,917.8098
2009,12,31,1,916.45222
2009,12,31,2,917.10318
2009,12,31,3,917.74644
2009,12,31,4,917.57787
2009,12,31,5,917.58276
2009,12,31,6,918.36971
2009,12,31,7,918.94162
2009,12,1,0,919.72426
2009,12,1,1,920.03964
2009,12,1,2,919.75113
2009,12,1,3,918.95115
2009,12,1,4,918.80469
2009,12,1,5,918.92245
2009,12,1,6,920.50677
2009,12,1,7,922.55099
2009,12,2,0,924.988
2009,12,2,1,927.00871
2009,12,2,2,928.28224
2009,12,2,3,929.68538
2009,12,2,4,930.78193
2009,12,2,5,931.3654
2009,12,2,6,931.34814
