####################################################################################################
# Month: 03Mar                                                                                     #
# Station: /n/holylfs05/LABS/bhi/Lab/doeleman_lab/freemanmd/am_output/HES                          #
# Columns are: year    month   day     PWV (mm)                                                    #
####################################################################################################
year,month,day,PWV
2009,03,1,26.9579875
2009,03,2,29.9822
2009,03,3,32.388525
2009,03,4,30.1106625
2009,03,5,25.2561625
2009,03,6,23.417725
2009,03,7,18.0827375
2009,03,8,18.3798375
2009,03,9,18.0493375
2009,03,10,18.6555375
2009,03,11,15.995375
2009,03,12,13.0168625
2009,03,13,12.4542875
2009,03,14,13.7614375
2009,03,15,16.3681
2009,03,16,15.7503125
2009,03,17,16.2727125
2009,03,18,12.745885
2009,03,19,4.21003375
2009,03,20,4.97107
2009,03,21,6.27673125
2009,03,22,9.03831125
2009,03,23,12.04129875
2009,03,24,16.744025
2009,03,25,14.179225
2009,03,26,10.02696
2009,03,27,7.62206875
2009,03,28,11.44825875
2009,03,29,11.66012125
2009,03,30,8.7535025
2009,03,31,10.94893375
2010,03,1,31.86805
2010,03,2,30.563075
2010,03,3,23.9437625
2010,03,4,20.02275
2010,03,5,16.261075
2010,03,6,16.164125
2010,03,7,14.6926
2010,03,8,14.2150875
2010,03,9,17.0466125
2010,03,10,20.9340375
2010,03,11,24.874825
2010,03,12,25.94555
2010,03,13,24.0951
2010,03,14,22.7007875
2010,03,15,23.817525
2010,03,16,25.2326625
2010,03,17,18.2919875
2010,03,18,14.72845
2010,03,19,18.9148625
2010,03,20,19.1859875
2010,03,21,17.5269
2010,03,22,19.69825
2010,03,23,24.8563
2010,03,24,17.402025
2010,03,25,22.0159
2010,03,26,25.5777875
2010,03,27,15.1778125
2010,03,28,22.5308625
2010,03,29,32.2528125
2010,03,30,28.508725
2010,03,31,27.36775
2011,03,1,18.2143875
2011,03,2,19.985075
2011,03,3,19.7635
2011,03,4,19.6771
2011,03,5,23.3979
2011,03,6,26.8038125
2011,03,7,26.9151625
2011,03,8,27.160125
2011,03,9,25.4021875
2011,03,10,23.7326375
2011,03,11,26.851875
2011,03,12,29.696375
2011,03,13,30.1822375
2011,03,14,23.501325
2011,03,15,25.3006875
2011,03,16,30.4625125
2011,03,17,32.07705
2011,03,18,29.043375
2011,03,19,23.0964125
2011,03,20,22.7037875
2011,03,21,24.35755
2011,03,22,30.111525
2011,03,23,28.342725
2011,03,24,30.685025
2011,03,25,31.7708875
2011,03,26,30.886725
2011,03,27,30.5644875
2011,03,28,31.444875
2011,03,29,30.332575
2011,03,30,21.5433
2011,03,31,15.8686375
2012,03,1,21.10295
2012,03,2,24.466675
2012,03,3,19.9633625
2012,03,4,18.1369375
2012,03,5,15.6795
2012,03,6,13.6751625
2012,03,7,15.8080875
2012,03,8,14.54855
2012,03,9,19.7431625
2012,03,10,23.2317
2012,03,11,21.78695
2012,03,12,21.0273125
2012,03,13,22.63825
2012,03,14,19.9487375
2012,03,15,18.7533
2012,03,16,13.950675
2012,03,17,12.6251375
2012,03,18,12.8786475
2012,03,19,15.3434875
2012,03,20,13.369375
2012,03,21,18.11885
2012,03,22,21.7092375
2012,03,23,21.4738375
2012,03,24,19.053825
2012,03,25,20.4832125
2012,03,26,27.35105
2012,03,27,24.004525
2012,03,28,5.88246875
2012,03,29,5.64128125
2012,03,30,5.86754125
2012,03,31,6.832205
2013,03,1,6.05822375
2013,03,2,9.83295125
2013,03,3,13.927975
2013,03,4,20.3257875
2013,03,5,20.9000875
2013,03,6,20.539975
2013,03,7,9.65457
2013,03,8,6.7091875
2013,03,9,10.4769275
2013,03,10,16.486025
2013,03,11,16.911725
2013,03,12,18.7468625
2013,03,13,17.5527
2013,03,14,13.6672
2013,03,15,12.33555
2013,03,16,11.09182875
2013,03,17,11.342975
2013,03,18,11.4379375
2013,03,19,5.66802625
2013,03,20,4.36069625
2013,03,21,15.4769875
2013,03,22,13.5885375
2013,03,23,16.5301375
2013,03,24,20.2683625
2013,03,25,18.0261625
2013,03,26,19.08
2013,03,27,22.154525
2013,03,28,21.1350375
2013,03,29,26.4999875
2013,03,30,25.2131
2013,03,31,19.12027625
2014,03,1,18.3740125
2014,03,2,17.7214875
2014,03,3,17.8739125
2014,03,4,11.267625
2014,03,5,13.743975
2014,03,6,14.7975375
2014,03,7,14.851275
2014,03,8,16.305625
2014,03,9,18.085925
2014,03,10,19.0148375
2014,03,11,16.7359875
2014,03,12,11.4372
2014,03,13,12.4845125
2014,03,14,25.4678375
2014,03,15,31.222075
2014,03,16,31.100675
2014,03,17,30.8833125
2014,03,18,28.294425
2014,03,19,15.6287125
2014,03,20,7.0015525
2014,03,21,14.8507
2014,03,22,14.792475
2014,03,23,23.5772625
2014,03,24,30.2505625
2014,03,25,17.87289375
2014,03,26,9.01880625
2015,03,1,15.52805
2015,03,2,15.4550375
2015,03,3,20.085325
2015,03,4,21.6006625
2015,03,5,23.9905875
2015,03,6,26.28365
2015,03,7,28.6433625
2015,03,8,23.9116
2015,03,9,24.241575
2015,03,10,18.36845
2015,03,11,17.199525
2015,03,12,17.313925
2015,03,13,15.6843875
2015,03,14,20.7439
2015,03,15,21.5264875
2015,03,16,20.42925
2015,03,17,23.0884125
2015,03,18,17.870075
2015,03,19,16.6920625
2015,03,20,25.309625
2015,03,21,29.5681875
2015,03,22,25.6234875
2015,03,23,24.6523625
2015,03,24,14.8162625
2015,03,25,15.7170875
2015,03,26,13.5127
2015,03,27,22.45825
2015,03,28,22.0113
2015,03,29,19.592525
2015,03,30,15.9006125
2015,03,31,17.5485
2016,03,1,13.8184375
2016,03,2,17.9608375
2016,03,3,21.8106875
2016,03,4,20.892425
2016,03,5,21.9375125
2016,03,6,26.7043125
2016,03,7,18.4172625
2016,03,8,8.56136375
2016,03,9,9.57545125
2016,03,10,8.4551925
2016,03,11,11.63309625
2016,03,12,18.5494375
2016,03,13,21.5127
2016,03,14,20.848625
2016,03,15,25.0503125
2016,03,16,30.065075
2016,03,17,16.3527
2016,03,18,15.129125
2016,03,19,13.93995
2016,03,20,9.22928375
2016,03,21,3.6494375
2016,03,22,5.150885
2016,03,23,9.27115375
2016,03,24,15.7263625
2016,03,25,12.50138125
2016,03,26,3.82915
2016,03,27,3.51126875
2016,03,28,6.0298525
2016,03,29,8.116475
2016,03,30,8.30270875
2016,03,31,9.97042
2017,03,1,28.07
2017,03,2,31.4924875
2017,03,3,33.030675
2017,03,4,30.1517875
2017,03,5,20.185825
2017,03,6,26.482325
2017,03,7,22.8679375
2017,03,8,22.0758875
2017,03,9,18.7310875
2017,03,10,12.705925
2017,03,11,10.72840125
2017,03,12,8.81423375
2017,03,13,16.379575
2017,03,14,24.1387875
2017,03,15,15.58265
2017,03,16,17.4398625
2017,03,17,19.4937375
2017,03,18,18.666625
2017,03,19,14.0885775
2017,03,20,15.455925
2017,03,21,17.8901875
2017,03,22,18.82985
2017,03,23,19.8704
2017,03,24,15.72175
2017,03,25,17.0338625
2017,03,26,16.783925
2017,03,27,13.0888875
2017,03,28,14.73685
2017,03,29,15.2423375
2017,03,30,10.26064625
2017,03,31,6.96411875
2018,03,1,16.1283875
2018,03,2,19.78825
2018,03,3,17.4759625
2018,03,4,16.93845
2018,03,5,16.43955
2018,03,6,26.900725
2018,03,7,28.56035
2018,03,8,18.9813
2018,03,9,11.12827375
2018,03,10,14.987825
2018,03,11,11.59994
2018,03,12,11.80779375
2018,03,13,18.6521625
2018,03,14,21.71875
2018,03,15,18.3639
2018,03,16,16.045775
2018,03,17,19.1909625
2018,03,18,25.9141125
2018,03,19,23.4530125
2018,03,20,27.565175
2018,03,21,28.4802375
2018,03,22,20.1660625
2018,03,23,19.829875
2018,03,24,17.51995
2018,03,25,11.67335875
2018,03,26,18.1892375
2018,03,27,24.9568375
2018,03,28,28.0746
2018,03,29,25.5827875
2018,03,30,15.8153125
2018,03,31,17.3574
2019,03,1,13.9929375
2019,03,2,13.3155
2019,03,3,12.9179
2019,03,4,13.8561
2019,03,5,17.5522
2019,03,6,22.75965
2019,03,7,17.5232625
2019,03,8,14.85708375
2019,03,9,9.945995
2019,03,10,7.0364175
2019,03,11,4.16298
2019,03,12,5.4478275
2019,03,13,14.8332675
2019,03,14,22.995975
2019,03,15,23.1028375
2019,03,16,19.80925
2019,03,17,22.285125
2019,03,18,19.8968375
2019,03,19,18.31955
2019,03,20,15.8116625
2019,03,21,11.55275
2019,03,22,13.0423925
2019,03,23,16.4313625
2019,03,24,19.4701
2019,03,25,20.82515
2019,03,26,20.151875
2019,03,27,23.5703875
2019,03,28,22.7500875
2019,03,29,23.8877125
2019,03,30,25.0974625
2019,03,31,24.2241625
