####################################################################################################
# Month: 03Mar                                                                                     #
# Station: /n/holyscratch01/doeleman_lab/freemanmd/am_output/NZ                                    #
# Columns are: year    month   day     segment         Tbase (K)                                   #
####################################################################################################
year,month,day,segment,Tbase
2009,03,1,0,271.8
2009,03,1,1,272.9
2009,03,1,2,274.7
2009,03,1,3,276.3
2009,03,1,4,277.1
2009,03,1,5,276.2
2009,03,1,6,276.3
2009,03,1,7,277.3
2009,03,2,0,278.4
2009,03,2,1,278.2
2009,03,2,2,278.5
2009,03,2,3,277.5
2009,03,2,4,274.3
2009,03,2,5,271.2
2009,03,2,6,270.2
2009,03,2,7,270.4
2009,03,3,0,269.3
2009,03,3,1,269.7
2009,03,3,2,268.8
2009,03,3,3,269.0
2009,03,3,4,269.5
2009,03,3,5,271.0
2009,03,3,6,272.5
2009,03,3,7,272.9
2009,03,4,0,272.0
2009,03,4,1,272.6
2009,03,4,2,272.7
2009,03,4,3,273.8
2009,03,4,4,274.9
2009,03,4,5,275.1
2009,03,4,6,275.4
2009,03,4,7,275.6
2009,03,5,0,275.8
2009,03,5,1,276.7
2009,03,5,2,276.6
2009,03,5,3,277.0
2009,03,5,4,278.3
2009,03,5,5,279.1
2009,03,5,6,280.8
2009,03,5,7,281.1
2009,03,6,0,278.8
2009,03,6,1,277.6
2009,03,6,2,278.7
2009,03,6,3,280.1
2009,03,6,4,280.9
2009,03,6,5,280.2
2009,03,6,6,282.0
2009,03,6,7,282.3
2009,03,7,0,281.2
2009,03,7,1,280.8
2009,03,7,2,280.7
2009,03,7,3,281.3
2009,03,7,4,281.6
2009,03,7,5,281.7
2009,03,7,6,282.3
2009,03,7,7,283.1
2009,03,8,0,283.4
2009,03,8,1,282.7
2009,03,8,2,281.9
2009,03,8,3,280.8
2009,03,8,4,281.0
2009,03,8,5,281.2
2009,03,8,6,281.9
2009,03,8,7,280.9
2009,03,9,0,279.1
2009,03,9,1,277.7
2009,03,9,2,277.6
2009,03,9,3,277.6
2009,03,9,4,275.9
2009,03,9,5,272.6
2009,03,9,6,271.3
2009,03,9,7,272.7
2009,03,10,0,271.6
2009,03,10,1,272.5
2009,03,10,2,273.5
2009,03,10,3,275.1
2009,03,10,4,275.0
2009,03,10,5,274.4
2009,03,10,6,273.8
2009,03,10,7,274.1
2009,03,11,0,273.9
2009,03,11,1,274.9
2009,03,11,2,275.2
2009,03,11,3,275.6
2009,03,11,4,275.5
2009,03,11,5,275.2
2009,03,11,6,275.0
2009,03,11,7,275.2
2009,03,12,0,274.6
2009,03,12,1,275.4
2009,03,12,2,275.6
2009,03,12,3,275.4
2009,03,12,4,275.6
2009,03,12,5,275.7
2009,03,12,6,275.3
2009,03,12,7,274.8
2009,03,13,0,274.7
2009,03,13,1,274.7
2009,03,13,2,275.6
2009,03,13,3,276.9
2009,03,13,4,277.0
2009,03,13,5,276.8
2009,03,13,6,278.1
2009,03,13,7,278.7
2009,03,14,0,278.0
2009,03,14,1,278.3
2009,03,14,2,278.6
2009,03,14,3,279.3
2009,03,14,4,280.4
2009,03,14,5,281.6
2009,03,14,6,282.1
2009,03,14,7,283.0
2009,03,15,0,282.5
2009,03,15,1,282.6
2009,03,15,2,282.3
2009,03,15,3,282.9
2009,03,15,4,284.1
2009,03,15,5,283.9
2009,03,15,6,283.7
2009,03,15,7,283.1
2009,03,16,0,283.6
2009,03,16,1,282.7
2009,03,16,2,283.8
2009,03,16,3,282.8
2009,03,16,4,282.9
2009,03,16,5,279.4
2009,03,16,6,279.6
2009,03,16,7,277.5
2009,03,17,0,276.1
2009,03,17,1,275.0
2009,03,17,2,272.9
2009,03,17,3,271.9
2009,03,17,4,270.9
2009,03,17,5,269.9
2009,03,17,6,270.3
2009,03,17,7,270.8
2009,03,18,0,270.8
2009,03,18,1,271.5
2009,03,18,2,271.5
2009,03,18,3,271.2
2009,03,18,4,270.8
2009,03,18,5,269.8
2009,03,18,6,270.6
2009,03,18,7,270.8
2009,03,19,0,270.6
2009,03,19,1,272.0
2009,03,19,2,272.2
2009,03,19,3,271.9
2009,03,19,4,271.5
2009,03,19,5,271.5
2009,03,19,6,270.7
2009,03,19,7,270.9
2009,03,20,0,270.2
2009,03,20,1,271.4
2009,03,20,2,272.2
2009,03,20,3,272.5
2009,03,20,4,273.7
2009,03,20,5,274.9
2009,03,20,6,275.7
2009,03,20,7,276.1
2009,03,21,0,277.5
2009,03,21,1,280.7
2009,03,21,2,280.8
2009,03,21,3,280.7
2009,03,21,4,280.3
2009,03,21,5,279.3
2009,03,21,6,279.2
2009,03,21,7,279.1
2009,03,22,0,280.1
2009,03,22,1,280.4
2009,03,22,2,280.2
2009,03,22,3,281.4
2009,03,22,4,282.2
2009,03,22,5,283.1
2009,03,22,6,283.5
2009,03,22,7,283.9
2009,03,23,0,283.5
2009,03,23,1,284.0
2009,03,23,2,283.5
2009,03,23,3,283.3
2009,03,23,4,282.8
