####################################################################################################
# Month: 08Aug                                                                                     #
# Station: /n/holyscratch01/doeleman_lab/freemanmd/am_output/BAR                                   #
# Columns are: year    month   day     segment         PWV (mm)                                    #
####################################################################################################
year,month,day,segment,PWV
2009,08,1,0,0.584438
2009,08,1,1,1.5996
2009,08,1,2,2.93305
2009,08,1,3,2.93866
2009,08,1,4,3.3001
2009,08,1,5,3.4776100000000003
2009,08,1,6,3.1617800000000003
2009,08,1,7,3.65156
2009,08,2,0,3.8295
2009,08,2,1,3.36619
2009,08,2,2,3.1163499999999997
2009,08,2,3,3.1992399999999996
2009,08,2,4,3.5935300000000003
2009,08,2,5,2.37502
2009,08,2,6,0.789002
2009,08,2,7,1.18603
2009,08,3,0,2.4362399999999997
2009,08,3,1,1.08283
2009,08,3,2,0.17168799999999998
2009,08,3,3,0.194916
2009,08,3,4,0.18738
2009,08,3,5,0.15155600000000002
2009,08,3,6,0.205867
2009,08,3,7,0.29441
2009,08,4,0,0.373373
2009,08,4,1,0.396471
2009,08,4,2,0.46667899999999995
2009,08,4,3,0.578134
2009,08,4,4,0.609553
2009,08,4,5,0.584742
2009,08,4,6,0.5357580000000001
2009,08,4,7,0.5131950000000001
2009,08,5,0,0.5285030000000001
2009,08,5,1,0.646852
2009,08,5,2,1.25497
2009,08,5,3,3.27882
2009,08,5,4,5.09567
2009,08,5,5,4.80873
2009,08,5,6,5.17358
2009,08,5,7,4.45158
2009,08,6,0,3.67111
2009,08,6,1,2.3038000000000003
2009,08,6,2,3.09212
2009,08,6,3,4.17845
2009,08,6,4,4.07168
2009,08,6,5,2.5778000000000003
2009,08,6,6,1.8326600000000002
2009,08,6,7,1.97958
2009,08,7,0,3.7638000000000003
2009,08,7,1,4.06258
2009,08,7,2,2.9362600000000003
2009,08,7,3,1.7183199999999998
2009,08,7,4,2.16817
2009,08,7,5,2.32098
2009,08,7,6,1.60296
2009,08,7,7,2.0727399999999996
2009,08,8,0,2.04141
2009,08,8,1,1.923
2009,08,8,2,2.22396
2009,08,8,3,2.43706
2009,08,8,4,2.5838
2009,08,8,5,2.84318
2009,08,8,6,2.55908
2009,08,8,7,2.23232
2009,08,9,0,1.8054000000000001
2009,08,9,1,0.273128
2009,08,9,2,0.227381
2009,08,9,3,0.23761600000000002
2009,08,9,4,0.287682
2009,08,9,5,0.333471
2009,08,9,6,0.43538299999999996
2009,08,9,7,0.68798
2009,08,10,0,0.5455610000000001
2009,08,10,1,0.451202
2009,08,10,2,0.909505
2009,08,10,3,1.39074
2009,08,10,4,1.57985
2009,08,10,5,1.40221
2009,08,10,6,2.00581
2009,08,10,7,2.26658
2009,08,11,0,2.18675
2009,08,11,1,2.52679
2009,08,11,2,2.90403
2009,08,11,3,2.94178
2009,08,11,4,2.51317
2009,08,11,5,2.26683
2009,08,11,6,2.30165
2009,08,11,7,1.24551
2009,08,12,0,1.3151400000000002
2009,08,12,1,1.5956400000000002
2009,08,12,2,1.9508599999999998
2009,08,12,3,1.7129100000000002
2009,08,12,4,1.1718
2009,08,12,5,1.6047
2009,08,12,6,1.70614
2009,08,12,7,1.70712
2009,08,13,0,1.69557
2009,08,13,1,1.51594
2009,08,13,2,0.748034
2009,08,13,3,0.411985
2009,08,13,4,0.25141399999999997
2009,08,13,5,0.345683
2009,08,13,6,0.5595650000000001
2009,08,13,7,0.74999
