####################################################################################################
# Month: 07Jul                                                                                     #
# Station: /n/holylfs05/LABS/bhi/Lab/doeleman_lab/freemanmd/am_output/HCO                          #
# Columns are: year    month   day     PWV (mm)                                                    #
####################################################################################################
year,month,day,PWV
2009,07,1,35.38055
2009,07,2,40.7115625
2009,07,3,38.9870125
2009,07,4,32.7742625
2009,07,5,23.65785
2009,07,6,23.81385
2009,07,7,29.7231625
2009,07,8,30.5467375
2009,07,9,27.0369375
2009,07,10,17.8869
2009,07,11,20.6652125
2009,07,12,29.6658625
2009,07,13,22.3051
2009,07,14,19.954875
2009,07,15,21.6690625
2009,07,16,32.27955
2009,07,17,35.88985
2009,07,18,43.15365
2009,07,19,24.11585
2009,07,20,29.7655125
2009,07,21,39.2994375
2009,07,22,40.3055875
2009,07,23,34.2109125
2009,07,24,39.610325
2009,07,25,35.0186875
2009,07,26,40.371575
2009,07,27,46.103
2009,07,28,35.642025
2009,07,29,43.43315
2009,07,30,53.1326875
2009,07,31,45.3636
2010,07,1,18.8011625
2010,07,2,20.2391875
2010,07,3,25.3826
2010,07,4,29.4374375
2010,07,5,32.3527375
2010,07,6,43.1289625
2010,07,7,46.9101875
2010,07,8,40.7192
2010,07,9,47.5898375
2010,07,10,51.8315875
2010,07,11,46.677425
2010,07,12,34.837525
2010,07,13,37.544875
2010,07,14,57.3489
2010,07,15,38.45145
2010,07,16,38.192075
2010,07,17,36.1819375
2010,07,18,36.0591125
2010,07,19,37.3901
2010,07,20,41.7773
2010,07,21,38.1329875
2010,07,22,33.6719875
2010,07,23,34.633525
2010,07,24,54.4474875
2010,07,25,52.1271875
2010,07,26,26.1124875
2010,07,27,22.2226375
2010,07,28,26.9764125
2010,07,29,40.977475
2010,07,30,20.6535
2010,07,31,20.6486875
2011,07,1,26.55265
2011,07,2,31.158275
2011,07,3,38.6845625
2011,07,4,39.15805
2011,07,5,32.5972375
2011,07,6,34.2574375
2011,07,7,35.64115
2011,07,8,43.14165
2011,07,9,41.7684
2011,07,10,25.5737375
2011,07,11,35.8827
2011,07,12,50.9861875
2011,07,13,40.5488875
2011,07,14,29.5111625
2011,07,15,23.0176875
2011,07,16,25.3436625
2011,07,17,30.26765
2011,07,18,42.67235
2011,07,19,39.45745
2011,07,20,30.197375
2011,07,21,47.4313375
2011,07,22,50.3939125
2011,07,23,38.2707125
2011,07,24,44.189525
2011,07,25,31.8946125
2011,07,26,35.2408125
2011,07,27,32.0495
2011,07,28,33.75335
2011,07,29,43.7179125
2011,07,30,45.4420875
2011,07,31,26.4963375
2012,07,1,30.6030875
2012,07,2,33.63
2012,07,3,26.8112375
2012,07,4,37.7012375
2012,07,5,36.747125
2012,07,6,33.535825
2012,07,7,45.0000875
2012,07,8,33.9213375
2012,07,9,22.0729625
2012,07,10,19.16435
2012,07,11,22.3836375
2012,07,12,21.272925
2012,07,13,27.8082
2012,07,14,37.8111875
2012,07,15,35.1754
2012,07,16,46.84305
2012,07,17,44.5572
2012,07,18,48.6455625
2012,07,19,37.8660625
2012,07,20,28.31
2012,07,21,20.4072875
2012,07,22,24.496525
2012,07,23,38.8595125
2012,07,24,46.11305
2012,07,25,26.990125
2012,07,26,37.562625
2012,07,27,58.216225
2012,07,28,44.8225375
2012,07,29,40.813825
2012,07,30,32.346275
2012,07,31,27.9373625
2013,07,1,55.7401
2013,07,2,55.0892875
2013,07,3,51.9750125
2013,07,4,49.6885625
2013,07,5,47.0273875
2013,07,6,51.297025
2013,07,7,48.5693875
2013,07,8,50.0146
2013,07,9,47.0632125
2013,07,10,50.8445375
2013,07,11,49.5968125
2013,07,12,32.3533125
2013,07,13,42.6209875
2013,07,14,50.5872375
2013,07,15,46.235125
2013,07,16,41.87565
2013,07,17,45.9671375
2013,07,18,49.0307
2013,07,19,49.498275
2013,07,20,50.41205
2013,07,21,37.602
2013,07,22,41.2503625
2013,07,23,56.57575
2013,07,24,41.7750375
2013,07,25,32.691525
2013,07,26,46.0493375
2013,07,27,34.098825
2013,07,28,39.883225
2013,07,29,39.0209375
2013,07,30,27.3441625
2013,07,31,27.66675
2014,07,1,42.1536125
2014,07,2,51.6202375
2014,07,3,54.2712375
2014,07,4,48.388925
2014,07,5,27.5855875
2014,07,6,24.456675
2014,07,7,34.7167125
2014,07,8,43.7438125
2014,07,9,35.61145
2014,07,10,29.0538875
2014,07,11,24.9234625
2014,07,12,24.4795375
2014,07,13,31.6478875
2014,07,14,49.0790875
2014,07,15,55.2974125
2014,07,16,52.4978875
2014,07,17,27.909275
2014,07,18,24.3043375
2014,07,19,25.769625
2014,07,20,30.3530375
2014,07,21,27.4764625
2014,07,22,34.5939125
2014,07,23,44.45785
2014,07,24,44.3570875
2014,07,25,24.4330125
2014,07,26,28.964275
2014,07,27,39.5382
2014,07,28,47.705125
2014,07,29,31.1597625
2014,07,30,23.3102375
2014,07,31,24.919425
2015,07,1,37.3298125
2015,07,2,29.4475375
2015,07,3,21.5297
2015,07,4,27.77975
2015,07,5,29.265975
2015,07,6,26.903
2015,07,7,37.510075
2015,07,8,43.0967875
2015,07,9,32.5293625
2015,07,10,39.733725
2015,07,11,24.7457875
2015,07,12,31.272675
2015,07,13,38.7251
2015,07,14,34.7563875
2015,07,15,47.6003375
2015,07,16,23.59385
2015,07,17,23.6943375
2015,07,18,38.232
2015,07,19,46.555275
2015,07,20,46.1601375
2015,07,21,34.1697875
2015,07,22,26.5447875
2015,07,23,25.0055875
2015,07,24,26.8367375
2015,07,25,30.5899875
2015,07,26,36.76835
2015,07,27,37.9169875
2015,07,28,40.7737875
2015,07,29,35.0361125
2015,07,30,41.8917125
2015,07,31,33.694375
2016,07,1,27.664725
2016,07,2,28.8759
2016,07,3,19.3967375
2016,07,4,17.9222625
2016,07,5,35.2612
2016,07,6,29.7420875
2016,07,7,38.932675
2016,07,8,41.9941625
2016,07,9,35.8317
2016,07,10,35.6202125
2016,07,11,29.6184
2016,07,12,27.2123125
2016,07,13,35.4281125
2016,07,14,41.9697625
2016,07,15,46.6566375
2016,07,16,32.804225
2016,07,17,39.3479375
2016,07,18,35.35375
2016,07,19,30.7480125
2016,07,20,20.8009625
2016,07,21,24.2434875
2016,07,22,29.4689125
2016,07,23,36.60385
2016,07,24,31.9028375
2016,07,25,36.9534
2016,07,26,35.96575
2016,07,27,30.353525
2016,07,28,32.6595875
2016,07,29,44.928125
2016,07,30,39.4392625
2016,07,31,47.6521875
2017,07,1,48.496575
2017,07,2,43.763725
2017,07,3,33.648025
2017,07,4,25.3047625
2017,07,5,21.1102875
2017,07,6,22.1383
2017,07,7,34.898825
2017,07,8,40.6362
2017,07,9,27.585375
2017,07,10,26.874125
2017,07,11,40.9030875
2017,07,12,42.4254625
2017,07,13,49.9566125
2017,07,14,38.430025
2017,07,15,37.85075
2017,07,16,35.18205
2017,07,17,38.523825
2017,07,18,37.584025
2017,07,19,42.127225
2017,07,20,40.6190625
2017,07,21,32.594625
2017,07,22,36.5262
2017,07,23,39.9409375
2017,07,24,31.47885
2017,07,25,28.5389875
2017,07,26,25.7315125
2017,07,27,32.198725
2017,07,28,34.69595
2017,07,29,26.4220125
2017,07,30,18.0864375
2017,07,31,22.71315
2018,07,1,45.090475
2018,07,2,43.882325
2018,07,3,47.4466
2018,07,4,38.9835375
2018,07,5,38.2679
