####################################################################################################
# Month: 08Aug                                                                                     #
# Station: /n/holyscratch01/doeleman_lab/freemanmd/am_output/BRZ                                   #
# Columns are: year    month   day     segment         Tbase (K)                                   #
####################################################################################################
year,month,day,segment,Tbase
2009,08,1,0,282.7
2009,08,1,1,282.6
2009,08,1,2,282.4
2009,08,1,3,282.6
2009,08,1,4,282.6
2009,08,1,5,282.1
2009,08,1,6,281.8
2009,08,1,7,282.3
2009,08,2,0,282.2
2009,08,2,1,283.1
2009,08,2,2,282.7
2009,08,2,3,281.9
2009,08,2,4,281.8
2009,08,2,5,282.4
2009,08,2,6,281.8
2009,08,2,7,281.5
2009,08,3,0,281.9
2009,08,3,1,281.8
2009,08,3,2,280.6
2009,08,3,3,281.0
2009,08,3,4,281.6
2009,08,3,5,282.4
2009,08,3,6,282.5
2009,08,3,7,282.4
2009,08,4,0,282.3
2009,08,4,1,281.5
2009,08,4,2,281.6
2009,08,4,3,282.3
2009,08,4,4,282.7
2009,08,4,5,283.4
2009,08,4,6,283.2
2009,08,4,7,282.3
2009,08,5,0,282.1
2009,08,5,1,281.4
2009,08,5,2,281.6
2009,08,5,3,281.0
2009,08,5,4,281.2
2009,08,5,5,282.1
2009,08,5,6,282.4
2009,08,5,7,283.2
2009,08,6,0,282.5
2009,08,6,1,281.8
2009,08,6,2,282.3
2009,08,6,3,282.0
2009,08,6,4,282.4
2009,08,6,5,282.9
2009,08,6,6,283.4
2009,08,6,7,283.1
2009,08,7,0,282.8
2009,08,7,1,282.3
2009,08,7,2,282.4
2009,08,7,3,281.7
2009,08,7,4,281.5
2009,08,7,5,281.7
2009,08,7,6,282.1
2009,08,7,7,281.9
2009,08,8,0,281.7
2009,08,8,1,282.0
2009,08,8,2,281.9
2009,08,8,3,281.4
2009,08,8,4,281.5
2009,08,8,5,282.3
2009,08,8,6,282.4
2009,08,8,7,282.4
2009,08,9,0,282.6
2009,08,9,1,282.5
2009,08,9,2,282.7
2009,08,9,3,282.0
2009,08,9,4,281.4
2009,08,9,5,281.8
2009,08,9,6,282.3
2009,08,9,7,282.2
2009,08,10,0,282.6
2009,08,10,1,282.8
2009,08,10,2,282.7
2009,08,10,3,283.0
2009,08,10,4,283.6
2009,08,10,5,283.7
2009,08,10,6,285.5
2009,08,10,7,283.9
2009,08,11,0,284.0
2009,08,11,1,286.1
2009,08,11,2,283.3
2009,08,11,3,283.2
2009,08,11,4,284.7
2009,08,11,5,284.5
2009,08,11,6,283.4
2009,08,11,7,282.5
2009,08,12,0,282.5
2009,08,12,1,282.0
2009,08,12,2,282.1
2009,08,12,3,282.3
2009,08,12,4,282.3
2009,08,12,5,281.7
2009,08,12,6,281.3
2009,08,12,7,281.5
2009,08,13,0,282.1
2009,08,13,1,282.2
2009,08,13,2,281.9
2009,08,13,3,281.8
2009,08,13,4,281.3
2009,08,13,5,281.2
2009,08,13,6,281.3
2009,08,13,7,281.5
2009,08,14,0,281.4
2009,08,14,1,281.1
2009,08,14,2,280.5
2009,08,14,3,280.4
2009,08,14,4,280.3
2009,08,14,5,281.0
2009,08,14,6,281.5
2009,08,14,7,281.7
2009,08,15,0,281.5
2009,08,15,1,281.8
2009,08,15,2,281.8
2009,08,15,3,282.1
2009,08,15,4,282.7
2009,08,15,5,282.7
2009,08,15,6,282.2
2009,08,15,7,281.9
2009,08,16,0,282.5
2009,08,16,1,282.3
2009,08,16,2,281.6
2009,08,16,3,281.2
2009,08,16,4,281.6
2009,08,16,5,282.0
2009,08,16,6,282.0
2009,08,16,7,282.1
2009,08,17,0,282.3
2009,08,17,1,282.5
2009,08,17,2,280.4
2009,08,17,3,280.1
2009,08,17,4,281.2
2009,08,17,5,282.0
2009,08,17,6,281.5
2009,08,17,7,280.4
2009,08,18,0,280.9
2009,08,18,1,281.5
2009,08,18,2,281.1
2009,08,18,3,281.2
2009,08,18,4,281.4
2009,08,18,5,281.6
2009,08,18,6,281.5
2009,08,18,7,281.4
2009,08,19,0,281.8
2009,08,19,1,282.1
2009,08,19,2,282.5
2009,08,19,3,284.0
2009,08,19,4,282.1
2009,08,19,5,282.3
2009,08,19,6,282.5
2009,08,19,7,282.2
2009,08,20,0,282.4
2009,08,20,1,282.7
2009,08,20,2,282.1
