####################################################################################################
# Month: 07Jul                                                                                     #
# Station: /n/holyscratch01/doeleman_lab/freemanmd/am_output/ALMA                                  #
# Columns are: year    month   day     segment         PWV (mm)                                    #
####################################################################################################
year,month,day,segment,PWV
2009,07,1,0,3.8112399999999997
2009,07,1,1,3.5653099999999998
2009,07,1,2,3.2982
2009,07,1,3,2.85225
2009,07,1,4,2.4366
2009,07,1,5,2.5149299999999997
2009,07,1,6,2.8278600000000003
2009,07,1,7,2.9578699999999998
2009,07,2,0,2.8990500000000003
2009,07,2,1,2.61514
2009,07,2,2,2.3263000000000003
2009,07,2,3,2.0553600000000003
2009,07,2,4,1.7878699999999998
2009,07,2,5,1.75946
2009,07,2,6,1.6073
2009,07,2,7,1.39156
2009,07,3,0,1.00092
2009,07,3,1,0.787907
2009,07,3,2,0.6398809999999999
2009,07,3,3,0.6638419999999999
2009,07,3,4,0.928845
2009,07,3,5,1.74018
2009,07,3,6,1.70597
2009,07,3,7,1.34592
2009,07,4,0,0.881967
2009,07,4,1,0.7395940000000001
2009,07,4,2,0.709399
2009,07,4,3,0.701416
2009,07,4,4,0.7675639999999999
2009,07,4,5,1.08014
2009,07,4,6,1.25293
2009,07,4,7,1.15394
2009,07,5,0,0.742355
2009,07,5,1,0.6742509999999999
2009,07,5,2,0.837357
2009,07,5,3,1.29271
2009,07,5,4,1.8451300000000002
2009,07,5,5,2.1948000000000003
2009,07,5,6,2.88148
2009,07,5,7,3.13541
2009,07,6,0,2.0514699999999997
2009,07,6,1,1.35467
2009,07,6,2,1.06515
2009,07,6,3,0.835293
2009,07,6,4,1.0403399999999998
2009,07,6,5,1.94726
2009,07,6,6,2.57478
2009,07,6,7,3.19855
2009,07,7,0,2.4501399999999998
2009,07,7,1,1.56441
2009,07,7,2,1.43884
2009,07,7,3,1.36679
2009,07,7,4,1.12975
2009,07,7,5,1.3003099999999999
2009,07,7,6,1.50762
2009,07,7,7,1.6148699999999998
2009,07,8,0,1.04418
2009,07,8,1,0.584299
2009,07,8,2,0.43847699999999995
2009,07,8,3,0.357007
2009,07,8,4,0.287366
2009,07,8,5,0.364181
2009,07,8,6,0.439095
2009,07,8,7,0.7087680000000001
2009,07,9,0,0.330451
2009,07,9,1,0.216958
2009,07,9,2,0.18634299999999998
2009,07,9,3,0.15437
2009,07,9,4,0.117236
2009,07,9,5,0.173436
2009,07,9,6,0.214028
2009,07,9,7,0.35767000000000004
2009,07,10,0,0.26233100000000004
2009,07,10,1,0.164978
2009,07,10,2,0.17547300000000002
2009,07,10,3,0.185082
2009,07,10,4,0.19294399999999998
2009,07,10,5,0.319886
2009,07,10,6,0.494641
2009,07,10,7,0.560962
2009,07,11,0,0.511675
2009,07,11,1,0.546096
2009,07,11,2,0.480823
2009,07,11,3,0.424151
2009,07,11,4,0.31829
2009,07,11,5,0.802624
2009,07,11,6,1.02473
2009,07,11,7,0.48685500000000004
2009,07,12,0,0.404077
2009,07,12,1,0.353016
2009,07,12,2,0.379419
2009,07,12,3,0.395344
2009,07,12,4,0.406125
2009,07,12,5,0.49035
2009,07,12,6,0.706543
2009,07,12,7,1.03322
2009,07,13,0,1.32647
2009,07,13,1,1.19442
2009,07,13,2,0.9882949999999999
2009,07,13,3,0.8150510000000001
2009,07,13,4,0.984384
2009,07,13,5,1.44579
2009,07,13,6,1.71237
2009,07,13,7,1.52229
2009,07,14,0,1.5035699999999999
2009,07,14,1,1.51376
2009,07,14,2,1.45141
2009,07,14,3,1.4886300000000001
2009,07,14,4,1.4275499999999999
2009,07,14,5,1.56295
2009,07,14,6,1.73
2009,07,14,7,1.79879
2009,07,15,0,1.81236
2009,07,15,1,1.38344
2009,07,15,2,0.850788
2009,07,15,3,0.669055
2009,07,15,4,0.5007590000000001
2009,07,15,5,0.554667
2009,07,15,6,0.616263
2009,07,15,7,0.702031
2009,07,16,0,0.534562
2009,07,16,1,0.578268
2009,07,16,2,0.600538
2009,07,16,3,0.513674
2009,07,16,4,0.486714
2009,07,16,5,0.863581
2009,07,16,6,1.03209
2009,07,16,7,1.0651300000000001
2009,07,17,0,0.8623379999999999
2009,07,17,1,0.935692
2009,07,17,2,1.16299
2009,07,17,3,1.3723299999999998
2009,07,17,4,1.81163
2009,07,17,5,2.3457
2009,07,17,6,3.06683
2009,07,17,7,2.69063
2009,07,18,0,1.87864
2009,07,18,1,1.4495
2009,07,18,2,1.12981
2009,07,18,3,0.9030309999999999
2009,07,18,4,0.9038619999999999
2009,07,18,5,1.28172
2009,07,18,6,1.86924
2009,07,18,7,1.62722
2009,07,19,0,1.25655
2009,07,19,1,1.08033
2009,07,19,2,0.925363
2009,07,19,3,0.832214
2009,07,19,4,0.687834
2009,07,19,5,0.779664
2009,07,19,6,1.05789
2009,07,19,7,1.3066
2009,07,20,0,1.6455899999999999
2009,07,20,1,1.9606
2009,07,20,2,2.34823
2009,07,20,3,1.90724
2009,07,20,4,1.67122
2009,07,20,5,2.04487
2009,07,20,6,2.33523
2009,07,20,7,2.6108000000000002
2009,07,21,0,1.5170599999999999
2009,07,21,1,0.695542
2009,07,21,2,0.526982
2009,07,21,3,0.45250799999999997
2009,07,21,4,0.493437
2009,07,21,5,1.02017
2009,07,21,6,1.96022
2009,07,21,7,2.01992
2009,07,22,0,1.618
2009,07,22,1,1.26225
2009,07,22,2,1.01802
2009,07,22,3,0.8607809999999999
2009,07,22,4,0.860996
2009,07,22,5,1.51652
2009,07,22,6,2.4507
2009,07,22,7,2.67387
2009,07,23,0,2.2670100000000004
2009,07,23,1,1.68806
2009,07,23,2,1.0632300000000001
2009,07,23,3,0.6377849999999999
2009,07,23,4,0.643003
2009,07,23,5,1.0323
2009,07,23,6,1.29824
2009,07,23,7,1.35667
2009,07,24,0,0.794692
2009,07,24,1,0.402402
2009,07,24,2,0.333187
2009,07,24,3,0.30382
2009,07,24,4,0.251065
2009,07,24,5,0.47274299999999997
2009,07,24,6,0.71501
2009,07,24,7,0.738158
2009,07,25,0,0.643479
2009,07,25,1,0.7331259999999999
2009,07,25,2,0.706605
2009,07,25,3,0.781525
2009,07,25,4,1.1057000000000001
2009,07,25,5,1.97019
2009,07,25,6,3.06592
2009,07,25,7,3.57878
2009,07,26,0,3.6253800000000003
2009,07,26,1,3.5262399999999996
2009,07,26,2,3.33533
2009,07,26,3,2.39342
2009,07,26,4,1.3645999999999998
2009,07,26,5,2.32691
2009,07,26,6,3.05333
2009,07,26,7,2.4123099999999997
2009,07,27,0,1.4148
2009,07,27,1,1.09817
2009,07,27,2,1.1608699999999998
2009,07,27,3,1.28053
2009,07,27,4,1.27778
2009,07,27,5,1.43019
2009,07,27,6,1.9892100000000001
2009,07,27,7,2.14548
2009,07,28,0,1.89685
2009,07,28,1,1.74839
2009,07,28,2,1.88434
2009,07,28,3,1.5378699999999998
2009,07,28,4,0.8702329999999999
2009,07,28,5,1.62181
2009,07,28,6,2.47627
2009,07,28,7,2.47812
2009,07,29,0,2.15042
2009,07,29,1,2.52701
2009,07,29,2,2.41642
2009,07,29,3,1.6640599999999999
2009,07,29,4,0.838859
2009,07,29,5,1.7503499999999999
2009,07,29,6,3.06283
2009,07,29,7,3.30085
2009,07,30,0,2.97427
2009,07,30,1,2.79574
2009,07,30,2,2.6415
2009,07,30,3,2.1471999999999998
2009,07,30,4,1.98602
