####################################################################################################
# Month: 10Oct                                                                                     #
# Station: /n/holylfs05/LABS/bhi/Lab/doeleman_lab/freemanmd/am_output/BAJA                         #
# Columns are: year    month   day     PWV (mm)                                                    #
####################################################################################################
year,month,day,PWV
2009,10,1,5.56508375
2009,10,2,7.934155
2009,10,3,9.0540725
2009,10,4,1.9247675
2009,10,5,3.5540675
2009,10,6,2.92689625
2009,10,7,0.9802235
2009,10,8,1.49263125
2009,10,9,2.01984
2009,10,10,2.557755
2009,10,11,2.01414338
2009,10,12,1.40777762
2009,10,13,6.7495075
2009,10,14,4.522325
2009,10,15,3.79858875
2009,10,16,3.32565125
2009,10,17,2.29982125
2009,10,18,4.12349625
2009,10,19,2.39483875
2009,10,20,2.27481362
2009,10,21,1.83043112
2009,10,22,3.13608125
2009,10,23,2.5106225
2009,10,24,4.28095875
2009,10,25,4.065345
2009,10,26,1.990385
2009,10,27,3.5805825
2009,10,28,2.674635
2009,10,29,1.56807375
2009,10,30,4.7785175
2009,10,31,4.21244625
2010,10,1,10.76064875
2010,10,2,10.3811325
2010,10,3,7.13805625
2010,10,4,6.589835
2010,10,5,2.4400455
2010,10,6,1.5040625
2010,10,7,3.26401125
2010,10,8,2.0849775
2010,10,9,1.15393713
2010,10,10,2.3656725
2010,10,11,5.15288875
2010,10,12,3.8341575
2010,10,13,4.68651625
2010,10,14,9.275525
2010,10,15,7.99175125
2010,10,16,5.31032625
2010,10,17,3.734585
2010,10,18,3.31848
2010,10,19,2.379745
2010,10,20,4.4151225
2010,10,21,4.50973375
2010,10,22,5.4413225
2010,10,23,5.509355
2010,10,24,7.50981125
2010,10,25,8.0138975
2010,10,26,3.5840475
2010,10,27,2.3230875
2010,10,28,2.0151175
2010,10,29,1.97786125
2010,10,30,1.90381875
2010,10,31,2.996875
2011,10,1,14.638625
2011,10,2,9.9244125
2011,10,3,6.96866375
2011,10,4,4.8028975
2011,10,5,6.343965
2011,10,6,4.7959775
2011,10,7,2.3381175
2011,10,8,2.362795
2011,10,9,2.06695375
2011,10,10,2.815735
2011,10,11,4.85023375
2011,10,12,4.28906875
2011,10,13,2.69104125
2011,10,14,2.06368125
2011,10,15,2.21788375
2011,10,16,4.93808375
2011,10,17,3.72647125
