####################################################################################################
# Month: 03Mar                                                                                     #
# Station: /n/holylfs05/LABS/bhi/Lab/doeleman_lab/freemanmd/am_output/GLT                          #
# Columns are: year    month   day     Tbase (K)                                                   #
####################################################################################################
year,month,day,Tbase
2009,03,1,251.2
2009,03,2,248.1875
2009,03,3,245.075
2009,03,4,244.3
2009,03,5,244.2
2009,03,6,247.6625
2009,03,7,254.0125
2009,03,8,252.0625
2009,03,9,250.55
2009,03,10,246.325
2009,03,11,248.575
2009,03,12,260.15
2009,03,13,256.3375
2009,03,14,260.0625
2009,03,15,261.475
2009,03,16,259.05
2009,03,17,257.925
2009,03,18,260.475
2009,03,19,253.65
2009,03,20,255.5125
2009,03,21,259.7
2009,03,22,256.1125
2009,03,23,252.275
2009,03,24,252.25
2009,03,25,250.025
2009,03,26,249.1
2009,03,27,250.075
2009,03,28,248.95
2009,03,29,252.3875
2009,03,30,256.7
2009,03,31,254.8125
2010,03,1,255.8875
2010,03,2,254.3625
2010,03,3,250.75
2010,03,4,255.0
2010,03,5,258.05
2010,03,6,261.8875
2010,03,7,252.05
2010,03,8,251.7875
2010,03,9,254.55
2010,03,10,252.05
2010,03,11,253.4375
2010,03,12,254.825
2010,03,13,258.1
2010,03,14,258.225
2010,03,15,258.4125
2010,03,16,257.5375
2010,03,17,253.6
2010,03,18,255.175
2010,03,19,255.9125
2010,03,20,256.3
2010,03,21,257.3
2010,03,22,259.7375
2010,03,23,260.575
2010,03,24,261.25
2010,03,25,256.075
2010,03,26,253.925
2010,03,27,265.1625
2010,03,28,269.975
2010,03,29,266.35
2010,03,30,263.4
2010,03,31,260.4875
2011,03,1,246.15
2011,03,2,248.45
2011,03,3,251.775
2011,03,4,250.0375
2011,03,5,256.7
2011,03,6,252.6875
2011,03,7,247.4875
2011,03,8,246.7625
2011,03,9,245.4125
2011,03,10,246.4
2011,03,11,251.025
2011,03,12,255.6125
2011,03,13,250.2625
2011,03,14,256.6375
2011,03,15,243.1625
2011,03,16,241.5
2011,03,17,247.6875
2011,03,18,247.6125
2011,03,19,258.125
2011,03,20,258.4375
2011,03,21,245.75
2011,03,22,248.1375
2011,03,23,262.0875
2011,03,24,267.175
2011,03,25,262.4375
2011,03,26,259.025
2011,03,27,263.2625
2011,03,28,260.3625
2011,03,29,258.8375
2011,03,30,255.675
2011,03,31,258.95
2012,03,1,237.725
2012,03,2,242.125
2012,03,3,241.4875
2012,03,4,241.675
2012,03,5,240.55
2012,03,6,241.225
2012,03,7,240.7625
2012,03,8,241.4875
2012,03,9,237.6875
2012,03,10,247.625
2012,03,11,239.4375
2012,03,12,239.6375
2012,03,13,251.9375
2012,03,14,256.05
2012,03,15,256.8
2012,03,16,259.65
2012,03,17,258.5625
2012,03,18,259.9875
2012,03,19,257.125
2012,03,20,252.8
2012,03,21,264.5125
2012,03,22,255.9
2012,03,23,251.6375
2012,03,24,253.5875
2012,03,25,251.8375
2012,03,26,254.325
2012,03,27,247.7125
2012,03,28,245.1
2012,03,29,246.625
2012,03,30,249.4875
2012,03,31,257.275
2013,03,1,244.9
2013,03,2,241.3
2013,03,3,242.75
2013,03,4,245.1625
2013,03,5,247.875
2013,03,6,250.9375
2013,03,7,252.5875
2013,03,8,252.275
2013,03,9,253.5
2013,03,10,249.075
2013,03,11,253.7625
2013,03,12,261.2375
2013,03,13,263.45
2013,03,14,257.0625
2013,03,15,255.625
2013,03,16,261.175
2013,03,17,262.0375
2013,03,18,273.1375
2013,03,19,272.9125
2013,03,20,264.7625
2013,03,21,259.15
2013,03,22,261.7125
2013,03,23,262.5125
2013,03,24,260.375
2013,03,25,262.0
2013,03,26,260.1625
2013,03,27,261.0625
2013,03,28,257.3125
2013,03,29,253.35
2013,03,30,253.225
2013,03,31,252.2375
2014,03,1,262.3375
2014,03,2,260.9625
2014,03,3,270.6875
2014,03,4,256.45
2014,03,5,255.9625
2014,03,6,253.425
2014,03,7,252.95
2014,03,8,253.3625
2014,03,9,256.325
2014,03,10,253.0875
2014,03,11,253.025
2014,03,12,250.875
2014,03,13,251.1
2014,03,14,251.375
2014,03,15,255.0375
2014,03,16,248.325
2014,03,17,247.9875
2014,03,18,247.35
2014,03,19,246.5875
2014,03,20,246.35
2014,03,21,250.1125
2014,03,22,245.0375
2014,03,23,249.95
2014,03,24,257.0125
2014,03,25,247.9125
2014,03,26,246.8625
2015,03,1,247.375
2015,03,2,249.5375
2015,03,3,247.4125
2015,03,4,252.7375
2015,03,5,252.4625
2015,03,6,260.425
2015,03,7,263.0875
2015,03,8,259.5
2015,03,9,267.225
2015,03,10,269.4625
2015,03,11,256.1
2015,03,12,264.5625
2015,03,13,255.475
2015,03,14,253.8875
2015,03,15,253.475
2015,03,16,253.125
2015,03,17,256.8125
2015,03,18,261.775
2015,03,19,264.925
2015,03,20,263.35
2015,03,21,261.325
2015,03,22,253.3625
2015,03,23,254.6
2015,03,24,260.4375
2015,03,25,261.55
2015,03,26,256.95
2015,03,27,253.2125
2015,03,28,251.7625
2015,03,29,250.175
2015,03,30,254.2875
2015,03,31,257.3
2016,03,1,259.375
2016,03,2,253.2875
2016,03,3,251.7375
2016,03,4,253.975
2016,03,5,266.1875
2016,03,6,262.5
2016,03,7,258.75
2016,03,8,252.7625
2016,03,9,252.4125
2016,03,10,254.325
2016,03,11,256.6
2016,03,12,247.9875
2016,03,13,246.125
2016,03,14,244.1
2016,03,15,242.4
2016,03,16,250.8375
2016,03,17,250.1
2016,03,18,252.0625
2016,03,19,253.8
2016,03,20,252.6375
2016,03,21,253.675
2016,03,22,257.2125
2016,03,23,255.875
2016,03,24,255.45
2016,03,25,261.6375
2016,03,26,257.4125
2016,03,27,252.775
2016,03,28,252.2
2016,03,29,252.3
2016,03,30,252.15
2016,03,31,255.8
2017,03,1,252.5
2017,03,2,259.3
2017,03,3,256.6
2017,03,4,247.1
2017,03,5,247.525
2017,03,6,244.4625
2017,03,7,235.625
2017,03,8,237.1125
2017,03,9,239.6625
2017,03,10,242.4125
2017,03,11,242.6375
2017,03,12,250.125
2017,03,13,260.1375
2017,03,14,252.1625
2017,03,15,249.525
2017,03,16,247.7
2017,03,17,245.175
2017,03,18,250.1375
2017,03,19,255.275
2017,03,20,250.3875
2017,03,21,246.95
2017,03,22,249.8
2017,03,23,252.225
2017,03,24,247.075
2017,03,25,251.575
2017,03,26,249.25
2017,03,27,250.7625
2017,03,28,251.725
2017,03,29,250.2375
2017,03,30,252.2125
2017,03,31,256.1125
2018,03,1,260.4125
2018,03,2,262.3
2018,03,3,259.3875
