####################################################################################################
# Month: 01Jan                                                                                     #
# Station: /n/holyscratch01/doeleman_lab/freemanmd/am_output/RPU                                   #
# Columns are: year    month   day     segment         Pbase (mbar)                                #
####################################################################################################
year,month,day,segment,Pbase
2009,01,1,0,751.6499
2009,01,1,1,750.6811
2009,01,1,2,749.54594
2009,01,1,3,748.03694
2009,01,1,4,747.33971
2009,01,1,5,747.07249
2009,01,1,6,746.69791
2009,01,1,7,746.45367
2009,01,2,0,747.11066
2009,01,2,1,747.75718
2009,01,2,2,747.93657
2009,01,2,3,748.16615
2009,01,2,4,747.9868
2009,01,2,5,747.79303
2009,01,2,6,747.83297
2009,01,2,7,748.03826
2009,01,3,0,748.55834
2009,01,3,1,748.84081
2009,01,3,2,748.94693
2009,01,3,3,749.47469
2009,01,3,4,750.52344
2009,01,3,5,750.84554
2009,01,3,6,751.25878
2009,01,3,7,752.02458
2009,01,4,0,752.73871
2009,01,4,1,752.73528
2009,01,4,2,752.53066
2009,01,4,3,752.36172
2009,01,4,4,752.17733
2009,01,4,5,751.2825
2009,01,4,6,750.34417
2009,01,4,7,749.92929
2009,01,5,0,749.68149
2009,01,5,1,749.41424
2009,01,5,2,749.30711
2009,01,5,3,749.33591
2009,01,5,4,749.55648
2009,01,5,5,749.72773
2009,01,5,6,750.29038
2009,01,5,7,750.80189
2009,01,6,0,751.16585
2009,01,6,1,751.26787
2009,01,6,2,751.61311
2009,01,6,3,751.92769
2009,01,6,4,752.23043
2009,01,6,5,752.35235
2009,01,6,6,752.55421
2009,01,6,7,752.76586
2009,01,7,0,752.95532
2009,01,7,1,752.98513
2009,01,7,2,752.81886
2009,01,7,3,752.55634
2009,01,7,4,752.38308
2009,01,7,5,752.02892
2009,01,7,6,752.0797
2009,01,7,7,751.89211
2009,01,8,0,751.1758
2009,01,8,1,750.21562
2009,01,8,2,749.34362
2009,01,8,3,748.67923
2009,01,8,4,747.65102
2009,01,8,5,746.73064
2009,01,8,6,746.63104
2009,01,8,7,746.24642
2009,01,9,0,745.43192
2009,01,9,1,744.73228
2009,01,9,2,744.90789
2009,01,9,3,745.20663
2009,01,9,4,745.28764
2009,01,9,5,745.62477
2009,01,9,6,746.9704
2009,01,9,7,748.13029
2009,01,10,0,748.64713
2009,01,10,1,748.52408
2009,01,10,2,748.99046
2009,01,10,3,749.29351
2009,01,10,4,749.66273
2009,01,10,5,749.60839
2009,01,10,6,749.12848
2009,01,10,7,748.88995
2009,01,11,0,748.56496
2009,01,11,1,747.46292
2009,01,11,2,746.87188
2009,01,11,3,746.44545
2009,01,11,4,745.76454
2009,01,11,5,744.81845
2009,01,11,6,744.06369
2009,01,11,7,743.63485
2009,01,12,0,743.1991
2009,01,12,1,742.78148
2009,01,12,2,742.67406
2009,01,12,3,742.84719
2009,01,12,4,742.86688
2009,01,12,5,742.81046
2009,01,12,6,743.15084
2009,01,12,7,743.47408
2009,01,13,0,744.00755
2009,01,13,1,744.43567
2009,01,13,2,745.00286
2009,01,13,3,745.3761
2009,01,13,4,745.52122
2009,01,13,5,745.0061
