####################################################################################################
# Month: 01Jan                                                                                     #
# Station: /n/holyscratch01/doeleman_lab/freemanmd/am_output/MOR                                   #
# Columns are: year    month   day     segment         PWV (mm)                                    #
####################################################################################################
year,month,day,segment,PWV
2009,01,1,0,3.91357
2009,01,1,1,2.4914
2009,01,1,2,2.6094299999999997
2009,01,1,3,3.7356
2009,01,1,4,4.46979
2009,01,1,5,5.2476899999999995
2009,01,1,6,5.4184399999999995
2009,01,1,7,5.50067
2009,01,2,0,5.7871999999999995
2009,01,2,1,5.50933
2009,01,2,2,4.9471099999999995
2009,01,2,3,4.582979999999999
2009,01,2,4,4.39022
2009,01,2,5,4.57895
2009,01,2,6,3.60271
2009,01,2,7,2.28657
2009,01,3,0,1.43719
2009,01,3,1,1.10253
2009,01,3,2,0.831742
2009,01,3,3,0.8351219999999999
2009,01,3,4,0.8232910000000001
2009,01,3,5,1.3403800000000001
2009,01,3,6,1.11464
2009,01,3,7,0.7279479999999999
2009,01,4,0,1.24082
2009,01,4,1,1.24349
2009,01,4,2,0.886971
2009,01,4,3,0.839722
2009,01,4,4,1.0966099999999999
2009,01,4,5,1.22559
2009,01,4,6,1.44682
2009,01,4,7,1.5314400000000001
2009,01,5,0,1.61107
2009,01,5,1,1.78132
2009,01,5,2,1.86209
2009,01,5,3,1.64818
2009,01,5,4,1.97476
2009,01,5,5,2.8475900000000003
2009,01,5,6,2.82821
2009,01,5,7,2.1449499999999997
2009,01,6,0,1.6670699999999998
2009,01,6,1,1.50424
2009,01,6,2,1.78143
2009,01,6,3,2.20973
2009,01,6,4,3.33771
2009,01,6,5,3.01592
2009,01,6,6,2.5403200000000004
2009,01,6,7,1.6977
2009,01,7,0,1.20619
2009,01,7,1,1.25834
2009,01,7,2,2.24486
2009,01,7,3,3.52847
2009,01,7,4,2.73802
2009,01,7,5,1.72096
2009,01,7,6,0.685367
2009,01,7,7,0.349617
2009,01,8,0,0.41025799999999996
2009,01,8,1,0.7837540000000001
2009,01,8,2,1.50396
2009,01,8,3,1.8325
2009,01,8,4,2.82469
2009,01,8,5,3.41962
2009,01,8,6,2.2088
2009,01,8,7,1.2295099999999999
2009,01,9,0,1.22982
2009,01,9,1,0.9772730000000001
2009,01,9,2,0.782219
2009,01,9,3,1.22633
2009,01,9,4,1.73913
2009,01,9,5,3.23943
2009,01,9,6,4.9204300000000005
2009,01,9,7,5.76813
2009,01,10,0,6.06098
2009,01,10,1,5.95063
2009,01,10,2,5.85104
2009,01,10,3,5.87584
2009,01,10,4,4.4731000000000005
2009,01,10,5,2.36171
2009,01,10,6,1.7253800000000001
2009,01,10,7,1.46335
2009,01,11,0,1.16278
2009,01,11,1,0.419611
2009,01,11,2,0.510273
2009,01,11,3,1.0784
2009,01,11,4,1.96995
2009,01,11,5,2.89251
2009,01,11,6,2.74344
2009,01,11,7,2.03512
2009,01,12,0,1.88699
2009,01,12,1,1.72157
2009,01,12,2,1.70998
2009,01,12,3,1.35557
2009,01,12,4,1.2245
2009,01,12,5,1.43171
2009,01,12,6,1.32745
2009,01,12,7,1.1689500000000002
2009,01,13,0,1.1393900000000001
2009,01,13,1,1.46703
2009,01,13,2,2.1421300000000003
2009,01,13,3,2.6849600000000002
2009,01,13,4,2.10304
2009,01,13,5,1.44403
2009,01,13,6,2.09857
2009,01,13,7,2.81298
2009,01,14,0,2.34769
2009,01,14,1,1.54402
2009,01,14,2,1.25079
2009,01,14,3,2.2984299999999998
2009,01,14,4,3.14768
2009,01,14,5,4.21636
2009,01,14,6,4.76591
2009,01,14,7,4.387
2009,01,15,0,5.03046
2009,01,15,1,5.21689
2009,01,15,2,4.70425
2009,01,15,3,3.6781599999999997
2009,01,15,4,2.5524299999999998
2009,01,15,5,2.65337
2009,01,15,6,3.04394
2009,01,15,7,5.59637
2009,01,16,0,5.72212
2009,01,16,1,5.7483
2009,01,16,2,5.407
2009,01,16,3,5.38713
2009,01,16,4,5.06126
2009,01,16,5,4.82158
2009,01,16,6,4.53332
2009,01,16,7,4.3893699999999995
2009,01,17,0,4.7140699999999995
2009,01,17,1,4.69098
2009,01,17,2,4.795649999999999
2009,01,17,3,4.317819999999999
2009,01,17,4,4.794560000000001
2009,01,17,5,3.47469
2009,01,17,6,2.23197
2009,01,17,7,1.9223599999999998
2009,01,18,0,1.49609
2009,01,18,1,1.73719
2009,01,18,2,2.1913400000000003
2009,01,18,3,1.79257
2009,01,18,4,1.93855
2009,01,18,5,2.8794299999999997
2009,01,18,6,2.5870100000000003
2009,01,18,7,2.2604699999999998
2009,01,19,0,2.59196
2009,01,19,1,3.0033000000000003
2009,01,19,2,3.67174
2009,01,19,3,3.3276
2009,01,19,4,3.03414
2009,01,19,5,2.5208000000000004
2009,01,19,6,2.96042
2009,01,19,7,3.75323
2009,01,20,0,4.51227
2009,01,20,1,3.71731
2009,01,20,2,3.50958
2009,01,20,3,2.5701799999999997
2009,01,20,4,1.85321
2009,01,20,5,2.07779
2009,01,20,6,1.8433
2009,01,20,7,1.75268
2009,01,21,0,2.2752
2009,01,21,1,2.25428
2009,01,21,2,2.0902399999999997
2009,01,21,3,2.23536
2009,01,21,4,2.69755
2009,01,21,5,2.19294
2009,01,21,6,2.24915
2009,01,21,7,2.55261
2009,01,22,0,2.43479
2009,01,22,1,3.1948000000000003
2009,01,22,2,3.7419499999999997
2009,01,22,3,3.96547
2009,01,22,4,3.68396
2009,01,22,5,3.12404
2009,01,22,6,2.7845500000000003
2009,01,22,7,2.7399899999999997
2009,01,23,0,3.1078099999999997
2009,01,23,1,3.2271199999999998
2009,01,23,2,3.0145500000000003
2009,01,23,3,4.67582
2009,01,23,4,4.56533
2009,01,23,5,3.7957899999999998
2009,01,23,6,2.33413
2009,01,23,7,1.55668
2009,01,24,0,1.18146
2009,01,24,1,1.13226
2009,01,24,2,1.11279
2009,01,24,3,1.0570899999999999
2009,01,24,4,1.22017
2009,01,24,5,1.38807
2009,01,24,6,1.26523
2009,01,24,7,2.6141900000000002
2009,01,25,0,3.3534699999999997
2009,01,25,1,1.8825999999999998
2009,01,25,2,1.79668
2009,01,25,3,4.19339
2009,01,25,4,7.64178
2009,01,25,5,2.64243
2009,01,25,6,1.40705
2009,01,25,7,1.50376
2009,01,26,0,1.1727100000000001
2009,01,26,1,0.982143
2009,01,26,2,0.8913150000000001
2009,01,26,3,0.7943920000000001
2009,01,26,4,0.965951
2009,01,26,5,1.14428
2009,01,26,6,1.2218900000000001
2009,01,26,7,1.4335499999999999
2009,01,27,0,1.8796700000000002
2009,01,27,1,2.4348899999999998
2009,01,27,2,2.61902
2009,01,27,3,2.36729
2009,01,27,4,2.08298
2009,01,27,5,2.14083
2009,01,27,6,1.82755
2009,01,27,7,1.8040699999999998
2009,01,28,0,1.7783699999999998
2009,01,28,1,1.94497
2009,01,28,2,2.21748
2009,01,28,3,2.43229
2009,01,28,4,2.59885
2009,01,28,5,2.82319
2009,01,28,6,2.75424
2009,01,28,7,2.4414499999999997
2009,01,29,0,2.1037
2009,01,29,1,1.97927
2009,01,29,2,2.08801
2009,01,29,3,2.13871
2009,01,29,4,2.10476
2009,01,29,5,2.31409
2009,01,29,6,2.2165500000000002
2009,01,29,7,1.8505999999999998
2009,01,30,0,1.6958900000000001
2009,01,30,1,1.5701800000000001
2009,01,30,2,1.50871
2009,01,30,3,1.52542
2009,01,30,4,1.88154
2009,01,30,5,2.57032
2009,01,30,6,2.48532
2009,01,30,7,2.1393299999999997
2009,01,31,0,1.03777
2009,01,31,1,1.02373
2009,01,31,2,1.1117000000000001
2009,01,31,3,1.23041
2009,01,31,4,1.66234
2009,01,31,5,2.0349
2009,01,31,6,2.61409
2009,01,31,7,3.46023
2009,01,1,0,5.45042
2009,01,1,1,8.61547
2009,01,1,2,8.288799999999998
2009,01,1,3,7.27967
2009,01,1,4,7.73522
2009,01,1,5,7.83091
2009,01,1,6,7.122109999999999
2009,01,1,7,5.4702
2009,01,2,0,3.78681
2009,01,2,1,4.1745
2009,01,2,2,3.3222600000000004
2009,01,2,3,4.14774
2009,01,2,4,5.94825
2009,01,2,5,4.11698
2009,01,2,6,3.15488
2009,01,2,7,3.26905
2009,01,3,0,3.19936
2009,01,3,1,3.09769
2009,01,3,2,4.32086
2009,01,3,3,3.01945
2009,01,3,4,2.2847399999999998
2009,01,3,5,2.6115999999999997
2009,01,3,6,4.04728
2009,01,3,7,7.68992
2009,01,4,0,7.6439200000000005
2009,01,4,1,5.80487
2009,01,4,2,3.94653
2009,01,4,3,1.73607
2009,01,4,4,1.03677
2009,01,4,5,1.38303
2009,01,4,6,1.0028
2009,01,4,7,0.7499450000000001
2009,01,5,0,2.34896
2009,01,5,1,4.20868
2009,01,5,2,3.14424
2009,01,5,3,2.83225
2009,01,5,4,3.23317
2009,01,5,5,4.6886
2009,01,5,6,5.09356
2009,01,5,7,5.64412
2009,01,6,0,6.29965
2009,01,6,1,6.62392
2009,01,6,2,6.22264
2009,01,6,3,4.883220000000001
2009,01,6,4,3.21072
2009,01,6,5,2.63025
2009,01,6,6,1.8528900000000001
2009,01,6,7,1.62416
2009,01,7,0,0.845015
2009,01,7,1,2.2913099999999997
2009,01,7,2,2.00405
2009,01,7,3,2.71743
2009,01,7,4,4.01967
2009,01,7,5,3.49993
2009,01,7,6,1.71195
2009,01,7,7,1.55656
2009,01,8,0,1.84688
2009,01,8,1,2.36368
2009,01,8,2,2.3189699999999998
2009,01,8,3,2.39254
2009,01,8,4,2.04024
2009,01,8,5,1.95465
2009,01,8,6,1.46025
2009,01,8,7,1.4135199999999999
2009,01,9,0,2.01267
