####################################################################################################
# Month: 12Dec                                                                                     #
# Station: /n/holylfs05/LABS/bhi/Lab/doeleman_lab/freemanmd/am_output/TRL                          #
# Columns are: year    month   day     PWV (mm)                                                    #
####################################################################################################
year,month,day,PWV
2009,12,1,2.97456625
2009,12,2,1.97915125
2009,12,3,2.98334875
2009,12,4,3.53936375
2009,12,5,2.8730025
2009,12,6,2.57379625
2009,12,7,2.54962375
2009,12,8,2.508015
2009,12,9,2.81070375
2009,12,10,2.57543375
2009,12,11,2.57636625
2009,12,12,2.4110575
2009,12,13,2.3531075
2009,12,14,1.74403875
2009,12,15,1.6396675
2009,12,16,2.21766875
2009,12,17,2.3619275
2009,12,18,2.70715125
2009,12,19,2.6650425
2009,12,20,2.43162375
2009,12,21,2.7751725
2009,12,22,2.28853375
2009,12,23,2.30763125
2009,12,24,2.7328625
2009,12,25,1.72741125
2009,12,26,1.781635
2009,12,27,2.86703125
2009,12,28,3.3000225
2009,12,29,2.99126875
2009,12,30,2.622145
2009,12,31,2.55422625
2010,12,1,1.37668762
2010,12,2,1.84961375
2010,12,3,2.51098875
2010,12,4,2.67276125
2010,12,5,2.42192125
2010,12,6,1.5202475
2010,12,7,1.778795
2010,12,8,1.59753375
2010,12,9,1.21737662
2010,12,10,1.10500287
2010,12,11,1.755945
2010,12,12,1.88654875
2010,12,13,1.5107125
2010,12,14,2.0277575
2010,12,15,2.0443225
2010,12,16,1.95168
2010,12,17,1.66641875
2010,12,18,1.73155125
2010,12,19,2.30072375
2010,12,20,1.70751875
2010,12,21,1.61062375
2010,12,22,1.85637
2010,12,23,2.14968625
2010,12,24,2.139395
2010,12,25,2.10052375
2010,12,26,2.21963125
2010,12,27,2.57031
2010,12,28,3.24618625
2010,12,29,3.0911025
2010,12,30,3.07343125
2010,12,31,2.81660375
2011,12,1,1.767315
2011,12,2,1.7086975
2011,12,3,2.48649125
2011,12,4,2.43825
2011,12,5,2.42853625
2011,12,6,2.54906
2011,12,7,2.90152875
2011,12,8,3.13815125
2011,12,9,3.2351925
2011,12,10,2.72919625
2011,12,11,2.12467625
2011,12,12,1.88813625
2011,12,13,2.13989125
2011,12,14,1.82746625
2011,12,15,2.26279125
2011,12,16,2.502745
2011,12,17,2.1748225
2011,12,18,1.82839125
2011,12,19,1.483645
2011,12,20,1.05269475
2011,12,21,3.34144375
2011,12,22,2.91443375
2011,12,23,2.2126175
2011,12,24,1.98375
2011,12,25,1.99082125
2011,12,26,2.71402375
2011,12,27,2.01456875
2011,12,28,2.95686
2011,12,29,1.588633
