####################################################################################################
# Month: 07Jul                                                                                     #
# Station: /n/holylfs05/LABS/bhi/Lab/doeleman_lab/freemanmd/am_output/WF                           #
# Columns are: year    month   day     PWV (mm)                                                    #
####################################################################################################
year,month,day,PWV
2009,07,1,33.8190875
2009,07,2,37.7542125
2009,07,3,38.650275
2009,07,4,32.4126375
2009,07,5,24.536275
2009,07,6,23.039825
2009,07,7,28.2418875
2009,07,8,29.7772625
2009,07,9,25.58845
2009,07,10,16.9459125
2009,07,11,22.2394125
2009,07,12,31.3466875
2009,07,13,22.042775
2009,07,14,21.78995
2009,07,15,21.3742625
2009,07,16,31.6699
2009,07,17,33.1282875
2009,07,18,40.8582875
2009,07,19,23.0798
2009,07,20,28.7525
2009,07,21,36.4239875
2009,07,22,38.272075
2009,07,23,32.727125
2009,07,24,38.6122375
2009,07,25,32.9584625
2009,07,26,40.7097
2009,07,27,45.13015
2009,07,28,35.6236125
2009,07,29,40.6739375
2009,07,30,49.9420875
2009,07,31,41.198625
2010,07,1,19.43865
2010,07,2,20.439125
2010,07,3,26.297675
2010,07,4,29.8825875
2010,07,5,34.15875
2010,07,6,46.6494125
2010,07,7,47.0457375
2010,07,8,43.2959875
2010,07,9,44.1425375
2010,07,10,51.1406
2010,07,11,43.9975125
2010,07,12,32.568275
2010,07,13,37.0580375
2010,07,14,53.2387125
2010,07,15,34.2794375
2010,07,16,34.8624125
2010,07,17,35.586775
2010,07,18,34.8870375
2010,07,19,37.1071375
2010,07,20,36.0301875
2010,07,21,36.4668375
2010,07,22,32.886125
2010,07,23,31.1236
2010,07,24,47.8056875
2010,07,25,49.1838375
2010,07,26,24.983875
2010,07,27,22.8188875
2010,07,28,26.417075
2010,07,29,40.0076375
2010,07,30,20.14455
2010,07,31,19.01165
2011,07,1,27.413225
2011,07,2,30.815975
2011,07,3,39.4491625
2011,07,4,39.3328
2011,07,5,30.839725
2011,07,6,32.8472125
2011,07,7,33.5786625
2011,07,8,35.658625
2011,07,9,39.1456
2011,07,10,24.6757125
2011,07,11,33.6340625
2011,07,12,49.14745
2011,07,13,38.235425
2011,07,14,26.6627875
2011,07,15,22.2500375
2011,07,16,25.5295625
2011,07,17,29.59885
2011,07,18,42.4634625
2011,07,19,36.4192125
2011,07,20,29.043925
2011,07,21,51.8836125
2011,07,22,50.29325
2011,07,23,35.756325
2011,07,24,38.9864
2011,07,25,28.301325
2011,07,26,35.8237875
2011,07,27,31.8495625
2011,07,28,32.2590125
2011,07,29,42.7056625
2011,07,30,44.94005
2011,07,31,25.911825
2012,07,1,30.8186625
2012,07,2,33.62825
2012,07,3,26.4678875
2012,07,4,35.6705625
2012,07,5,37.046
2012,07,6,34.37625
2012,07,7,44.7643625
2012,07,8,31.4529375
2012,07,9,20.3103375
2012,07,10,19.1553875
2012,07,11,21.7219875
2012,07,12,24.7244125
2012,07,13,26.2833125
2012,07,14,34.0489875
2012,07,15,34.8256
2012,07,16,45.0751
2012,07,17,44.1510625
2012,07,18,45.171725
2012,07,19,28.42485
2012,07,20,19.6935875
2012,07,21,20.0353125
2012,07,22,26.14055
2012,07,23,38.6854
2012,07,24,45.9221875
2012,07,25,26.0427125
2012,07,26,36.728175
2012,07,27,52.6731375
2012,07,28,41.8499375
2012,07,29,39.2919125
2012,07,30,31.9992875
2012,07,31,25.9958625
2013,07,1,52.319825
2013,07,2,52.8495875
2013,07,3,52.2040875
2013,07,4,50.11635
2013,07,5,47.6345625
2013,07,6,51.1590875
2013,07,7,46.3584125
2013,07,8,49.837675
2013,07,9,45.1244875
2013,07,10,46.8012
2013,07,11,47.928075
2013,07,12,29.0744125
2013,07,13,36.42745
2013,07,14,47.776975
2013,07,15,43.777575
2013,07,16,40.7718125
2013,07,17,45.5758875
2013,07,18,47.098575
2013,07,19,50.1453375
2013,07,20,47.9511375
2013,07,21,33.6258125
2013,07,22,38.5862125
2013,07,23,54.567525
2013,07,24,39.37065
2013,07,25,27.0961625
2013,07,26,43.6032125
2013,07,27,32.372625
2013,07,28,37.6491125
2013,07,29,39.8494625
2013,07,30,26.594375
2013,07,31,25.5413875
2014,07,1,42.4375125
2014,07,2,52.7037
2014,07,3,52.8373625
2014,07,4,45.5995625
2014,07,5,27.4588625
2014,07,6,25.329925
2014,07,7,33.71185
2014,07,8,44.7491
2014,07,9,35.38165
2014,07,10,26.035575
2014,07,11,22.1907125
2014,07,12,23.7962125
2014,07,13,36.400275
2014,07,14,46.022175
2014,07,15,53.6736625
2014,07,16,50.0060625
2014,07,17,26.2583875
2014,07,18,23.2637625
2014,07,19,25.7200125
2014,07,20,30.0341875
2014,07,21,25.3718625
2014,07,22,33.357925
2014,07,23,43.173025
2014,07,24,39.938025
2014,07,25,23.4263375
2014,07,26,27.8689625
2014,07,27,36.9209875
2014,07,28,46.158525
2014,07,29,29.94765
2014,07,30,24.6738125
2014,07,31,25.0993875
2015,07,1,36.9933
2015,07,2,26.5253875
2015,07,3,18.8663375
2015,07,4,27.065625
2015,07,5,29.0503
2015,07,6,26.6565375
2015,07,7,35.9453125
2015,07,8,40.4157125
2015,07,9,26.133275
2015,07,10,36.2694875
2015,07,11,24.6467
2015,07,12,32.9709
2015,07,13,36.1051
2015,07,14,34.27025
2015,07,15,46.0638375
2015,07,16,20.0295
2015,07,17,23.0827
2015,07,18,37.8666875
2015,07,19,42.6536375
2015,07,20,42.7499375
2015,07,21,33.025525
2015,07,22,25.839725
2015,07,23,24.5253
2015,07,24,27.078025
2015,07,25,29.6774625
2015,07,26,35.2923875
2015,07,27,39.83565
2015,07,28,38.83915
2015,07,29,35.764725
2015,07,30,41.7699125
2015,07,31,31.523375
2016,07,1,24.4356
2016,07,2,27.69125
2016,07,3,19.1263375
2016,07,4,18.6386375
2016,07,5,30.8586125
2016,07,6,29.4818625
2016,07,7,38.50285
2016,07,8,40.168775
2016,07,9,34.8377625
2016,07,10,34.404575
2016,07,11,27.9757625
2016,07,12,27.755925
2016,07,13,33.0266375
2016,07,14,46.4091375
2016,07,15,42.9293875
2016,07,16,31.1608625
2016,07,17,38.5978125
2016,07,18,35.951375
2016,07,19,29.3973375
2016,07,20,21.4218125
2016,07,21,24.47375
2016,07,22,29.660225
2016,07,23,36.622075
2016,07,24,31.627275
2016,07,25,35.5504375
2016,07,26,36.9694
2016,07,27,30.5856
2016,07,28,32.893975
2016,07,29,43.22935
2016,07,30,35.849225
2016,07,31,39.5954625
2017,07,1,48.8665125
2017,07,2,42.0963125
2017,07,3,31.8460375
2017,07,4,23.9978
2017,07,5,20.5947375
2017,07,6,22.295975
2017,07,7,34.9812625
2017,07,8,38.3747625
2017,07,9,26.6797125
2017,07,10,27.2666
2017,07,11,39.91865
2017,07,12,38.6852375
2017,07,13,43.0420125
2017,07,14,34.0260625
2017,07,15,35.56275
2017,07,16,34.1951
2017,07,17,37.05255
2017,07,18,37.8501
2017,07,19,37.231925
2017,07,20,40.2928
2017,07,21,31.8115875
2017,07,22,34.887975
2017,07,23,34.4772125
2017,07,24,28.9303375
2017,07,25,27.088325
2017,07,26,25.4594875
2017,07,27,34.774975
2017,07,28,32.390125
2017,07,29,20.6437125
2017,07,30,17.9685
2017,07,31,23.8362625
2018,07,1,46.8626375
2018,07,2,45.7321875
2018,07,3,50.69905
2018,07,4,32.713
2018,07,5,34.397125
2018,07,6,48.604975
2018,07,7,16.2535625
2018,07,8,21.5060875
2018,07,9,26.7527
2018,07,10,28.8939125
2018,07,11,33.00525
2018,07,12,20.612825
2018,07,13,24.089925
2018,07,14,32.629475
2018,07,15,40.9029625
2018,07,16,34.2284125
2018,07,17,49.603425
2018,07,18,32.704275
2018,07,19,17.18105
