####################################################################################################
# Month: 10Oct                                                                                     #
# Station: /n/holyscratch01/doeleman_lab/freemanmd/am_output/TRL                                   #
# Columns are: year    month   day     segment         Tbase (K)                                   #
####################################################################################################
year,month,day,segment,Tbase
2009,10,1,0,269.1
2009,10,1,1,273.6
2009,10,1,2,267.5
2009,10,1,3,267.2
2009,10,1,4,267.7
2009,10,1,5,268.8
2009,10,1,6,270.4
2009,10,1,7,272.1
2009,10,2,0,272.5
2009,10,2,1,269.9
2009,10,2,2,267.0
2009,10,2,3,268.7
2009,10,2,4,270.3
2009,10,2,5,269.3
2009,10,2,6,267.4
2009,10,2,7,264.0
2009,10,3,0,260.9
2009,10,3,1,261.2
2009,10,3,2,264.2
2009,10,3,3,266.1
2009,10,3,4,265.1
2009,10,3,5,262.2
2009,10,3,6,259.7
2009,10,3,7,255.4
2009,10,4,0,250.4
2009,10,4,1,249.9
2009,10,4,2,253.6
2009,10,4,3,257.8
2009,10,4,4,259.8
2009,10,4,5,259.5
2009,10,4,6,260.1
2009,10,4,7,260.5
2009,10,5,0,261.0
2009,10,5,1,261.4
2009,10,5,2,262.4
2009,10,5,3,264.5
2009,10,5,4,262.0
2009,10,5,5,254.4
2009,10,5,6,252.1
2009,10,5,7,254.7
2009,10,6,0,257.0
2009,10,6,1,257.2
2009,10,6,2,258.7
2009,10,6,3,260.3
2009,10,6,4,260.8
2009,10,6,5,261.4
2009,10,6,6,263.3
2009,10,6,7,264.3
2009,10,7,0,264.1
2009,10,7,1,262.7
2009,10,7,2,260.5
2009,10,7,3,258.9
2009,10,7,4,256.6
2009,10,7,5,255.6
2009,10,7,6,256.5
2009,10,7,7,257.1
2009,10,8,0,256.7
2009,10,8,1,255.5
2009,10,8,2,253.8
2009,10,8,3,251.4
2009,10,8,4,249.9
2009,10,8,5,248.6
2009,10,8,6,250.1
2009,10,8,7,251.0
2009,10,9,0,251.6
2009,10,9,1,252.6
2009,10,9,2,250.6
2009,10,9,3,248.0
2009,10,9,4,250.8
2009,10,9,5,254.0
2009,10,9,6,255.3
2009,10,9,7,256.1
2009,10,10,0,257.6
2009,10,10,1,257.0
2009,10,10,2,256.2
2009,10,10,3,256.3
2009,10,10,4,254.1
2009,10,10,5,251.2
2009,10,10,6,251.5
2009,10,10,7,251.3
2009,10,11,0,252.7
2009,10,11,1,249.7
