####################################################################################################
# Month: 08Aug                                                                                     #
# Station: /n/holylfs05/LABS/bhi/Lab/doeleman_lab/freemanmd/am_output/SAN                          #
# Columns are: year    month   day     PWV (mm)                                                    #
####################################################################################################
year,month,day,PWV
2009,08,1,4.57344875
2009,08,2,5.0682375
2009,08,3,7.8130225
2009,08,4,13.0511125
2009,08,5,8.93978125
2009,08,6,4.48885
2009,08,7,1.76682125
2009,08,8,1.46725825
2009,08,9,2.35384125
2009,08,10,2.668345
2009,08,11,3.3568725
2009,08,12,6.92281125
2009,08,13,5.5341425
2009,08,14,3.14887375
2009,08,15,2.3778
2009,08,16,1.698795
2009,08,17,1.7530275
2009,08,18,4.303395
2009,08,19,5.8188525
2009,08,20,7.81626375
2009,08,21,10.93803625
2009,08,22,14.274275
2009,08,23,6.217335
2009,08,24,5.49157
2009,08,25,3.9911875
2009,08,26,2.838165
2009,08,27,2.62300875
2009,08,28,4.968985
2009,08,29,8.36931
2009,08,30,8.95237
2009,08,31,7.731445
2010,08,1,11.71109625
2010,08,2,10.89724375
2010,08,3,13.3639375
2010,08,4,8.32012
2010,08,5,3.6362075
2010,08,6,4.75832375
2010,08,7,2.89919625
2010,08,8,1.44162675
2010,08,9,1.41173225
2010,08,10,1.43642488
2010,08,11,1.30316762
2010,08,12,0.83563888
2010,08,13,1.20381012
2010,08,14,1.24940725
2010,08,15,2.671355
2010,08,16,8.0583425
2010,08,17,10.34820375
2010,08,18,13.54295
2010,08,19,11.7726125
2010,08,20,3.71523375
2010,08,21,9.331545
2010,08,22,12.632075
2010,08,23,4.58094875
2010,08,24,7.83521
2010,08,25,14.3721625
2010,08,26,16.151025
2010,08,27,12.22677625
2010,08,28,3.19556375
2010,08,29,2.0824725
2010,08,30,3.39161375
2010,08,31,2.61630125
2011,08,1,15.093525
2011,08,2,15.9559125
2011,08,3,13.97268125
2011,08,4,7.5299125
2011,08,5,1.07106762
2011,08,6,1.079561
2011,08,7,1.34332125
2011,08,8,1.23124575
2011,08,9,4.44198
2011,08,10,6.84681375
2011,08,11,5.46171625
2011,08,12,5.85208375
2011,08,13,15.449435
2011,08,14,7.89213
2011,08,15,6.34689875
2011,08,16,3.71217875
2011,08,17,6.0225625
2011,08,18,10.22612875
2011,08,19,3.81805
2011,08,20,3.47520125
2011,08,21,6.60334625
2011,08,22,13.13865
2011,08,23,11.2046375
2011,08,24,11.41668875
2011,08,25,10.8686875
2011,08,26,16.9342125
2011,08,27,18.4118375
2011,08,28,15.0502125
2011,08,29,12.8554875
2011,08,30,6.6735125
2011,08,31,5.82876375
2012,08,1,12.90295
2012,08,2,12.514675
2012,08,3,11.31060125
2012,08,4,10.65593
2012,08,5,8.42322375
2012,08,6,9.99738125
2012,08,7,14.875475
2012,08,8,13.598975
2012,08,9,14.0618
2012,08,10,13.23485625
2012,08,11,12.56639
2012,08,12,14.8302625
2012,08,13,13.9967125
2012,08,14,11.79077
2012,08,15,5.6517825
2012,08,16,13.20497875
2012,08,17,16.5710125
2012,08,18,15.9045
2012,08,19,15.1475375
2012,08,20,14.115
