####################################################################################################
# Month: 05May                                                                                     #
# Station: DomeA                                                                                   #
# Columns are: year    month   day     segment         RH (percent)                                #
####################################################################################################
year,month,day,segment,RH
2009,05,1,0,0.818394
2009,05,1,1,0.807018
2009,05,1,2,0.760874
2009,05,1,3,0.711488
2009,05,1,4,0.73954
2009,05,1,5,0.826996
2009,05,1,6,0.936307
2009,05,1,7,0.971645
2009,05,2,0,0.922643
2009,05,2,1,0.945324
2009,05,2,2,0.943198
2009,05,2,3,0.855796
2009,05,2,4,0.83503
2009,05,2,5,0.925411
2009,05,2,6,0.985582
2009,05,2,7,0.934114
2009,05,3,0,0.852546
2009,05,3,1,0.768513
2009,05,3,2,0.60437
2009,05,3,3,0.455268
2009,05,3,4,0.480288
2009,05,3,5,0.66196
2009,05,3,6,0.853865
2009,05,3,7,0.930802
2009,05,4,0,0.966283
2009,05,4,1,0.913774
2009,05,4,2,0.899673
2009,05,4,3,0.918573
2009,05,4,4,0.873634
2009,05,4,5,0.834575
2009,05,4,6,0.962454
2009,05,4,7,0.968072
2009,05,5,0,0.779608
2009,05,5,1,0.707232
2009,05,5,2,0.832512
2009,05,5,3,0.916114
2009,05,5,4,0.944422
2009,05,5,5,0.938247
2009,05,5,6,0.900995
2009,05,5,7,0.917948
2009,05,6,0,0.895855
2009,05,6,1,0.876203
2009,05,6,2,0.827628
2009,05,6,3,0.817009
2009,05,6,4,0.922277
2009,05,6,5,0.889147
2009,05,6,6,0.830816
2009,05,6,7,0.86231
2009,05,7,0,0.827412
2009,05,7,1,0.819594
2009,05,7,2,0.857987
2009,05,7,3,0.881052
2009,05,7,4,0.874439
2009,05,7,5,0.846601
2009,05,7,6,0.792982
2009,05,7,7,0.812712
2009,05,8,0,0.823101
2009,05,8,1,0.816796
2009,05,8,2,0.860681
2009,05,8,3,0.86962
2009,05,8,4,0.747268
2009,05,8,5,0.653935
2009,05,8,6,0.657259
2009,05,8,7,0.812432
2009,05,9,0,0.953254
2009,05,9,1,0.979315
2009,05,9,2,0.921654
2009,05,9,3,0.798367
2009,05,9,4,0.882554
2009,05,9,5,0.871153
2009,05,9,6,0.848881
2009,05,9,7,0.842104
2009,05,10,0,0.690814
2009,05,10,1,0.634823
2009,05,10,2,0.684674
2009,05,10,3,0.756435
2009,05,10,4,0.911417
2009,05,10,5,0.946924
2009,05,10,6,0.893691
2009,05,10,7,0.831058
2009,05,11,0,0.820369
2009,05,11,1,0.802101
2009,05,11,2,0.886334
2009,05,11,3,0.874936
2009,05,11,4,0.883587
2009,05,11,5,0.896622
2009,05,11,6,0.847773
2009,05,11,7,0.801439
2009,05,12,0,0.87281
2009,05,12,1,0.94471
2009,05,12,2,0.965645
2009,05,12,3,0.977237
2009,05,12,4,0.99869
2009,05,12,5,1.017406
2009,05,12,6,0.92761
2009,05,12,7,0.895112
2009,05,13,0,0.88611
2009,05,13,1,0.886365
2009,05,13,2,0.931163
2009,05,13,3,0.937407
2009,05,13,4,0.901833
2009,05,13,5,0.882941
2009,05,13,6,0.881128
2009,05,13,7,0.87786
2009,05,14,0,0.826449
2009,05,14,1,0.788146
2009,05,14,2,0.79518
2009,05,14,3,0.816982
2009,05,14,4,0.880789
2009,05,14,5,0.925405
2009,05,14,6,0.906919
2009,05,14,7,0.91866
2009,05,15,0,0.949322
2009,05,15,1,0.960729
2009,05,15,2,0.958921
2009,05,15,3,0.960388
2009,05,15,4,0.956417
2009,05,15,5,0.943103
2009,05,15,6,0.929403
2009,05,15,7,0.934014
2009,05,16,0,0.951988
2009,05,16,1,0.933102
2009,05,16,2,0.879767
2009,05,16,3,0.867338
2009,05,16,4,0.865673
2009,05,16,5,0.878315
2009,05,16,6,0.866968
2009,05,16,7,0.85283
2009,05,17,0,0.898721
2009,05,17,1,0.934445
2009,05,17,2,0.883202
2009,05,17,3,0.811786
2009,05,17,4,0.786975
2009,05,17,5,0.809388
2009,05,17,6,0.847443
2009,05,17,7,0.871059
2009,05,18,0,0.867491
2009,05,18,1,0.843379
2009,05,18,2,0.79504
2009,05,18,3,0.769743
2009,05,18,4,0.80251
2009,05,18,5,0.781588
2009,05,18,6,0.682942
2009,05,18,7,0.638793
2009,05,19,0,0.583206
2009,05,19,1,0.454134
2009,05,19,2,0.976771
2009,05,19,3,0.988175
2009,05,19,4,0.988742
2009,05,19,5,0.988904
2009,05,19,6,0.985796
2009,05,19,7,0.979756
2009,05,20,0,0.929304
2009,05,20,1,0.937224
2009,05,20,2,0.88684
2009,05,20,3,0.851986
2009,05,20,4,0.856741
2009,05,20,5,0.895832
2009,05,20,6,0.827291
2009,05,20,7,0.804768
2009,05,21,0,0.853267
2009,05,21,1,0.927938
2009,05,21,2,0.803698
2009,05,21,3,0.676805
2009,05,21,4,0.655256
2009,05,21,5,0.470829
2009,05,21,6,0.437185
2009,05,21,7,0.335736
