####################################################################################################
# Month: 05May                                                                                     #
# Station: /n/holyscratch01/doeleman_lab/freemanmd/am_output/APEX                                  #
# Columns are: year    month   day     segment         PWV (mm)                                    #
####################################################################################################
year,month,day,segment,PWV
2009,05,1,0,3.8038600000000002
2009,05,1,1,3.57421
2009,05,1,2,3.29808
2009,05,1,3,2.84734
2009,05,1,4,2.4276
2009,05,1,5,2.4144699999999997
2009,05,1,6,2.7068600000000003
2009,05,1,7,2.80446
2009,05,2,0,2.80341
2009,05,2,1,2.60215
2009,05,2,2,2.30627
2009,05,2,3,2.04691
2009,05,2,4,1.79131
2009,05,2,5,1.75648
2009,05,2,6,1.59971
2009,05,2,7,1.36899
2009,05,3,0,1.00349
2009,05,3,1,0.79114
2009,05,3,2,0.640573
2009,05,3,3,0.660741
2009,05,3,4,0.9215549999999999
2009,05,3,5,1.71619
2009,05,3,6,1.68471
2009,05,3,7,1.31633
2009,05,4,0,0.859974
2009,05,4,1,0.720989
2009,05,4,2,0.692901
2009,05,4,3,0.679451
2009,05,4,4,0.74822
2009,05,4,5,1.03907
2009,05,4,6,1.18927
2009,05,4,7,1.1043900000000002
2009,05,5,0,0.7042759999999999
2009,05,5,1,0.631599
2009,05,5,2,0.768439
2009,05,5,3,1.20497
2009,05,5,4,1.7480499999999999
2009,05,5,5,2.08444
2009,05,5,6,2.77349
2009,05,5,7,3.05312
2009,05,6,0,1.98512
2009,05,6,1,1.31728
2009,05,6,2,1.04498
2009,05,6,3,0.8199919999999999
2009,05,6,4,1.01858
2009,05,6,5,1.8948900000000002
2009,05,6,6,2.50483
2009,05,6,7,3.16196
2009,05,7,0,2.41757
2009,05,7,1,1.5498800000000001
2009,05,7,2,1.4348699999999999
2009,05,7,3,1.3714600000000001
2009,05,7,4,1.13589
2009,05,7,5,1.2900999999999998
2009,05,7,6,1.47699
2009,05,7,7,1.59232
2009,05,8,0,1.02895
2009,05,8,1,0.5752630000000001
2009,05,8,2,0.433829
2009,05,8,3,0.354331
2009,05,8,4,0.28491500000000003
2009,05,8,5,0.357401
2009,05,8,6,0.429601
2009,05,8,7,0.6980729999999999
