####################################################################################################
# Month: 12Dec                                                                                     #
# Station: /n/holylfs05/LABS/bhi/Lab/doeleman_lab/freemanmd/am_output/SPX                          #
# Columns are: year    month   day     Pbase (mbar)                                                #
####################################################################################################
year,month,day,Pbase
2009,12,1,616.413515
2009,12,2,614.60478625
2009,12,3,613.03781125
2009,12,4,614.06824
2009,12,5,615.59099625
2009,12,6,618.869385
2009,12,7,615.93784625
2009,12,8,614.89252625
2009,12,9,613.55484625
2009,12,10,612.48329375
2009,12,11,611.180315
2009,12,12,614.40307375
2009,12,13,616.89928375
2009,12,14,615.83481625
2009,12,15,616.364385
2009,12,16,617.30260625
2009,12,17,612.78017375
2009,12,18,608.064815
2009,12,19,606.9256625
2009,12,20,607.44323125
2009,12,21,608.7125325
2009,12,22,609.47061875
2009,12,23,609.018075
2009,12,24,611.705255
2009,12,25,612.3714175
2009,12,26,612.709125
2009,12,27,612.3467325
2009,12,28,612.7524525
2009,12,29,613.89060625
2009,12,30,614.57174875
2009,12,31,615.8397525
2010,12,1,605.854125
2010,12,2,608.91082
2010,12,3,613.1283425
2010,12,4,613.17959125
2010,12,5,615.62182125
2010,12,6,621.3616325
2010,12,7,627.96588875
2010,12,8,632.27659375
2010,12,9,624.05424125
2010,12,10,621.53215
2010,12,11,620.3118225
2010,12,12,620.39396625
2010,12,13,618.237695
2010,12,14,619.12954625
2010,12,15,621.26232125
2010,12,16,616.72241875
2010,12,17,618.10671
2010,12,18,618.56434875
2010,12,19,616.92481125
2010,12,20,616.48251875
2010,12,21,618.2554475
2010,12,22,619.6679925
2010,12,23,620.9552525
2010,12,24,621.20337375
2010,12,25,622.38057875
2010,12,26,623.38614
2010,12,27,622.09637375
2010,12,28,619.19987375
2010,12,29,617.6350775
2010,12,30,618.395165
2010,12,31,617.403175
2011,12,1,604.0617425
2011,12,2,604.74048375
2011,12,3,607.1840225
2011,12,4,609.5559925
2011,12,5,610.527015
2011,12,6,608.35676
2011,12,7,608.579015
2011,12,8,607.79508
2011,12,9,603.47544
2011,12,10,602.446935
2011,12,11,605.11287375
2011,12,12,607.72309625
2011,12,13,605.7815525
2011,12,14,604.84151375
2011,12,15,608.87272375
2011,12,16,609.57973625
2011,12,17,611.5828925
2011,12,18,610.98686
2011,12,19,614.0312475
2011,12,20,614.535555
2011,12,21,617.112865
2011,12,22,616.09434125
2011,12,23,619.08751
2011,12,24,620.88052125
2011,12,25,618.2819275
2011,12,26,615.99599
2011,12,27,615.68695875
2011,12,28,612.975395
2011,12,29,610.45591625
2011,12,30,612.734365
2011,12,31,612.42391
2012,12,1,613.93277125
2012,12,2,613.87694125
2012,12,3,615.721845
2012,12,4,618.36112375
2012,12,5,616.6177725
2012,12,6,616.10155625
2012,12,7,618.59888875
2012,12,8,616.99412625
2012,12,9,616.02184375
2012,12,10,617.66379625
2012,12,11,615.73243125
2012,12,12,614.76333
2012,12,13,615.24883
2012,12,14,615.3304775
2012,12,15,614.444865
2012,12,16,614.707
2012,12,17,614.74997625
2012,12,18,615.81578
2012,12,19,618.45708375
2012,12,20,619.5394025
2012,12,21,620.14044625
2012,12,22,622.505945
2012,12,23,624.839575
2012,12,24,624.3188175
2012,12,25,625.03220125
2012,12,26,627.21691625
2012,12,27,624.94927625
2012,12,28,620.10344375
2012,12,29,618.2516275
2012,12,30,617.23336375
2012,12,31,616.55354625
2013,12,1,611.4727975
2013,12,2,611.57340875
2013,12,3,611.5048325
2013,12,4,608.40410375
2013,12,5,608.100555
2013,12,6,610.670105
2013,12,7,609.876505
2013,12,8,616.350135
2013,12,9,616.87711875
2013,12,10,615.27680125
2013,12,11,615.07511125
2013,12,12,616.98219375
2013,12,13,614.73234625
2013,12,14,612.4583975
2013,12,15,615.20048875
2013,12,16,617.272645
2013,12,17,616.0494825
2013,12,18,614.0859575
2013,12,19,615.19638125
2013,12,20,615.488315
2013,12,21,612.10675625
2013,12,22,611.0370825
2013,12,23,611.76517375
2013,12,24,616.698705
2013,12,25,616.97791875
2013,12,26,614.43366375
2013,12,27,614.21299625
2013,12,28,617.24189625
2013,12,29,616.98886625
2013,12,30,617.24131125
2013,12,31,619.18441
2014,12,1,606.9389025
2014,12,2,604.5379325
2014,12,3,607.86630375
2014,12,4,608.589655
2014,12,5,606.89559
2014,12,6,607.9602275
2014,12,7,609.8960575
2014,12,8,611.404795
2014,12,9,611.51342375
2014,12,10,611.943445
2014,12,11,612.21892
2014,12,12,613.645235
2014,12,13,615.78617625
2014,12,14,616.69492625
2014,12,15,612.10424875
2014,12,16,609.1883075
2014,12,17,611.7486375
2014,12,18,613.02147625
2014,12,19,611.90621375
2014,12,20,611.34361875
2014,12,21,612.1056925
2014,12,22,614.814695
2014,12,23,617.0595825
2014,12,24,615.40986
2014,12,25,613.4723525
2014,12,26,614.2209375
2014,12,27,613.9059175
2014,12,28,613.22748375
2014,12,29,612.52596125
2014,12,30,613.9772675
2014,12,31,616.23668
2015,12,1,609.351545
2015,12,2,613.526815
2015,12,3,616.96038125
2015,12,4,614.8073825
2015,12,5,614.639435
2015,12,6,617.90236625
2015,12,7,618.54626625
2015,12,8,619.9922025
2015,12,9,620.86790875
2015,12,10,621.4698
2015,12,11,619.40216875
2015,12,12,617.9742975
2015,12,13,617.16558875
2015,12,14,616.33644625
2015,12,15,615.376265
2015,12,16,613.05044
2015,12,17,612.9105625
2015,12,18,610.93776
2015,12,19,609.6488475
2015,12,20,612.96664875
2015,12,21,614.01506125
2015,12,22,616.2795475
2015,12,23,621.25064
2015,12,24,617.24530125
2015,12,25,613.95461625
2015,12,26,615.50515375
2015,12,27,612.93036875
2015,12,28,608.61783125
2015,12,29,608.81412625
2015,12,30,613.09676875
2015,12,31,611.16485
2016,12,1,615.5810575
2016,12,2,619.411915
2016,12,3,618.72906125
2016,12,4,618.2424775
2016,12,5,619.0877525
2016,12,6,619.3120175
2016,12,7,616.7888375
2016,12,8,615.49032
2016,12,9,616.12369625
2016,12,10,616.283625
2016,12,11,615.27120125
2016,12,12,615.80878
2016,12,13,619.0524325
2016,12,14,619.5137125
2016,12,15,618.45306375
2016,12,16,622.2867075
2016,12,17,625.50459625
2016,12,18,624.71363875
2016,12,19,623.29019375
2016,12,20,621.42996125
2016,12,21,620.7585725
2016,12,22,620.91709625
2016,12,23,621.66728125
2016,12,24,620.63810375
2016,12,25,620.07004875
2016,12,26,619.60593125
2016,12,27,618.1541375
2016,12,28,615.81308
2016,12,29,615.44913125
2016,12,30,616.57845375
2016,12,31,618.5836275
2017,12,1,610.994735
2017,12,2,606.97375375
2017,12,3,604.99452
2017,12,4,604.70561
2017,12,5,606.5322475
2017,12,6,608.7680075
2017,12,7,609.69630875
2017,12,8,610.2148875
2017,12,9,612.26237
2017,12,10,615.43881
2017,12,11,616.723065
