####################################################################################################
# Month: 11Nov                                                                                     #
# Station: /n/holylfs05/LABS/bhi/Lab/doeleman_lab/freemanmd/am_output/BGA                          #
# Columns are: year    month   day     PWV (mm)                                                    #
####################################################################################################
year,month,day,PWV
2009,11,1,0.81786075
2009,11,2,1.07895188
2009,11,3,5.29530125
2009,11,4,3.139815
2009,11,5,5.66223
2009,11,6,7.48794375
2009,11,7,7.58508875
2009,11,8,7.227785
2009,11,9,5.729095
2009,11,10,5.4450825
2009,11,11,4.0150925
2009,11,12,3.79980375
2009,11,13,2.49086625
2009,11,14,4.05655375
2009,11,15,4.13147625
2009,11,16,5.96642
2009,11,17,5.379515
2009,11,18,2.3912125
2009,11,19,2.98221625
2009,11,20,3.2737325
2009,11,21,1.6064815
2009,11,22,2.74259
2009,11,23,2.61930125
2009,11,24,2.74534
2009,11,25,3.1549175
2009,11,26,1.188525
2009,11,27,2.6590875
2009,11,28,4.429155
2009,11,29,0.91966338
2009,11,30,4.2452575
2010,11,1,1.73922462
2010,11,2,3.80238125
2010,11,3,4.95449875
2010,11,4,6.31738625
2010,11,5,3.0569125
2010,11,6,1.282705
2010,11,7,2.629805
2010,11,8,6.1367875
2010,11,9,6.14041625
2010,11,10,5.00911
2010,11,11,5.3748775
2010,11,12,3.70552625
2010,11,13,4.04882625
2010,11,14,5.02281875
2010,11,15,5.094525
2010,11,16,3.71787625
2010,11,17,4.67794375
2010,11,18,3.0821675
2010,11,19,4.30358875
2010,11,20,2.1102125
2010,11,21,2.88088875
2010,11,22,5.5434875
2010,11,23,3.9681975
2010,11,24,2.59622375
2010,11,25,1.78753875
2010,11,26,3.28827625
2010,11,27,4.01576088
2010,11,28,4.81193625
2010,11,29,3.059005
2010,11,30,8.05177875
2011,11,1,3.53405875
2011,11,2,2.30510375
2011,11,3,1.71178875
2011,11,4,1.62837375
2011,11,5,2.132915
2011,11,6,2.9279
2011,11,7,4.35427875
2011,11,8,2.39081625
2011,11,9,4.26802
2011,11,10,2.7920625
2011,11,11,2.16793525
2011,11,12,1.82740212
2011,11,13,1.96132
2011,11,14,0.81908938
2011,11,15,0.84072012
2011,11,16,1.33093812
2011,11,17,1.36590975
2011,11,18,1.94929625
2011,11,19,1.2239875
2011,11,20,1.00964388
2011,11,21,0.82259888
2011,11,22,2.21056575
2011,11,23,5.15446375
2011,11,24,4.43564
2011,11,25,2.9434275
2011,11,26,1.13137063
2011,11,27,3.591605
2011,11,28,3.3852325
2011,11,29,1.4103775
2011,11,30,1.01770937
2012,11,1,8.0289525
2012,11,2,3.01807625
2012,11,3,2.11227625
2012,11,4,5.95218875
2012,11,5,9.25222375
2012,11,6,5.92977
2012,11,7,5.6604525
2012,11,8,1.31904
2012,11,9,3.71283625
2012,11,10,0.8710365
2012,11,11,1.40992562
2012,11,12,5.329665
2012,11,13,5.07941375
2012,11,14,4.40728375
2012,11,15,3.60992125
2012,11,16,2.95351875
2012,11,17,2.4182725
2012,11,18,3.10194875
2012,11,19,2.86295875
2012,11,20,5.0821875
2012,11,21,4.6167575
2012,11,22,2.35702
2012,11,23,3.46650125
2012,11,24,3.1018225
2012,11,25,3.3879425
2012,11,26,2.1707075
2012,11,27,2.3530375
2012,11,28,3.7155375
2012,11,29,4.26845412
2012,11,30,1.9906485
2013,11,1,4.15817
2013,11,2,2.516155
2013,11,3,4.60106875
2013,11,4,6.8557675
2013,11,5,5.8422975
2013,11,6,6.61562375
2013,11,7,4.33493
2013,11,8,3.7012875
2013,11,9,2.600775
