####################################################################################################
# Month: 07Jul                                                                                     #
# Station: /n/holyscratch01/doeleman_lab/freemanmd/am_output/DomeC                                 #
# Columns are: year    month   day     segment         Tbase (K)                                   #
####################################################################################################
year,month,day,segment,Tbase
2009,07,1,0,242.8
2009,07,1,1,242.3
2009,07,1,2,243.0
2009,07,1,3,244.4
2009,07,1,4,246.2
2009,07,1,5,247.1
2009,07,1,6,245.4
2009,07,1,7,244.4
2009,07,2,0,245.0
2009,07,2,1,246.0
2009,07,2,2,248.3
2009,07,2,3,249.6
2009,07,2,4,248.7
2009,07,2,5,246.6
2009,07,2,6,244.7
2009,07,2,7,243.1
2009,07,3,0,243.8
2009,07,3,1,246.1
2009,07,3,2,247.7
2009,07,3,3,249.0
2009,07,3,4,250.1
2009,07,3,5,249.4
2009,07,3,6,246.7
2009,07,3,7,245.0
2009,07,4,0,245.2
2009,07,4,1,246.4
2009,07,4,2,248.7
2009,07,4,3,249.9
2009,07,4,4,249.4
2009,07,4,5,248.2
2009,07,4,6,246.1
2009,07,4,7,244.9
2009,07,5,0,245.5
2009,07,5,1,247.2
2009,07,5,2,248.3
2009,07,5,3,248.9
2009,07,5,4,248.8
2009,07,5,5,248.2
2009,07,5,6,246.4
2009,07,5,7,243.9
2009,07,6,0,244.9
2009,07,6,1,243.9
2009,07,6,2,243.1
2009,07,6,3,242.9
2009,07,6,4,242.5
2009,07,6,5,242.1
2009,07,6,6,241.6
2009,07,6,7,241.1
2009,07,7,0,241.4
2009,07,7,1,241.9
2009,07,7,2,247.2
2009,07,7,3,247.5
2009,07,7,4,247.5
2009,07,7,5,246.6
2009,07,7,6,244.7
2009,07,7,7,243.9
2009,07,8,0,245.1
2009,07,8,1,247.3
2009,07,8,2,248.4
2009,07,8,3,248.3
2009,07,8,4,248.1
2009,07,8,5,246.8
2009,07,8,6,245.0
2009,07,8,7,243.7
2009,07,9,0,244.0
2009,07,9,1,245.3
2009,07,9,2,245.9
2009,07,9,3,245.9
2009,07,9,4,245.9
2009,07,9,5,245.2
2009,07,9,6,244.7
2009,07,9,7,243.8
2009,07,10,0,241.1
2009,07,10,1,241.4
2009,07,10,2,242.2
2009,07,10,3,243.2
2009,07,10,4,243.8
2009,07,10,5,244.3
2009,07,10,6,244.3
2009,07,10,7,244.4
2009,07,11,0,248.4
2009,07,11,1,248.4
2009,07,11,2,247.2
2009,07,11,3,246.2
2009,07,11,4,246.4
2009,07,11,5,246.3
2009,07,11,6,245.9
2009,07,11,7,245.4
2009,07,12,0,245.6
2009,07,12,1,246.2
2009,07,12,2,246.2
2009,07,12,3,246.0
2009,07,12,4,246.2
2009,07,12,5,245.9
2009,07,12,6,245.2
2009,07,12,7,245.1
2009,07,13,0,245.8
2009,07,13,1,246.3
2009,07,13,2,246.4
2009,07,13,3,246.3
2009,07,13,4,246.4
2009,07,13,5,246.2
2009,07,13,6,246.0
2009,07,13,7,245.9
2009,07,14,0,245.6
2009,07,14,1,245.4
2009,07,14,2,245.4
2009,07,14,3,245.4
2009,07,14,4,244.9
2009,07,14,5,244.3
2009,07,14,6,244.0
2009,07,14,7,244.0
2009,07,15,0,243.9
2009,07,15,1,243.8
2009,07,15,2,244.7
2009,07,15,3,245.4
2009,07,15,4,246.6
2009,07,15,5,247.1
2009,07,15,6,245.5
2009,07,15,7,244.0
2009,07,16,0,244.4
2009,07,16,1,245.7
2009,07,16,2,245.4
2009,07,16,3,244.7
2009,07,16,4,244.2
2009,07,16,5,243.5
2009,07,16,6,242.2
2009,07,16,7,241.3
2009,07,17,0,242.2
2009,07,17,1,243.0
2009,07,17,2,242.8
2009,07,17,3,242.6
2009,07,17,4,242.5
2009,07,17,5,242.2
2009,07,17,6,241.8
2009,07,17,7,241.6
2009,07,18,0,242.4
2009,07,18,1,242.9
2009,07,18,2,242.5
2009,07,18,3,242.2
2009,07,18,4,242.2
2009,07,18,5,242.1
2009,07,18,6,241.6
2009,07,18,7,241.5
2009,07,19,0,242.9
2009,07,19,1,244.1
2009,07,19,2,244.6
2009,07,19,3,245.4
2009,07,19,4,245.8
2009,07,19,5,245.7
2009,07,19,6,245.6
2009,07,19,7,245.3
2009,07,20,0,245.6
2009,07,20,1,246.1
2009,07,20,2,246.5
2009,07,20,3,246.8
2009,07,20,4,246.9
2009,07,20,5,246.8
2009,07,20,6,246.1
2009,07,20,7,237.4
2009,07,21,0,236.8
2009,07,21,1,237.9
2009,07,21,2,240.8
2009,07,21,3,242.7
2009,07,21,4,242.5
2009,07,21,5,241.4
2009,07,21,6,240.2
2009,07,21,7,239.5
2009,07,22,0,240.3
2009,07,22,1,242.0
2009,07,22,2,243.1
2009,07,22,3,247.0
2009,07,22,4,246.6
2009,07,22,5,246.7
2009,07,22,6,247.0
2009,07,22,7,246.9
2009,07,23,0,242.8
2009,07,23,1,243.8
2009,07,23,2,244.7
2009,07,23,3,245.2
2009,07,23,4,244.5
2009,07,23,5,245.7
2009,07,23,6,245.9
2009,07,23,7,246.0
2009,07,24,0,248.9
2009,07,24,1,250.2
2009,07,24,2,251.4
2009,07,24,3,252.0
2009,07,24,4,251.6
2009,07,24,5,251.7
2009,07,24,6,246.1
2009,07,24,7,246.2
2009,07,25,0,246.8
2009,07,25,1,252.7
2009,07,25,2,253.3
2009,07,25,3,253.9
2009,07,25,4,253.2
2009,07,25,5,252.1
2009,07,25,6,250.6
2009,07,25,7,245.5
2009,07,26,0,244.3
2009,07,26,1,245.6
2009,07,26,2,249.6
2009,07,26,3,249.0
2009,07,26,4,248.7
2009,07,26,5,248.6
2009,07,26,6,248.5
2009,07,26,7,248.5
2009,07,27,0,248.8
2009,07,27,1,248.8
2009,07,27,2,248.4
2009,07,27,3,248.3
2009,07,27,4,247.7
2009,07,27,5,246.8
2009,07,27,6,246.0
2009,07,27,7,239.4
2009,07,28,0,239.3
2009,07,28,1,240.7
2009,07,28,2,245.5
2009,07,28,3,245.0
2009,07,28,4,246.5
2009,07,28,5,241.2
2009,07,28,6,239.5
2009,07,28,7,238.3
2009,07,29,0,238.0
2009,07,29,1,240.2
2009,07,29,2,247.3
2009,07,29,3,248.4
2009,07,29,4,243.2
2009,07,29,5,241.7
2009,07,29,6,239.9
2009,07,29,7,247.3
2009,07,30,0,248.0
2009,07,30,1,249.2
2009,07,30,2,246.6
2009,07,30,3,244.4
2009,07,30,4,243.6
2009,07,30,5,242.7
2009,07,30,6,242.5
2009,07,30,7,243.5
2009,07,31,0,244.6
2009,07,31,1,245.1
2009,07,31,2,245.5
2009,07,31,3,245.9
2009,07,31,4,244.7
2009,07,31,5,242.7
2009,07,31,6,239.2
2009,07,31,7,237.8
2009,07,1,0,237.5
2009,07,1,1,239.2
2009,07,1,2,241.1
2009,07,1,3,242.0
2009,07,1,4,241.8
2009,07,1,5,240.3
2009,07,1,6,238.6
2009,07,1,7,237.8
2009,07,2,0,238.3
2009,07,2,1,239.3
2009,07,2,2,240.5
2009,07,2,3,241.4
2009,07,2,4,241.7
2009,07,2,5,241.4
2009,07,2,6,239.5
2009,07,2,7,237.8
2009,07,3,0,238.6
2009,07,3,1,240.1
2009,07,3,2,242.0
2009,07,3,3,242.9
2009,07,3,4,242.5
2009,07,3,5,241.2
2009,07,3,6,239.9
2009,07,3,7,239.1
2009,07,4,0,238.2
2009,07,4,1,238.6
2009,07,4,2,242.4
2009,07,4,3,241.9
2009,07,4,4,241.9
2009,07,4,5,242.1
2009,07,4,6,238.2
2009,07,4,7,237.8
2009,07,5,0,238.7
2009,07,5,1,239.4
2009,07,5,2,239.0
2009,07,5,3,239.0
2009,07,5,4,239.4
2009,07,5,5,240.7
