####################################################################################################
# Month: 07Jul                                                                                     #
# Station: /n/holylfs05/LABS/bhi/Lab/doeleman_lab/freemanmd/am_output/KEN                          #
# Columns are: year    month   day     PWV (mm)                                                    #
####################################################################################################
year,month,day,PWV
2009,07,1,10.06420125
2009,07,2,7.1828875
2009,07,3,5.14438625
2009,07,4,3.84357
2009,07,5,6.62679625
2009,07,6,8.9151625
2009,07,7,8.1055175
2009,07,8,7.33634125
2009,07,9,6.3135225
2009,07,10,6.54105625
2009,07,11,6.5671875
2009,07,12,6.9091425
2009,07,13,5.806785
2009,07,14,7.75952375
2009,07,15,9.32672125
2009,07,16,10.51987
2009,07,17,7.320875
2009,07,18,7.757025
2009,07,19,10.20021375
2009,07,20,10.05939
2009,07,21,8.33886
2009,07,22,8.89624
2009,07,23,8.770995
2009,07,24,7.77339625
2009,07,25,8.08559
2009,07,26,4.56588875
2009,07,27,4.90686375
2009,07,28,5.874125
2009,07,29,6.18505625
2009,07,30,5.3657175
2009,07,31,6.45035
2010,07,1,9.70223875
2010,07,2,10.0885825
2010,07,3,10.6829375
2010,07,4,11.7960125
2010,07,5,8.3579
2010,07,6,7.11307
2010,07,7,8.55894125
2010,07,8,8.61365875
2010,07,9,9.20798375
2010,07,10,8.19510875
2010,07,11,7.2874025
2010,07,12,8.8888
2010,07,13,5.22936
2010,07,14,6.11387375
2010,07,15,4.72898
2010,07,16,3.43327125
2010,07,17,2.9806725
2010,07,18,3.38948375
2010,07,19,5.84254
2010,07,20,5.17397375
2010,07,21,10.18771875
2010,07,22,11.59129875
2010,07,23,8.96125875
2010,07,24,10.6141225
2010,07,25,12.2752625
2010,07,26,12.181525
2010,07,27,10.45332875
2010,07,28,10.28374125
2010,07,29,12.18985
2010,07,30,11.837625
2010,07,31,10.41799
2011,07,1,11.234045
2011,07,2,10.53138125
2011,07,3,5.915065
2011,07,4,4.675865
2011,07,5,4.7503
2011,07,6,5.93185
2011,07,7,7.57842
2011,07,8,8.58985875
2011,07,9,8.00236625
2011,07,10,8.114865
2011,07,11,5.14422375
2011,07,12,5.36779125
2011,07,13,7.29500625
2011,07,14,8.31096625
2011,07,15,8.49685625
2011,07,16,5.07477875
2011,07,17,6.27932125
2011,07,18,9.02980125
2011,07,19,11.36511125
2011,07,20,13.4757375
2011,07,21,11.18733
2011,07,22,11.5744275
2011,07,23,11.77159875
2011,07,24,13.56155
2011,07,25,13.435675
2011,07,26,12.6999875
2011,07,27,10.75882625
2011,07,28,10.178255
2011,07,29,11.50520375
2011,07,30,12.842725
2011,07,31,10.43111375
2012,07,1,9.9344675
2012,07,2,10.65258875
2012,07,3,11.6992
2012,07,4,11.86255
2012,07,5,10.59464875
2012,07,6,11.37388
2012,07,7,10.7795975
2012,07,8,11.072025
2012,07,9,11.9160125
2012,07,10,8.13992875
2012,07,11,6.4433325
2012,07,12,8.28536
2012,07,13,6.6746125
2012,07,14,4.943615
2012,07,15,6.35584625
2012,07,16,9.30869
2012,07,17,11.706655
2012,07,18,9.2743825
2012,07,19,7.2468225
2012,07,20,6.17206
2012,07,21,10.64502375
2012,07,22,10.8113375
2012,07,23,13.8189
2012,07,24,11.3167
2012,07,25,11.17206625
2012,07,26,11.674825
2012,07,27,11.83915
2012,07,28,12.9042
2012,07,29,13.7380125
2012,07,30,11.54855625
2012,07,31,8.77442375
2013,07,1,4.9833075
2013,07,2,4.6085425
2013,07,3,6.33782875
2013,07,4,4.71961625
2013,07,5,4.84468125
2013,07,6,8.60384
2013,07,7,7.14841
2013,07,8,6.00236125
2013,07,9,10.32610375
2013,07,10,12.4944125
2013,07,11,9.6989725
2013,07,12,8.27811375
2013,07,13,11.150655
2013,07,14,11.209335
2013,07,15,8.15767875
2013,07,16,7.40663625
2013,07,17,7.99732625
2013,07,18,8.31577375
2013,07,19,10.5646925
2013,07,20,12.92765
2013,07,21,11.7492875
2013,07,22,11.815575
2013,07,23,12.3845875
2013,07,24,10.604395
2013,07,25,6.42028375
2013,07,26,6.0187275
2013,07,27,9.38122
2013,07,28,12.3886125
2013,07,29,11.54868875
2013,07,30,10.9571125
2013,07,31,9.0180325
2014,07,1,6.265025
2014,07,2,4.94424625
2014,07,3,3.76463625
2014,07,4,4.62791875
2014,07,5,3.91113
2014,07,6,6.437775
2014,07,7,5.63275625
2014,07,8,8.83309875
2014,07,9,9.37566375
2014,07,10,10.954145
2014,07,11,9.530565
2014,07,12,5.689225
2014,07,13,4.835035
2014,07,14,7.489865
2014,07,15,10.89387375
2014,07,16,8.4251525
2014,07,17,8.0300575
2014,07,18,7.64236625
2014,07,19,9.71091625
2014,07,20,12.8719425
2014,07,21,11.99195375
2014,07,22,12.6427625
2014,07,23,9.552375
2014,07,24,9.67221625
2014,07,25,9.20408875
2014,07,26,11.5923
2014,07,27,9.65821125
2014,07,28,7.92248625
2014,07,29,6.2533
2014,07,30,5.30752625
2014,07,31,5.47312375
2015,07,1,8.4595175
2015,07,2,7.85911375
2015,07,3,5.99829
2015,07,4,5.39311125
2015,07,5,2.8267375
2015,07,6,6.14284125
2015,07,7,5.57382
2015,07,8,3.9168925
2015,07,9,4.02320375
2015,07,10,3.48891
2015,07,11,3.8697975
2015,07,12,4.9121275
2015,07,13,5.57289875
2015,07,14,7.62765125
2015,07,15,7.93246625
2015,07,16,5.69494125
2015,07,17,5.002395
2015,07,18,7.7983175
2015,07,19,13.3205625
2015,07,20,12.5034
2015,07,21,11.652375
2015,07,22,11.139555
2015,07,23,10.6426825
2015,07,24,9.62086625
2015,07,25,10.62991
2015,07,26,12.7726625
2015,07,27,10.83369375
2015,07,28,9.62832875
2015,07,29,7.3859525
2015,07,30,7.07065875
2015,07,31,7.61899125
2016,07,1,9.03618
2016,07,2,9.07417625
2016,07,3,11.70813625
2016,07,4,9.841195
2016,07,5,10.66820875
2016,07,6,8.8228225
2016,07,7,10.4264625
2016,07,8,10.7212875
2016,07,9,11.44136875
2016,07,10,11.1753875
2016,07,11,9.88825625
2016,07,12,10.54670375
2016,07,13,9.46579875
2016,07,14,9.381915
2016,07,15,11.3365625
2016,07,16,9.42579625
2016,07,17,7.91764125
2016,07,18,6.1169225
2016,07,19,8.57547625
2016,07,20,8.37167875
2016,07,21,7.5660325
2016,07,22,7.4021675
2016,07,23,5.6922375
2016,07,24,7.296325
2016,07,25,8.71398
2016,07,26,6.40492625
2016,07,27,6.86022625
2016,07,28,11.6213
2016,07,29,10.48349
2016,07,30,9.53273375
2016,07,31,12.18305
2017,07,1,10.205435
2017,07,2,7.0346725
2017,07,3,10.221895
2017,07,4,11.2259875
2017,07,5,11.8560625
2017,07,6,8.4852625
2017,07,7,6.37040625
2017,07,8,4.61198875
2017,07,9,6.34566
2017,07,10,7.66217375
2017,07,11,9.14475625
2017,07,12,10.53227125
2017,07,13,9.57803375
2017,07,14,11.39525625
2017,07,15,10.47657
2017,07,16,6.8664175
2017,07,17,6.99894
2017,07,18,5.60065625
2017,07,19,6.15607
2017,07,20,9.18231625
2017,07,21,12.09455875
2017,07,22,14.567525
2017,07,23,13.357425
2017,07,24,12.9226375
2017,07,25,11.44052625
2017,07,26,11.98404125
2017,07,27,12.46135
2017,07,28,12.37648875
2017,07,29,6.20425125
2017,07,30,9.84947375
2017,07,31,8.308215
2018,07,1,10.114535
2018,07,2,11.450725
2018,07,3,9.51596375
2018,07,4,7.65414625
2018,07,5,5.477765
2018,07,6,4.41118375
2018,07,7,4.17018625
2018,07,8,7.2891725
2018,07,9,7.897935
2018,07,10,9.0824925
2018,07,11,10.05186375
2018,07,12,10.72842125
2018,07,13,9.03227125
2018,07,14,7.10933
2018,07,15,8.44642125
2018,07,16,4.56680875
2018,07,17,6.2800925
2018,07,18,5.94115125
2018,07,19,6.91001
2018,07,20,8.2000375
2018,07,21,7.0957325
2018,07,22,5.2795225
2018,07,23,4.7541375
2018,07,24,4.94947375
2018,07,25,8.2959325
2018,07,26,10.72971375
2018,07,27,8.74009625
2018,07,28,6.83633875
2018,07,29,9.21820375
2018,07,30,9.73195875
2018,07,31,8.1606775
2019,07,1,10.20452625
2019,07,2,9.533555
2019,07,3,7.53335375
2019,07,4,7.33232375
2019,07,5,5.59453125
2019,07,6,7.54485875
2019,07,7,7.9695475
2019,07,8,6.26187
2019,07,9,6.60843875
2019,07,10,8.69757875
2019,07,11,8.66210625
2019,07,12,8.79229125
2019,07,13,9.91667
2019,07,14,7.84578875
2019,07,15,7.67186125
2019,07,16,7.9326375
2019,07,17,6.44997125
