####################################################################################################
# Month: 03Mar                                                                                     #
# Station: /n/holyscratch01/doeleman_lab/freemanmd/am_output/PER                                   #
# Columns are: year    month   day     segment         Pbase (mbar)                                #
####################################################################################################
year,month,day,segment,Pbase
2009,03,1,0,751.6488
2009,03,1,1,750.68345
2009,03,1,2,749.54269
2009,03,1,3,748.03605
2009,03,1,4,747.33869
2009,03,1,5,747.07145
2009,03,1,6,746.69683
2009,03,1,7,746.45263
2009,03,2,0,747.11072
2009,03,2,1,747.75718
2009,03,2,2,747.93657
2009,03,2,3,748.16506
2009,03,2,4,747.98579
2009,03,2,5,747.79524
2009,03,2,6,747.82969
2009,03,2,7,748.03722
2009,03,3,0,748.55732
2009,03,3,1,748.83966
2009,03,3,2,748.94369
2009,03,3,3,749.47367
2009,03,3,4,750.52334
2009,03,3,5,750.84554
2009,03,3,6,751.25769
2009,03,3,7,752.02526
2009,03,4,0,752.74108
2009,03,4,1,752.73586
2009,03,4,2,752.53143
2009,03,4,3,752.36404
2009,03,4,4,752.17791
2009,03,4,5,751.28489
2009,03,4,6,750.34071
2009,03,4,7,749.92594
2009,03,5,0,749.67808
2009,03,5,1,749.41424
2009,03,5,2,749.30472
2009,03,5,3,749.33584
2009,03,5,4,749.55648
2009,03,5,5,749.72779
2009,03,5,6,750.29038
2009,03,5,7,750.80189
2009,03,6,0,751.16585
2009,03,6,1,751.26614
2009,03,6,2,751.61152
2009,03,6,3,751.92596
2009,03,6,4,752.22868
2009,03,6,5,752.35345
2009,03,6,6,752.55365
2009,03,6,7,752.76573
2009,03,7,0,752.95482
2009,03,7,1,752.98468
2009,03,7,2,752.81997
2009,03,7,3,752.55634
2009,03,7,4,752.38254
2009,03,7,5,752.02836
2009,03,7,6,752.08034
2009,03,7,7,751.89157
2009,03,8,0,751.17631
2009,03,8,1,750.21458
2009,03,8,2,749.34083
2009,03,8,3,748.67878
2009,03,8,4,747.64993
2009,03,8,5,746.72743
2009,03,8,6,746.63099
2009,03,8,7,746.24877
2009,03,9,0,745.42872
2009,03,9,1,744.73234
2009,03,9,2,744.90789
2009,03,9,3,745.20663
2009,03,9,4,745.28441
2009,03,9,5,745.62701
2009,03,9,6,746.9704
2009,03,9,7,748.12701
2009,03,10,0,748.64377
2009,03,10,1,748.52304
2009,03,10,2,748.987
2009,03,10,3,749.29351
2009,03,10,4,749.66169
2009,03,10,5,749.60846
2009,03,10,6,749.12854
2009,03,10,7,748.89001
2009,03,11,0,748.56489
2009,03,11,1,747.46527
2009,03,11,2,746.87188
2009,03,11,3,746.44766
2009,03,11,4,745.76678
2009,03,11,5,744.81845
2009,03,11,6,744.0626
2009,03,11,7,743.6316
2009,03,12,0,743.19798
2009,03,12,1,742.78368
2009,03,12,2,742.67626
