####################################################################################################
# Month: 12Dec                                                                                     #
# Station: KP                                                                                      #
# Columns are: year    month   day     windspeed (m/s)                                             #
####################################################################################################
year,month,day,windspeed
2009,12,1,9.40954388
2009,12,2,5.48363812
2009,12,3,4.498127
2009,12,4,6.83172862
2009,12,5,5.50677625
2009,12,6,10.8845405
2009,12,7,14.45948812
2009,12,8,23.29382512
2009,12,9,11.29276288
2009,12,10,6.36507075
2009,12,11,3.86242612
2009,12,12,4.29729125
2009,12,13,8.99597962
2009,12,14,6.86899875
2009,12,15,4.99236425
2009,12,16,3.39532075
2009,12,17,3.63163025
2009,12,18,4.41151312
2009,12,19,5.41182038
2009,12,20,3.18255225
2009,12,21,5.8623965
2009,12,22,12.43800575
2009,12,23,12.19756925
2009,12,24,9.72957137
2009,12,25,6.040583
2009,12,26,5.5183455
2009,12,27,2.97431512
2009,12,28,3.38689762
2009,12,29,5.898467
2009,12,30,7.01047275
2009,12,31,9.94313425
2010,12,1,4.36942038
2010,12,2,2.43679575
2010,12,3,4.92420612
2010,12,4,5.45468488
2010,12,5,3.66702975
2010,12,6,6.01961112
2010,12,7,5.37408712
2010,12,8,3.02991138
2010,12,9,3.02307112
2010,12,10,7.68305488
2010,12,11,5.7030005
2010,12,12,8.306506
2010,12,13,5.74368925
2010,12,14,5.2261705
2010,12,15,7.90512475
2010,12,16,7.93806887
2010,12,17,6.68935825
2010,12,18,6.09325975
2010,12,19,7.907473
2010,12,20,11.70175637
2010,12,21,14.53246412
2010,12,22,13.63212412
2010,12,23,13.23648575
2010,12,24,5.21273638
2010,12,25,4.6613215
2010,12,26,8.11959175
2010,12,27,3.338102
2010,12,28,2.32615687
2010,12,29,8.42362975
2010,12,30,18.72956812
2010,12,31,8.57945388
2011,12,1,18.35646775
2011,12,2,11.101473
2011,12,3,6.11057512
2011,12,4,5.1073805
2011,12,5,6.394253
2011,12,6,7.85952612
2011,12,7,4.07927362
2011,12,8,6.98527762
2011,12,9,3.96295425
2011,12,10,3.65126012
2011,12,11,5.96660862
2011,12,12,14.60858575
2011,12,13,13.60591625
2011,12,14,8.93384037
2011,12,15,2.5930435
2011,12,16,10.405499
2011,12,17,16.52462238
2011,12,18,9.04751888
2011,12,19,6.3617275
2011,12,20,3.097533
2011,12,21,2.48226712
2011,12,22,4.6885005
2011,12,23,9.60976688
2011,12,24,12.35095075
2011,12,25,13.0049595
